Release: EDGARv4.3.2 of September 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timeseries 1970-2012 of GHG per GDP emissions by country in ton CO2eq / 1000USD GDP / year (GWP-100 of AR4).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reference: European Commission, Joint Research Centre (EC-JRC)/Netherlands Environmental Assessment Agency (PBL). Emissions Database for Global Atmospheric Research (EDGAR), release EDGARv4.3.2  (1970 - 2012), http://edgar.jrc.ec.europa.eu/overview.php?v=booklet2017&dst=GHGgdp, 2017.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How to cite: Janssens-Maenhout, G., Crippa, M., Guizzardi, D., Muntean, M., Schaaf, E., Olivier, J.G.J., Peters, J.A.H.W., Schure, K.M., Fossil CO2 and GHG emissions of all world countries, EUR 28766 EN,Publications Office of the European Union, Luxembourg, 2017, ISBN 978-92-79-73207-2, doi:10.2760/709792, JRC107877 and Janssens-Maenhout, G., Crippa, M., Guizzardi, D., Muntean, M., Schaaf, E., Dentener, F., Bergamaschi, P., Pagliari, V., Olivier, J.G.J., Peters, J.A.H.W., van Aardenne, J.A., Monni, S., Doering, U., Petrescu, A.M.R. (2017) EDGARv4.3.2 Global Atlas of the three major Greenhouse Gas Emissions for the period 1970-2012, Earth Syst. Sci. Data Discuss., https://doi.org/10.5194/essd-2017-79, in review, 2017.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_CODE,ISO_NAME,substance,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
CIV,Cote d'Ivoire,CO2eq/GDP,0.374762,0.342644,0.343481,0.337877,0.329415,0.326533,0.340031,0.309686,0.315281,0.283335,0.274426,0.253759,0.246557,0.267187,0.267286,0.268721,0.268528,0.257023,0.264692,0.264074,0.256507,0.265842,0.272376,0.280076,0.29104,0.293984,0.303066,0.32164,0.301873,0.335694,0.337905,0.343181,0.376467,0.333504,0.353229,0.361077,0.362495,0.356207,0.364839,0.345357,0.346726,0.376356,0.360098
HRV,Croatia,CO2eq/GDP,0.293286,0.280566,0.276345,0.282708,0.25621,0.256876,0.241882,0.22724,0.214691,0.218127,0.194697,0.186583,0.192556,0.20106,0.193514,0.200088,0.203224,0.197177,0.216262,0.215622,0.317182,0.265628,0.346592,0.502552,0.472999,0.398872,0.374324,0.381849,0.382144,0.391148,0.373336,0.37602,0.372665,0.373152,0.364794,0.352182,0.345725,0.348888,0.327744,0.327825,0.326025,0.3249,0.32729
CUB,Cuba,CO2eq/GDP,0.692202,0.635728,0.593588,0.607285,0.628053,0.582131,0.572336,0.552665,0.545975,0.550945,0.581055,0.491402,0.445785,0.439265,0.42653,0.401102,0.406373,0.425155,0.422892,0.435675,0.416864,0.394838,0.392721,0.419785,0.437897,0.435354,0.430278,0.447879,0.435891,0.413094,0.393208,0.369266,0.35394,0.334042,0.308813,0.277144,0.252702,0.241248,0.22573,0.260228,0.239047,0.227769,0.222916
CYP,Cyprus,CO2eq/GDP,0.608793,0.599157,0.634179,0.630771,0.519999,0.670022,0.977821,0.810672,0.663727,0.630163,0.571402,0.526692,0.519282,0.488829,0.474625,0.432827,0.44802,0.487248,0.461836,0.446539,0.428225,0.469398,0.450737,0.461994,0.452252,0.422001,0.433871,0.42895,0.43425,0.42732,0.420594,0.401892,0.400694,0.424985,0.403966,0.394999,0.379319,0.374741,0.367397,0.368479,0.354969,0.342208,0.338523
CZE,Czechia,CO2eq/GDP,1.576535,1.526456,1.473879,1.414417,1.260211,1.270393,1.281309,1.298058,1.243875,1.294012,1.216312,1.229101,1.212711,1.20495,1.193603,1.174007,1.13946,1.13878,1.089906,1.001861,0.964925,0.987694,0.92072,0.895647,0.825345,0.779794,0.757738,0.749662,0.718934,0.671893,0.702635,0.67908,0.643124,0.633685,0.612943,0.562633,0.532847,0.507984,0.476129,0.490558,0.475102,0.45991,0.456594
DNK,Denmark,CO2eq/GDP,0.722444,0.673358,0.671305,0.642767,0.573875,0.596794,0.641526,0.629789,0.615527,0.622754,0.603775,0.519613,0.544742,0.512152,0.491456,0.520593,0.507932,0.469961,0.442695,0.413154,0.411835,0.468273,0.425059,0.439268,0.436783,0.406597,0.462944,0.399627,0.370806,0.345042,0.314118,0.318771,0.313611,0.337085,0.302166,0.28002,0.299892,0.278692,0.26708,0.27096,0.266249,0.241334,0.236285
DJI,Djibouti,CO2eq/GDP,0.303306,0.291027,0.312925,0.295527,0.328064,0.315716,0.482868,0.542041,0.542835,0.724018,0.700032,0.663017,0.572275,0.511256,0.469382,0.521664,0.537964,0.631714,0.626634,0.964043,0.867182,1.010904,0.910091,0.970953,0.783372,0.861537,0.918512,0.968395,0.996282,0.99342,1.084768,1.146297,1.103934,1.110241,1.101375,1.108771,1.105418,1.110237,1.092512,1.054009,1.058182,1.041528,0.99668
DMA,Dominica,CO2eq/GDP,0.293529,0.287695,0.292395,0.293496,0.267656,0.304363,0.293988,0.305043,0.301456,0.247332,0.332981,0.322275,0.293975,0.276752,0.279899,0.276442,0.290808,0.319104,0.313485,0.322156,0.321094,0.319779,0.312342,0.310594,0.324037,0.311353,0.306745,0.308392,0.321298,0.331995,0.338662,0.351761,0.336139,0.315946,0.319612,0.315246,0.316394,0.305097,0.282002,0.291697,0.301288,0.311734,0.318345
DOM,Dominican Republic,CO2eq/GDP,0.721791,0.670182,0.698268,0.592105,0.58301,0.61074,0.6114,0.560501,0.555033,0.582676,0.57225,0.510085,0.494183,0.534053,0.523034,0.484198,0.520135,0.548814,0.49867,0.517085,0.45737,0.473557,0.463904,0.427845,0.45561,0.446672,0.438684,0.438386,0.441733,0.425587,0.405269,0.401202,0.404175,0.401014,0.40342,0.365438,0.353354,0.334489,0.335134,0.321288,0.302788,0.309824,0.309061
ECU,Ecuador,CO2eq/GDP,0.713182,0.547415,0.537548,0.634276,0.56137,0.509224,0.533426,0.527123,0.505077,0.528724,0.503042,0.498782,0.479759,0.458897,0.509457,0.534305,0.556381,0.455763,0.605597,0.585555,0.593322,0.55233,0.549872,0.562147,0.542773,0.549257,0.570266,0.538402,0.487515,0.473736,0.452435,0.458257,0.460615,0.465462,0.446084,0.45031,0.452542,0.456162,0.431357,0.466135,0.472313,0.44576,0.426854
EGY,Egypt,CO2eq/GDP,0.504014,0.425463,0.425049,0.389408,0.453796,0.453711,0.456018,0.423883,0.397577,0.377138,0.372694,0.390896,0.406055,0.412915,0.413395,0.402042,0.395639,0.406641,0.402293,0.411134,0.414517,0.423509,0.424249,0.423146,0.397056,0.399897,0.400142,0.3899,0.379753,0.376469,0.352061,0.368845,0.369805,0.371108,0.383225,0.405899,0.398189,0.391755,0.377293,0.366623,0.354977,0.365234,0.363887
SLV,El Salvador,CO2eq/GDP,0.30237,0.294858,0.304926,0.290888,0.279494,0.282331,0.279182,0.28473,0.289563,0.261069,0.231029,0.248778,0.241931,0.264187,0.255668,0.272389,0.267171,0.292799,0.28951,0.284598,0.293649,0.317579,0.314161,0.301028,0.306708,0.293249,0.286189,0.306829,0.292629,0.284241,0.273163,0.286741,0.283527,0.283943,0.28076,0.278254,0.281775,0.27909,0.260305,0.264444,0.250662,0.240226,0.246246
GNQ,Equatorial Guinea,CO2eq/GDP,0.618781,0.600842,0.56912,0.551868,0.497278,0.49041,0.452147,0.449278,0.424196,0.533212,0.551073,0.542442,0.543677,0.552794,0.533261,0.558995,0.516651,0.590652,0.515925,0.549195,0.508082,0.567351,0.440065,0.416339,8.260863,7.044082,4.266141,2.182618,1.996524,1.598575,1.279893,0.967426,0.652338,0.636477,0.522815,0.455926,0.414094,0.38346,0.337672,0.316393,0.341188,0.329861,0.200431
ERI,Eritrea,CO2eq/GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92802,0.916793,1.132272,1.055488,0.891697,0.894869,0.906803,0.910256,0.863115,0.8851,0.931541,0.842666,0.808208,0.849249,0.848521,0.826915,0.824543,0.831115,0.916802,0.894091,0.891457,0.840234,0.797146
EST,Estonia,CO2eq/GDP,4.174369,4.009315,3.967355,3.719811,3.556845,3.580068,3.321921,3.272567,3.095644,3.052163,2.956135,2.912512,2.805092,2.670131,2.576368,2.546234,2.49105,2.462577,2.459566,2.332522,1.876459,1.856023,1.750584,1.451765,1.46763,1.283798,1.27276,1.117879,1.042384,0.985683,0.880429,0.851393,0.773915,0.79421,0.764618,0.708522,0.58914,0.674158,0.672465,0.661771,0.750949,0.750221,0.716724
ETH,Ethiopia,CO2eq/GDP,2.678881,2.693752,2.588294,2.27312,2.258085,2.265853,1.945431,1.932301,1.94779,1.808755,1.886858,1.831253,1.837267,1.875251,1.697758,1.821208,2.186674,1.912358,1.704651,1.78732,1.85964,2.02387,2.22734,2.000522,1.98088,1.897471,1.775498,1.782282,1.973573,1.872827,1.721355,1.708154,1.853586,1.875776,1.772993,1.646278,1.589067,1.552503,1.472187,1.408055,1.310293,1.18686,1.139421
FJI,Fiji,CO2eq/GDP,0.512432,0.467296,0.423294,0.410228,0.39437,0.384301,0.384251,0.45101,0.514327,0.512053,0.426346,0.464788,0.415562,0.421711,0.42423,0.386769,0.405783,0.38885,0.420029,0.427513,0.386375,0.38557,0.351687,0.363749,0.363959,0.375605,0.368932,0.349085,0.341808,0.312105,0.307913,0.31179,0.317195,0.329142,0.329396,0.330972,0.336038,0.342749,0.354707,0.357233,0.366241,0.389622,0.390173
FIN,Finland,CO2eq/GDP,0.891628,0.819646,0.860121,0.867265,0.772547,0.7281,0.813304,0.806211,0.860954,0.832661,0.780412,0.649083,0.619041,0.593266,0.582956,0.600619,0.582783,0.606318,0.573993,0.54953,0.541077,0.575015,0.567267,0.584124,0.626919,0.580958,0.602302,0.556772,0.501921,0.474711,0.445302,0.464709,0.470337,0.506072,0.469995,0.391675,0.440882,0.408484,0.365886,0.379677,0.41731,0.371118,0.37064
FRA_MCO,France and Monaco,CO2eq/GDP,0.716813,0.684142,0.664811,0.669349,0.610005,0.545886,0.585148,0.544257,0.536208,0.519978,0.483496,0.437753,0.417239,0.396723,0.385544,0.371155,0.357163,0.341536,0.330988,0.324694,0.304471,0.315826,0.302762,0.292389,0.282963,0.282359,0.287791,0.276545,0.274046,0.260113,0.246868,0.244729,0.238908,0.238919,0.231602,0.229417,0.219039,0.210915,0.209468,0.206896,0.207303,0.190206,0.189327
PYF,French Polynesia,CO2eq/GDP,0.104116,0.097619,0.107862,0.115765,0.104299,0.113569,0.110009,0.147148,0.145312,0.139467,0.136018,0.179789,0.193283,0.230328,0.268901,0.241499,0.260449,0.262113,0.241892,0.215241,0.20024,0.184672,0.173612,0.178539,0.133956,0.154215,0.161345,0.161816,0.168429,0.163763,0.16387,0.165772,0.162248,0.180107,0.18574,0.184083,0.167883,0.160937,0.160407,0.158976,0.169151,0.175599,0.175107
GAB,Gabon,CO2eq/GDP,0.273322,0.573836,0.614319,2.308692,2.086714,1.960713,1.966166,1.568667,1.74341,1.704114,1.608063,1.621989,1.650386,1.403447,1.73267,1.893939,1.243855,1.092437,1.30603,1.754016,1.552603,1.111053,1.154179,1.116152,1.026111,1.03867,1.054584,0.880237,0.915426,0.894518,0.845497,0.847187,0.819711,0.923463,0.814843,0.747996,0.675257,0.560671,0.619108,0.60746,0.568236,0.478406,0.442209
GMB,Gambia,CO2eq/GDP,0.922055,0.819381,0.801675,0.782874,0.778497,0.742188,0.725899,0.746042,0.761876,0.708091,0.753058,0.784589,0.866958,0.680401,0.58431,0.67428,0.679123,0.69489,0.68817,0.677403,0.627712,0.640178,0.619255,0.603112,0.62049,0.628029,0.617538,0.601989,0.593895,0.566405,0.553524,0.521213,0.542279,0.567339,0.565071,0.587933,0.596032,0.592694,0.603449,0.627339,0.616398,0.576015,0.558919
GEO,Georgia,CO2eq/GDP,1.753812,1.677197,1.686551,1.635876,1.621436,1.652747,1.575315,1.521441,1.498524,1.491771,1.505329,1.490189,1.435892,1.379643,1.357469,1.334041,1.273147,1.273511,1.243433,1.173328,1.079329,1.093718,1.633626,1.904127,1.504484,1.231006,0.98714,0.843066,0.761811,0.718699,0.740353,0.591426,0.546323,0.515619,0.507872,0.493536,0.475647,0.449105,0.404914,0.45175,0.407008,0.417696,0.399057
DEU,Germany,CO2eq/GDP,0.916767,0.874985,0.858673,0.851371,0.788947,0.740881,0.775513,0.722419,0.718357,0.72198,0.665344,0.636421,0.614371,0.621881,0.62253,0.605879,0.590777,0.57049,0.556064,0.531839,0.49225,0.456871,0.426029,0.423695,0.409338,0.399128,0.404966,0.383312,0.365993,0.345924,0.333769,0.331504,0.325326,0.323645,0.321319,0.307266,0.299632,0.281721,0.281451,0.277644,0.27912,0.26326,0.264711
GHA,Ghana,CO2eq/GDP,0.362343,0.339893,0.346469,0.391339,0.37884,0.351741,0.400244,0.459046,0.418437,0.395542,0.41319,0.452609,0.404779,0.377454,0.422953,0.416729,0.409927,0.41191,0.398472,0.389641,0.367873,0.360241,0.366,0.358387,0.361068,0.361821,0.365778,0.364823,0.398295,0.39993,0.374441,0.375547,0.388839,0.356944,0.34692,0.34112,0.351872,0.34627,0.310907,0.328623,0.3363,0.328321,0.30768
GRC,Greece,CO2eq/GDP,0.391938,0.369467,0.394658,0.382211,0.35726,0.396516,0.406992,0.394939,0.406037,0.396101,0.388868,0.385456,0.401471,0.426952,0.440456,0.451581,0.438679,0.46273,0.498103,0.502552,0.493654,0.478992,0.485749,0.490823,0.490355,0.494883,0.48358,0.467873,0.464947,0.45238,0.462274,0.448359,0.431738,0.421127,0.401296,0.405527,0.380769,0.376955,0.367159,0.365795,0.365149,0.394238,0.411897
GRL,Greenland,CO2eq/GDP,0.326717,0.297863,0.285593,0.266602,0.256023,0.259107,0.247774,0.229105,0.22103,0.213589,0.20064,0.203736,0.216104,0.212561,0.226819,0.22161,0.210529,0.202089,0.19459,0.184634,0.211819,0.214314,0.229451,0.243971,0.233674,0.227541,0.227292,0.226087,0.212728,0.21185,0.199434,0.199676,0.203253,0.206806,0.203274,0.201905,0.194989,0.1872,0.188103,0.198882,0.142855,0.141248,0.145593
GRD,Grenada,CO2eq/GDP,0.29202,0.282925,0.291455,0.278501,0.242964,0.291887,0.242971,0.238064,0.260904,0.227756,0.247387,0.234908,0.236037,0.229942,0.236537,0.216566,0.222106,0.239786,0.217234,0.218532,0.255301,0.251304,0.251031,0.263675,0.29086,0.275137,0.28709,0.304894,0.284801,0.2711,0.497464,0.476208,0.46491,0.419017,0.41481,0.379924,0.413525,0.399504,0.372483,0.417909,0.491163,0.456817,0.463958
GTM,Guatemala,CO2eq/GDP,0.307322,0.296622,0.305301,0.291213,0.271286,0.271427,0.254185,0.263984,0.258732,0.263044,0.25924,0.240582,0.229695,0.233283,0.247856,0.253664,0.246191,0.255414,0.249102,0.248789,0.246124,0.247646,0.257833,0.264579,0.260264,0.266699,0.25637,0.256671,0.270324,0.268513,0.27443,0.275359,0.274553,0.266349,0.268901,0.266136,0.262027,0.257796,0.242448,0.252489,0.251452,0.243751,0.240707
GIN,Guinea,CO2eq/GDP,1.554326,1.598334,1.531039,1.56636,1.559711,1.501251,1.478918,1.373246,1.352753,1.291456,1.423489,1.402156,1.402225,1.386598,1.363079,1.273048,1.104713,1.126021,1.082884,1.047733,1.026553,0.996102,0.931196,0.919558,0.925168,0.989038,0.982898,0.915654,0.904826,0.960098,0.9487,0.953957,0.935657,0.96414,0.984754,1.019952,1.035518,1.06148,1.060423,1.087912,1.119214,1.08607,1.105899
GNB,Guinea-Bissau,CO2eq/GDP,0.724083,0.679875,0.737217,0.719568,0.79636,0.880287,0.817251,0.734505,0.85453,0.753266,0.775508,0.901007,1.089968,0.97539,0.954207,0.787778,0.746121,0.77241,0.78096,0.805459,0.800182,0.781106,0.787408,0.783389,0.765279,0.756706,0.68191,0.650254,0.909424,0.933856,0.925402,0.907316,0.918681,0.908839,0.917215,0.905183,0.916024,0.931753,0.963538,0.969238,0.983458,0.926922,0.957641
GUY,Guyana,CO2eq/GDP,1.89384,1.806183,1.903634,1.96198,1.843346,1.899109,1.640669,1.857018,1.798506,1.625848,1.684059,1.73731,1.626388,1.658561,2.073104,1.889949,2.001276,2.060986,1.915356,1.894777,1.898497,1.968456,1.896024,1.809618,1.660426,1.6455,1.540853,1.526873,1.56835,1.615953,1.564969,1.585194,1.53739,1.576009,1.514615,1.476691,1.377627,1.322593,1.296957,1.288837,1.299131,1.236492,1.183827
HTI,Haiti,CO2eq/GDP,0.484819,0.493973,0.497278,0.493182,0.465557,0.478824,0.461823,0.471377,0.468469,0.444487,0.420228,0.395436,0.420917,0.438587,0.443883,0.441431,0.413279,0.418484,0.422234,0.427145,0.426343,0.451131,0.48197,0.498124,0.528563,0.542228,0.547113,0.559866,0.55798,0.553504,0.568202,0.593215,0.613165,0.608915,0.655698,0.792063,0.790158,0.786179,0.8023,0.794033,0.836232,0.825899,0.808258
HND,Honduras,CO2eq/GDP,0.793848,0.780433,0.778218,0.753954,0.719631,0.764859,0.754613,0.69066,0.620219,0.590695,0.59269,0.588757,0.573425,0.665386,0.701422,0.648256,0.617748,0.630985,0.603427,0.58812,0.553552,0.545361,0.535574,0.496476,0.54087,0.565204,0.553848,0.545204,0.559451,0.549287,0.545677,0.575591,0.581119,0.621554,0.627492,0.6104,0.549721,0.578951,0.551093,0.559727,0.539902,0.52558,0.514404
HKG,Hong Kong,CO2eq/GDP,0.324736,0.299443,0.28801,0.26554,0.268326,0.264523,0.300912,0.300403,0.28666,0.243137,0.226921,0.221795,0.216771,0.23991,0.247047,0.233937,0.263081,0.257651,0.25176,0.241868,0.242781,0.24851,0.259679,0.258565,0.210292,0.206043,0.190877,0.170574,0.224042,0.232829,0.197638,0.201694,0.19257,0.198251,0.174834,0.163885,0.151425,0.151726,0.145443,0.159445,0.133189,0.141374,0.139036
HUN,Hungary,CO2eq/GDP,1.287183,1.236788,1.180879,1.226435,1.213368,1.17204,1.169317,1.114623,1.070302,0.942896,0.866648,0.85974,0.839985,0.789509,0.795349,0.76025,0.74433,0.741541,0.678258,0.661168,0.584053,0.565673,0.51678,0.522915,0.507167,0.489042,0.504238,0.478638,0.455862,0.443779,0.410014,0.40453,0.402982,0.392664,0.36822,0.345349,0.329027,0.320047,0.311263,0.301957,0.302031,0.287276,0.28842
ISL,Iceland,CO2eq/GDP,0.973046,0.945225,0.853925,0.972898,0.858139,0.76468,0.76658,0.785195,0.715526,0.700693,0.623501,0.576743,0.487615,0.484646,0.534707,0.497355,0.482289,0.457549,0.43768,0.438074,0.436673,0.429433,0.444144,0.453918,0.454313,0.442723,0.460096,0.427628,0.411936,0.40078,0.394002,0.391622,0.404039,0.390298,0.369855,0.345266,0.343213,0.328304,0.349366,0.367692,0.369256,0.353262,0.352108
IND,India,CO2eq/GDP,0.998938,0.992177,0.97373,0.960867,0.928884,0.973867,0.911228,0.940705,0.932971,0.974201,1.068637,1.068789,1.039058,1.050277,1.025496,1.014497,1.015491,0.998136,1.014242,0.964974,0.923116,0.950642,0.930403,0.910832,0.885515,0.859064,0.825559,0.818278,0.780407,0.745913,0.724723,0.702146,0.687487,0.652783,0.628045,0.594812,0.575496,0.556239,0.560776,0.561273,0.533391,0.522325,0.518447
IDN,Indonesia,CO2eq/GDP,1.090351,1.042024,1.028782,0.962666,0.897218,0.815861,0.81796,0.943226,0.963488,0.915628,0.769376,0.71134,0.636255,0.617883,0.606408,0.577695,0.581086,0.547778,0.54474,0.520885,0.527113,0.512389,0.501388,0.488114,0.453342,0.438459,0.425419,0.421582,0.482787,0.487882,0.463945,0.466725,0.456854,0.459544,0.445251,0.42657,0.423564,0.414019,0.394011,0.393822,0.381602,0.368728,0.35753
IRN,Iran,CO2eq/GDP,0.489827,0.465248,0.456874,0.471746,0.443959,0.402081,0.491269,0.441952,0.479431,0.416512,0.357021,0.431991,0.626847,0.524772,0.393491,0.430947,0.40498,0.461965,0.457179,0.538788,0.653779,0.621319,0.627033,0.611835,0.701389,0.677821,0.65587,0.660065,0.624029,0.646342,0.639348,0.638738,0.611281,0.60596,0.625825,0.637144,0.641074,0.620343,0.618103,0.622145,0.590438,0.577176,0.623652
IRQ,Iraq,CO2eq/GDP,1.223235,1.427684,1.277994,1.25888,1.088321,0.983053,1.057885,0.789636,1.04689,1.134322,0.753971,0.371368,0.417125,0.448021,0.58289,0.706877,0.807161,0.691072,0.600759,0.621965,0.631331,1.428206,1.286004,1.174697,1.180547,1.149703,0.953642,0.959685,0.599397,0.460046,0.486772,0.495526,0.53496,0.735716,0.509356,0.485644,0.396099,0.40517,0.414657,0.466267,0.487721,0.480307,0.42865
IRL,Ireland,CO2eq/GDP,1.115015,1.185046,1.142755,1.073313,1.081708,1.02162,0.982972,0.991042,0.904643,0.906427,0.843188,0.806285,0.787008,0.776838,0.788275,0.789258,0.792495,0.808286,0.767968,0.771447,0.75931,0.753197,0.729464,0.722941,0.700886,0.646753,0.603886,0.549399,0.526265,0.490838,0.462706,0.452099,0.421233,0.401964,0.392222,0.37483,0.360264,0.331018,0.336196,0.330269,0.324835,0.293391,0.292662
ISR_PSE,"Israel and Palestine, State of",CO2eq/GDP,0.50789,0.455195,0.429135,0.412375,0.392117,0.392272,0.373063,0.387412,0.40812,0.39769,0.379118,0.380357,0.379392,0.387113,0.391155,0.404937,0.418984,0.43962,0.430962,0.431523,0.441746,0.417211,0.421664,0.434944,0.434777,0.43328,0.433588,0.429341,0.417125,0.411642,0.405352,0.404739,0.425178,0.431816,0.413206,0.384342,0.382034,0.372763,0.363729,0.354692,0.352602,0.33521,0.328804
ITA_SMR_VAT,Italy,CO2eq/GDP,0.550535,0.504514,0.512402,0.516146,0.476833,0.42674,0.46031,0.409834,0.397503,0.3891,0.357403,0.336495,0.327102,0.320261,0.322546,0.312669,0.304945,0.310305,0.304043,0.302718,0.294633,0.289435,0.284127,0.282332,0.273012,0.27944,0.273555,0.270606,0.272048,0.271456,0.264277,0.257857,0.26118,0.268126,0.268221,0.26579,0.255048,0.247751,0.242303,0.230956,0.231422,0.224415,0.222712
JAM,Jamaica,CO2eq/GDP,0.516579,0.453709,0.476683,0.538769,0.518674,0.513898,0.445439,0.514931,0.555839,0.56851,0.585189,0.606742,0.514391,0.50784,0.477219,0.430592,0.424792,0.417177,0.400447,0.502562,0.542084,0.520309,0.557069,0.519392,0.514933,0.520473,0.53728,0.553026,0.590686,0.600798,0.609049,0.604808,0.589106,0.585108,0.578426,0.572132,0.61759,0.603099,0.589878,0.459862,0.444734,0.458512,0.458923
JPN,Japan,CO2eq/GDP,0.790792,0.70945,0.699494,0.714344,0.658918,0.625551,0.616441,0.593647,0.547944,0.522982,0.475305,0.452325,0.417653,0.404768,0.418711,0.391242,0.366418,0.357103,0.365716,0.350067,0.347677,0.338638,0.335887,0.332426,0.345482,0.343367,0.336499,0.328128,0.32349,0.332074,0.329273,0.324983,0.333291,0.327481,0.319741,0.317729,0.309898,0.309757,0.292351,0.292473,0.292945,0.302827,0.306533
JOR,Jordan,CO2eq/GDP,0.226307,0.261877,0.295899,0.302023,0.325176,0.345377,0.419196,0.374789,0.42594,0.355042,0.36634,0.388477,0.36711,0.378309,0.429663,0.433993,0.472972,0.485994,0.455196,0.459295,0.550327,0.554736,0.546168,0.543587,0.537884,0.532963,0.537112,0.533605,0.528771,0.509958,0.507557,0.483608,0.486393,0.464031,0.472412,0.465971,0.440079,0.424014,0.39494,0.379562,0.365149,0.367207,0.374612
KAZ,Kazakhstan,CO2eq/GDP,1.948253,1.875338,1.90648,1.885241,1.894376,1.898677,1.871106,1.795452,2.069053,2.014518,2.043323,1.874832,1.772883,1.773349,1.738581,1.666663,1.583555,1.646421,1.72703,1.615712,1.588484,1.814628,1.9434,1.88232,1.900863,1.817227,1.599016,1.375214,1.375551,1.254742,1.145344,0.985712,0.963232,0.966404,0.961166,0.924831,0.929775,0.898085,1.000264,0.903656,0.90156,0.893673,0.931852
KEN,Kenya,CO2eq/GDP,1.037125,1.137273,1.082062,1.001388,0.984749,0.895715,0.908879,0.920251,0.869994,0.856055,0.817099,0.774503,0.784951,0.798533,0.822715,0.813277,0.810299,0.766476,0.759427,0.744541,0.721267,0.698829,0.714451,0.719936,0.713072,0.695918,0.656103,0.651575,0.646014,0.673314,0.663932,0.64133,0.647275,0.637304,0.648363,0.624925,0.586233,0.71881,0.743835,0.722142,0.687658,0.661859,0.646232
KIR,Kiribati,CO2eq/GDP,0.089816,0.100549,0.091075,0.0789,0.05794,0.057976,0.080829,0.097975,0.135971,0.145175,0.253563,0.571809,0.361566,0.387989,0.369767,0.376804,0.325321,0.367679,0.436446,0.374136,0.390759,0.450001,0.418949,0.408005,0.384533,0.408381,0.416239,0.373906,0.351592,0.350114,0.369592,0.375453,0.35988,0.355913,0.354267,0.353898,0.370475,0.330877,0.344461,0.375375,0.406251,0.414879,0.416198
PRK,North Korea,CO2eq/GDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,928.3999,937.0978,917.2068,890.3718,828.7902,807.8188,761.5567,799.8459,692.0306,749.4173,796.8764,850.8826,820.9278,836.9869,855.5422,891.4047,889.7799,774.2301,858.1247,810.9156,857.412,782.8357,728.6689
KOR,South Korea,CO2eq/GDP,1.449717,1.346003,1.172331,1.203739,1.033316,0.920949,0.862512,0.871348,0.837093,0.843646,0.811732,0.854536,0.795595,0.795101,0.779512,0.739796,0.712609,0.653072,0.640431,0.595124,0.613682,0.603189,0.601411,0.613163,0.602686,0.596444,0.590697,0.587486,0.541328,0.529023,0.548099,0.538096,0.491013,0.48039,0.475786,0.458798,0.444338,0.426306,0.420424,0.42448,0.428637,0.422201,0.409918
KWT,Kuwait,CO2eq/GDP,1.060442,1.094852,1.026239,0.896669,0.730575,0.620586,0.538852,0.47259,0.530087,0.469345,0.453858,0.446674,0.470598,0.497542,0.488224,0.573722,0.536875,0.525214,0.707086,0.658744,0.511427,0.94798,0.548149,0.513058,0.577133,0.515985,0.505401,0.518536,0.497657,0.51655,0.533377,0.540082,0.541412,0.501682,0.470627,0.477154,0.455206,0.422451,0.425153,0.475069,0.48515,0.462793,0.451202
KGZ,Kyrgyzstan,CO2eq/GDP,3.06627,2.967015,2.985464,2.87024,2.843081,2.875876,2.784475,2.719184,2.785761,2.749632,2.825068,2.679488,2.5324,2.384297,2.29222,2.22593,2.133962,2.244065,2.261876,2.204501,2.149697,2.141529,1.840214,1.761502,1.6712,1.371493,1.385777,1.236609,1.256082,1.091434,1.031318,0.903525,1.005545,0.998869,0.926762,0.817246,0.781554,0.803292,0.782127,0.711733,0.788786,0.765555,0.901704
LAO,Laos,CO2eq/GDP,2.713488,2.542108,2.296175,2.282224,2.123408,2.032199,1.638744,1.538516,1.788083,1.827452,2.111621,1.948177,1.668058,1.612549,1.544481,1.455841,1.320353,1.210016,1.215495,1.324552,1.282276,1.183504,1.14623,1.066052,1.083507,0.998342,0.959814,0.947048,0.873783,0.826101,0.789596,0.776821,0.752638,0.717643,0.650128,0.648827,0.621755,0.587941,0.576606,0.575085,0.557959,0.526832,0.5217
