Release: EDGARv4.3.2 of September 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timeseries 1970-2012 of GHG per capita emissions by country in ton CO2eq / capita / year (GWP-100 of AR4).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Reference: European Commission, Joint Research Centre (EC-JRC)/Netherlands Environmental Assessment Agency (PBL). Emissions Database for Global Atmospheric Research (EDGAR), release EDGARv4.3.2  (1970 - 2012), http://edgar.jrc.ec.europa.eu/overview.php?v=booklet2017&dst=GHGpc, 2017.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How to cite: Janssens-Maenhout, G., Crippa, M., Guizzardi, D., Muntean, M., Schaaf, E., Olivier, J.G.J., Peters, J.A.H.W., Schure, K.M., Fossil CO2 and GHG emissions of all world countries, EUR 28766 EN,Publications Office of the European Union, Luxembourg, 2017, ISBN 978-92-79-73207-2, doi:10.2760/709792, JRC107877 and Janssens-Maenhout, G., Crippa, M., Guizzardi, D., Muntean, M., Schaaf, E., Dentener, F., Bergamaschi, P., Pagliari, V., Olivier, J.G.J., Peters, J.A.H.W., van Aardenne, J.A., Monni, S., Doering, U., Petrescu, A.M.R. (2017) EDGARv4.3.2 Global Atlas of the three major Greenhouse Gas Emissions for the period 1970-2012, Earth Syst. Sci. Data Discuss., https://doi.org/10.5194/essd-2017-79, in review, 2017.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISO_CODE,ISO_NAME,substance,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
COD,Democratic Republic of the Congo,CO2eq/cap,0.595223,0.592894,0.591257,0.587206,0.588384,0.581275,0.574381,0.569938,0.56115,0.568278,0.561549,0.56666,0.535751,0.566248,0.559995,0.555992,0.545374,0.555928,0.560202,0.55322,0.542391,0.512029,0.502854,0.488899,0.603137,0.568088,0.565023,0.554248,0.53027,0.498805,0.499396,0.495732,0.492343,0.50584,0.477008,0.476199,0.472077,0.476611,0.471804,0.462494,0.458194,0.463715,0.457265
COG,Congo,CO2eq/cap,5.418518,6.222114,5.688541,29.4608,41.64155,24.54366,22.67152,6.45202,3.408226,2.992354,4.071697,4.508131,5.122167,5.188824,5.125143,5.013071,4.928414,4.831849,4.726154,4.634952,4.508659,4.396552,4.292344,4.19974,3.871937,4.312039,5.011749,4.875634,5.241606,4.880909,4.663242,4.343879,2.923525,3.312124,3.2875,3.833769,4.068089,3.430652,3.330759,3.517034,3.604319,3.091156,2.968871
CRI,Costa Rica,CO2eq/cap,2.989242,2.941618,3.038859,3.288981,3.209623,3.270033,3.242236,3.487449,3.568325,3.558293,3.373652,3.326637,3.107414,3.120849,3.116867,2.998769,2.953381,2.936874,2.893322,2.927786,2.911553,2.925426,3.208097,3.125843,3.156806,2.93995,2.814776,2.757288,2.828984,2.679673,2.545987,2.529774,2.470398,2.544604,2.553804,2.616247,2.635452,2.81628,2.820806,2.759328,2.73637,2.792189,2.774346
CIV,Cote d'Ivoire,CO2eq/cap,1.198332,1.16772,1.190738,1.167598,1.149658,1.176014,1.220187,1.192179,1.242801,1.173892,1.1056,1.029994,0.991715,1.03247,0.96736,0.91627,0.912648,0.882658,0.87145,0.849155,0.819131,0.81968,0.80934,0.802733,0.812504,0.852136,0.918265,0.980701,0.939111,1.034438,0.995877,0.991501,1.049461,0.901071,0.949013,0.96859,0.967772,0.948049,0.975037,0.932246,0.932679,0.946528,0.974575
HRV,Croatia,CO2eq/cap,6.442582,6.356071,6.455295,6.765939,6.998985,7.042647,6.960911,7.064404,7.242744,7.713684,7.03745,6.80062,7.018991,7.211189,7.011282,7.166665,7.519748,7.182691,7.654273,7.653826,6.87954,5.221126,4.979532,5.060989,4.913624,5.055195,5.068655,5.571077,5.736259,5.856069,5.843751,6.117276,6.395401,6.756113,6.898707,6.94236,7.150541,7.613898,7.299339,6.780018,6.658189,6.629867,6.561912
CUB,Cuba,CO2eq/cap,5.244303,4.963555,4.760633,4.972222,5.107411,5.109911,5.241715,5.44375,5.680446,5.760784,5.759171,5.779878,5.682044,5.877166,6.124053,5.81834,5.846274,5.913889,6.034159,6.199281,5.703716,4.792667,4.189654,3.795086,3.960732,4.007891,4.251483,4.529521,4.397517,4.40602,4.425868,4.274286,4.141072,4.049603,3.951416,3.93159,4.024038,4.108387,4.005524,4.680586,4.390667,4.293418,4.323817
CYP,Cyprus,CO2eq/cap,5.222352,5.258049,6.032395,6.196372,4.972023,4.834351,5.511887,5.70121,5.856043,6.122867,6.353404,6.156837,6.239152,6.227174,6.321929,6.226072,6.66916,7.400596,7.375884,7.585169,7.700358,8.311961,8.542859,8.625585,8.745903,8.476544,8.672845,8.604961,8.977248,9.085301,9.26927,9.014492,9.108747,9.770545,9.531177,9.520031,9.390823,9.566033,9.566728,9.255729,8.92026,8.531938,8.167161
CZE,Czechia,CO2eq/cap,22.03245,22.04371,21.93849,21.62562,19.86438,20.49456,20.90679,21.88769,21.1457,22.07028,21.22342,21.24509,21.36158,21.46095,21.7671,21.50071,21.37968,21.43491,20.9909,20.12216,19.0784,17.24893,16.03126,15.56848,14.81148,14.82093,15.08976,14.80925,14.21164,13.48409,14.66313,14.70649,14.12502,14.50294,14.66321,14.28327,14.39833,14.45199,13.80251,13.50781,13.25563,13.10994,12.86084
DNK,Denmark,CO2eq/cap,16.32558,15.36927,15.61909,15.48592,14.37968,14.63942,15.42181,16.08292,16.01666,16.59679,16.70399,14.29687,14.9013,14.53286,14.32754,15.81944,16.04071,15.55502,14.67415,13.67474,13.70201,15.73685,14.50627,14.92638,15.60024,14.90891,17.39723,15.44599,14.58036,13.90847,13.10253,13.35241,13.16946,14.16076,12.99261,12.28826,13.60643,12.68306,12.00719,11.49932,11.42954,10.43651,10.16008
DJI,Djibouti,CO2eq/cap,2.817992,2.703679,2.86014,2.643664,2.626035,2.62945,3.788112,3.387157,3.135581,3.763441,3.527351,3.303726,2.929964,2.597529,2.265324,2.280217,2.17676,2.415047,2.2627,3.119151,2.690141,2.920256,2.59391,2.569448,2.039266,2.139149,2.141672,2.181154,2.182076,2.163014,2.312837,2.443015,2.367555,2.418345,2.452299,2.506649,2.571302,2.677139,2.740767,2.735234,2.78596,2.815778,2.781986
DMA,Dominica,CO2eq/cap,0.832285,0.86974,0.949519,1.023404,1.007793,1.140328,1.13116,1.191755,1.16054,1.073263,1.214235,1.331006,1.349605,1.329545,1.390696,1.44051,1.550883,1.837889,1.936205,2.160297,2.159566,2.164716,2.154357,2.171265,2.291827,2.245017,2.278146,2.338213,2.580797,2.688939,2.760514,2.89341,2.702177,2.722551,2.83958,2.781067,2.865984,2.937378,2.90503,2.960006,3.068219,3.166158,3.177712
DOM,Dominican Republic,CO2eq/cap,2.10895,2.178946,2.414937,2.369758,2.502095,2.569315,2.613846,2.650224,2.565031,2.627717,2.610249,2.453941,2.424474,2.606583,2.614247,2.398722,2.469387,2.642639,2.590455,2.68894,2.43552,2.494757,2.648868,2.571082,2.747096,2.792178,2.888882,3.063782,3.250569,3.287616,3.257851,3.234355,3.39456,3.312273,3.325885,3.243763,3.418974,3.464045,3.533224,3.369561,3.391385,3.519385,3.565431
ECU,Ecuador,CO2eq/cap,2.983058,2.388243,2.415001,3.048081,3.164361,3.148362,3.342573,3.530563,3.601744,3.89254,3.842812,3.895268,3.79957,3.589334,3.765506,4.024842,4.267353,3.514513,4.286137,4.472829,4.438946,4.198851,4.177841,4.255609,4.191603,4.248317,4.390888,4.234741,3.877755,3.521814,3.344437,3.459269,3.562737,3.635159,3.703456,3.871579,4.002589,4.05407,4.008396,4.280959,4.423703,4.423321,4.406164
EGY,Egypt,CO2eq/cap,1.71257,1.62724,1.621163,1.546231,1.769843,1.79572,1.940079,1.831468,1.776204,1.744029,1.709694,1.807129,1.872873,1.99055,2.112668,2.162412,2.222046,2.326215,2.335421,2.417836,2.449608,2.472488,2.530063,2.544597,2.434169,2.515384,2.587826,2.6201,2.608398,2.682029,2.600631,2.770142,2.794614,2.838029,2.986078,3.248624,3.344921,3.464611,3.512719,3.499163,3.499172,3.584061,3.571268
SLV,El Salvador,CO2eq/cap,1.455755,1.424475,1.479359,1.451687,1.444457,1.494483,1.527662,1.586105,1.637878,1.548326,1.359807,1.316775,1.190136,1.200296,1.163395,1.236654,1.20616,1.30978,1.307593,1.292348,1.329103,1.470161,1.543259,1.564989,1.670916,1.679236,1.647228,1.825328,1.787819,1.782865,1.73861,1.843013,1.853571,1.891128,1.894029,1.936039,2.028233,2.075176,1.95365,1.914249,1.830923,1.784094,1.855118
GNQ,Equatorial Guinea,CO2eq/cap,0.434881,0.443277,0.4553,0.483989,0.504468,0.528973,0.558838,0.58589,0.599655,0.637556,0.612764,0.597748,0.589052,0.565981,0.532953,0.5309,0.529927,0.570047,0.504977,0.533608,0.47323,0.507473,0.513121,0.520904,11.68457,11.26678,10.95284,13.49198,14.68899,14.19275,12.90171,15.29417,11.83264,12.61245,13.70374,13.35609,12.48192,12.40193,11.46598,9.784575,9.709557,9.156102,5.638225
ERI,Eritrea,CO2eq/cap,1.485885,1.455196,1.401946,1.37588,1.331014,1.264051,1.231646,1.210588,1.193608,1.176144,1.157132,1.129214,1.102553,1.09248,1.044571,1.048975,1.061857,0.993767,0.980755,0.996581,1.005441,1.004577,1.257234,1.339402,1.378604,1.418644,1.560056,1.663212,1.574581,1.576824,1.562868,1.491435,1.425756,1.410635,1.385364,1.34538,1.297013,1.30102,1.268725,1.2629,1.262235,1.269896,1.265428
EST,Estonia,CO2eq/cap,32.9113,32.72834,33.61029,34.02251,34.01077,35.31285,34.49521,35.32696,34.65591,35.06304,34.33356,34.29116,33.78777,32.99323,32.03602,31.76488,32.14558,31.83985,32.04776,31.13909,27.12527,24.98472,18.92934,15.08719,15.33623,14.26403,15.02111,14.87397,14.45977,13.54271,13.45195,13.87031,13.4889,15.01627,15.45643,15.72738,14.46651,17.9604,16.97258,14.26969,16.67636,17.96634,18.07657
ETH,Ethiopia,CO2eq/cap,1.665362,1.630977,1.569892,1.541973,1.503381,1.427473,1.395427,1.393227,1.391198,1.387198,1.368804,1.347434,1.316712,1.31642,1.243439,1.26343,1.30157,1.208647,1.189385,1.212411,1.211958,1.18245,1.146598,1.125362,1.109355,1.090686,1.110827,1.115674,1.15783,1.123618,1.065108,1.110905,1.190093,1.143938,1.193982,1.206222,1.255178,1.330994,1.360989,1.379744,1.407496,1.380221,1.401845
FJI,Fiji,CO2eq/cap,1.774353,1.762649,1.723283,1.760923,1.859166,1.842113,1.85319,2.157507,2.572544,2.618665,2.501702,2.617623,2.417441,2.365985,2.230521,2.203246,2.204461,2.239602,2.241331,2.355756,2.41013,2.319684,2.217295,2.30978,2.395347,2.500454,2.544783,2.330282,2.288965,2.258743,2.177417,2.240358,2.346772,2.458073,2.583226,2.604193,2.673803,2.680162,2.770987,2.726133,2.846761,2.912434,2.947182
FIN,Finland,CO2eq/cap,13.65185,13.46045,14.35112,15.36588,14.5565,14.17232,15.30373,15.13026,16.24151,16.31384,16.41175,14.28583,13.7493,13.49757,13.56615,14.3445,14.31988,15.22268,14.88519,14.93124,15.42956,15.37238,14.57792,14.83317,16.46842,15.83235,16.95314,16.6006,15.72311,15.52979,15.34886,16.37387,16.81084,18.41015,17.70982,15.11932,17.64056,17.13509,15.3951,14.59556,16.45138,14.92929,14.63996
FRA_MCO,France and Monaco,CO2eq/cap,12.13764,12.18124,12.42948,13.07705,12.65869,11.80231,12.51445,12.17063,12.451,12.59444,12.16769,11.17871,10.72185,10.39492,10.16812,9.887829,9.613832,9.362433,9.253548,9.455391,9.210657,9.601742,9.309674,8.895147,8.768154,8.900769,9.156474,8.960772,9.145387,8.934217,8.769216,8.823285,8.658219,8.682456,8.613012,8.606076,8.368086,8.20844,8.115263,7.728435,7.861175,7.320695,7.270098
PYF,French Polynesia,CO2eq/cap,0.975142,0.989683,1.006553,1.125307,1.158058,1.162202,1.179721,1.560019,1.648261,1.598356,1.516433,2.111545,2.42706,2.962324,3.543283,3.260656,3.711648,3.8958,3.583355,3.2074,2.98961,2.838434,2.650126,2.689778,2.002492,2.278261,2.345154,2.348352,2.542937,2.525818,2.577355,2.657246,2.647128,2.998092,3.151115,3.181879,2.958176,2.889545,2.934773,2.961792,3.207495,3.39292,3.449418
GAB,Gabon,CO2eq/cap,2.980376,7.228682,7.868182,28.65509,29.42454,36.3938,39.25871,36.83644,38.37279,39.25534,36.61476,36.05301,34.26676,29.60743,36.2772,40.49264,27.31988,22.87935,22.56471,30.47505,30.31854,22.43364,21.90083,21.51432,19.981,20.65425,21.20639,18.21828,19.15995,16.59903,15.01032,14.99989,14.12926,15.81744,13.72074,12.73989,10.74641,9.146063,9.466506,9.004719,8.728333,7.601169,7.143199
GMB,Gambia,CO2eq/cap,1.481363,1.479959,1.415499,1.356988,1.367376,1.354312,1.362241,1.345653,1.348868,1.299708,1.298591,1.315595,1.270497,1.158265,1.084774,1.106529,1.103774,1.103003,1.070473,1.024496,0.951817,0.96773,0.93709,0.913097,0.91552,0.908444,0.888693,0.882942,0.87562,0.863786,0.864456,0.834695,0.813951,0.880938,0.909609,0.907373,0.901624,0.899851,0.936645,1.005686,1.018672,0.883854,0.880354
GEO,Georgia,CO2eq/cap,6.786458,6.716806,7.028056,7.371033,7.67927,8.082942,8.152992,8.194856,8.373506,8.560005,8.72493,8.757253,8.628981,8.490051,8.407594,8.280673,8.144225,8.16047,8.012113,7.722663,7.683205,6.185721,5.161322,4.336792,3.121909,2.667325,2.413912,2.308786,2.175778,2.136285,2.264003,1.915724,1.886218,1.997578,2.101868,2.262656,2.411802,2.58597,2.413246,2.622858,2.540965,2.837907,2.929053
DEU,Germany,CO2eq/cap,16.84638,16.76065,17.03359,17.67536,17.30416,16.51799,17.30698,17.03927,17.56572,18.29793,17.64865,17.19052,16.57301,16.74734,16.99328,17.05487,16.88183,16.65566,16.45841,16.19996,15.55018,15.09006,14.24633,13.95796,13.74522,13.58623,13.85476,13.35622,13.00246,12.52999,12.44737,12.57448,12.32212,12.16482,12.20711,11.7686,11.914,11.59269,11.74021,10.96018,11.47668,11.21586,11.29623
GHA,Ghana,CO2eq/cap,0.800265,0.793578,0.810022,0.792995,0.827742,0.834386,0.826705,0.845431,0.826126,0.775364,0.766226,0.818089,0.745268,0.636643,0.666041,0.688698,0.695381,0.708327,0.705952,0.734938,0.706091,0.70783,0.726456,0.726228,0.735457,0.747071,0.770962,0.781834,0.87272,0.892857,0.845607,0.860665,0.907752,0.854275,0.853578,0.866096,0.926067,0.926758,0.885863,0.956711,1.028553,1.117995,1.114666
GRC,Greece,CO2eq/cap,5.508401,5.639583,6.4557,6.825542,6.797299,6.987846,7.497244,7.648981,7.886572,8.125807,8.052682,7.947847,8.089347,8.447318,8.578767,8.916999,8.842045,9.328782,9.775476,10.21838,10.34869,10.25994,10.36586,10.19318,10.27651,10.48536,10.44547,10.481,10.75156,10.72837,11.33651,11.4194,11.38396,11.71841,11.67525,11.85382,11.69209,11.97046,11.57259,11.00042,10.37738,10.20575,9.92981
GRL,Greenland,CO2eq/cap,3.211167,3.223149,3.231814,3.168196,3.195504,3.220644,3.258303,3.276798,3.342925,3.39325,3.439736,3.481921,3.499806,3.503271,3.50385,3.513199,3.5257,3.540841,3.558085,3.58186,3.599784,3.634046,3.677081,3.723359,3.770339,3.815744,3.858827,3.901129,3.941845,3.980531,4.010855,4.044331,4.070163,4.103932,4.137085,4.175243,4.218537,4.268446,4.318961,4.328002,4.335322,4.342792,4.34994
GRD,Grenada,CO2eq/cap,0.78846,0.807604,0.879107,0.927907,0.885723,1.011394,0.992373,1.063722,1.077581,1.060875,1.159331,1.245041,1.233353,1.213603,1.257956,1.179309,1.279115,1.493728,1.494121,1.570103,1.917174,1.920549,1.900908,1.920087,2.156429,2.074841,2.231795,2.471738,2.461957,2.573231,4.805556,4.488672,4.530639,4.455081,4.367552,4.517857,4.709518,4.807893,4.517909,4.713823,5.488187,5.127319,5.124533
GTM,Guatemala,CO2eq/cap,1.348964,1.342854,1.411871,1.411686,1.360382,1.396591,1.312145,1.399353,1.447354,1.506176,1.531968,1.436869,1.348447,1.287525,1.30085,1.307148,1.23129,1.250323,1.232291,1.24967,1.255735,1.278787,1.363193,1.421206,1.420666,1.492912,1.444407,1.476184,1.596841,1.609822,1.665806,1.673443,1.688473,1.645795,1.668495,1.668704,1.693917,1.72871,1.641551,1.682778,1.689214,1.666659,1.661853
GIN,Guinea,CO2eq/cap,1.478451,1.463894,1.465373,1.525173,1.535204,1.549209,1.564803,1.559911,1.480863,1.493895,1.605275,1.594885,1.569889,1.540905,1.493428,1.375446,1.217511,1.245061,1.198645,1.185825,1.154128,1.090356,0.991148,0.969888,0.964284,1.033489,1.038053,0.992648,0.995304,1.078045,1.073179,1.097937,1.111639,1.138844,1.167696,1.221122,1.245139,1.270758,1.303731,1.304151,1.337684,1.318929,1.361808
GNB,Guinea-Bissau,CO2eq/cap,0.991632,0.98675,1.005884,1.016974,1.11732,1.285785,1.399495,1.35209,1.248497,1.271909,1.273997,1.454462,1.711367,1.554384,1.432565,1.217532,1.173167,1.174243,1.225269,1.258317,1.257471,1.258911,1.251486,1.241586,1.223953,1.236278,1.219768,1.216887,1.203131,1.226952,1.257238,1.236053,1.216546,1.183602,1.201305,1.205098,1.222201,1.257194,1.306294,1.326699,1.369012,1.379046,1.361032
GUY,Guyana,CO2eq/cap,6.850585,6.644902,6.686105,6.905658,6.924525,7.637016,6.632626,7.222267,6.806012,5.994017,6.27723,6.340818,5.967864,5.566983,6.168309,5.803345,6.201484,6.436068,6.013685,5.641079,5.388557,5.898771,6.105457,6.261752,6.204681,6.420567,6.500871,6.845051,6.923209,7.367632,7.071529,7.323011,7.183449,7.282635,7.234438,6.916689,6.803206,7.003366,7.020664,7.207215,7.578279,7.582112,7.569736
HTI,Haiti,CO2eq/cap,1.111088,1.128326,1.134163,1.117651,1.102058,1.086033,1.116984,1.123114,1.145579,1.14256,1.137231,1.057257,1.070359,1.071878,1.063118,1.040406,0.955377,0.941529,0.935674,0.916656,0.892854,0.905107,0.927697,0.893642,0.823275,0.910364,0.939236,0.96893,0.969307,0.970375,0.988645,1.004479,1.018399,0.998788,1.021586,1.237459,1.242015,1.25733,1.274739,1.281124,1.254831,1.289843,1.28073
HND,Honduras,CO2eq/cap,2.106009,2.067049,2.042261,2.036699,2.036375,2.046121,2.022761,2.042683,1.98935,1.979036,1.983438,1.921578,1.861504,2.065839,2.092602,1.960653,1.890104,1.886415,1.857804,1.841376,1.755881,1.736121,1.747458,1.673058,1.750822,1.851634,1.829706,1.841372,1.891483,1.773799,1.817396,1.918637,1.959785,2.137669,2.239209,2.256046,2.118235,2.318085,2.250276,2.186006,2.1435,2.12607,2.128651
HKG,Hong Kong,CO2eq/cap,2.771964,2.757186,2.793063,2.772599,3.075832,2.985426,3.335237,3.709216,3.820146,3.478797,3.489208,3.687274,3.871983,4.34613,4.660234,4.78447,5.334126,5.716951,6.215857,6.392649,6.462993,6.897243,7.579259,7.932973,6.765193,6.676345,6.357905,5.854613,7.103042,7.448967,6.72954,6.846818,6.609905,6.98348,6.667967,6.691626,6.581886,6.987742,6.79797,7.22112,6.411606,7.083596,7.051923
HUN,Hungary,CO2eq/cap,8.560768,8.778062,8.953186,9.492352,9.762287,9.889478,10.24895,10.64896,11.42826,11.27788,11.15168,11.10093,11.17716,10.85327,11.0622,10.91939,10.6984,10.87393,10.39141,10.15448,9.049711,8.476167,7.503948,7.550633,7.541394,7.38722,7.630039,7.515396,7.470803,7.534486,7.279392,7.473857,7.799006,7.915443,7.812084,7.665494,7.601341,7.45432,7.332001,6.662908,6.742151,6.537973,6.477788
ISL,Iceland,CO2eq/cap,13.42036,13.7437,14.76309,16.31495,15.91513,15.104,15.03062,15.26415,15.5695,15.79052,14.57511,14.10326,12.29322,12.33417,13.18171,12.62187,12.49399,12.45007,12.78175,12.66185,12.51043,12.16264,12.04938,12.3657,12.70212,12.26428,13.24536,12.79444,12.97513,13.05297,13.28975,13.61069,13.98078,13.73731,13.9539,13.61818,13.87252,14.25755,15.14118,14.91833,14.25896,13.79466,13.81522
IND,India,CO2eq/cap,1.417461,1.399671,1.390444,1.370595,1.379378,1.398574,1.406648,1.404284,1.363085,1.376781,1.382315,1.422769,1.431926,1.463091,1.498207,1.50329,1.551246,1.562109,1.614932,1.650119,1.638066,1.670303,1.68925,1.698835,1.727518,1.768156,1.794224,1.814758,1.804353,1.84902,1.83163,1.826439,1.819163,1.8364,1.876513,1.915228,1.989233,2.053653,2.125155,2.275212,2.346308,2.42406,2.502415
IDN,Indonesia,CO2eq/cap,1.788428,1.779781,1.843592,1.899394,1.947003,1.881017,1.93604,2.361903,2.571404,2.576037,2.254795,2.241073,2.107851,2.044959,2.047137,2.053982,2.103624,2.084649,2.168352,2.174398,2.36033,2.455878,2.53571,2.601489,2.558599,2.64233,2.71658,2.777413,2.721259,2.739422,2.695891,2.768928,2.791202,2.907439,2.913071,2.912885,3.010426,3.080477,3.070868,3.166578,3.218487,3.259839,3.307971
IRN,Iran,CO2eq/cap,9.783965,10.52224,11.38858,12.96179,12.80514,11.34086,12.69693,12.16247,11.47097,8.44808,6.15566,5.591316,7.359,7.288353,5.830422,5.678943,5.242241,5.190392,4.933553,5.287272,6.647501,6.97573,7.161996,6.811726,7.578932,7.38101,7.479292,7.487222,7.086052,7.367951,7.577739,7.64004,7.803983,8.29185,8.837527,9.270247,9.748306,10.17607,10.11782,10.30463,10.29912,10.32309,10.28519
IRQ,Iraq,CO2eq/cap,8.793095,10.44377,9.522483,10.40786,10.70335,11.37494,13.64358,11.28323,11.59641,14.25751,11.54679,5.779112,5.897023,5.895805,6.506965,7.532433,8.545598,7.772615,7.785381,8.207129,7.274977,5.760528,6.68776,7.718103,7.80048,7.554623,6.757773,7.941125,6.498854,5.690723,5.926164,5.997182,5.865722,5.24747,5.457639,5.289862,4.633665,4.690064,5.064974,5.747,6.194031,6.366498,6.272333
IRL,Ireland,CO2eq/cap,13.05076,13.92197,13.68093,13.61505,14.30884,13.61098,13.48646,13.97084,13.82288,14.97048,14.50934,14.137,13.99185,13.92183,13.9282,14.34947,14.6617,15.02536,14.82447,15.29933,15.90103,16.05177,16.04291,16.20674,16.55741,16.61794,16.81161,16.8781,17.43407,17.7867,18.21754,18.54644,17.9923,17.51588,17.49209,17.4508,17.43325,16.53703,16.10632,14.66121,14.30881,13.14576,13.09066
ISR_PSE,"Israel and Palestine, State of",CO2eq/cap,6.472986,6.335969,6.431353,6.612104,6.577878,6.724865,6.483137,6.578859,6.79194,6.770009,6.629639,6.750442,6.949378,7.061826,7.186762,7.498997,7.979578,8.50865,8.815672,8.943191,9.053554,8.937138,9.19787,9.658422,9.960177,10.26251,10.58769,10.64368,10.52413,10.54888,11.07539,10.87564,11.22395,11.32765,11.17973,10.63496,10.93998,11.05338,10.83794,10.44872,10.73033,10.51232,10.43372
ITA_SMR_VAT,Italy,CO2eq/cap,7.393892,7.644114,7.910197,8.299287,8.296133,7.907478,8.377861,8.177684,8.314448,8.5915,8.580628,8.34538,8.156373,8.010067,8.14862,8.137042,8.149452,8.51851,8.623831,8.930717,8.991395,8.960343,8.874607,8.730084,8.617463,9.072051,9.012114,9.081189,9.27776,9.401051,9.47819,9.362742,9.463278,9.677947,9.776219,9.715395,9.480409,9.298765,8.974554,8.060592,8.208429,7.991496,7.715113
JAM,Jamaica,CO2eq/cap,3.896996,3.861218,4.109738,5.047841,4.853718,4.568252,3.878226,4.12626,4.155071,4.10825,3.829641,3.75364,3.265354,3.265323,3.15061,2.833763,2.741264,2.85864,2.937251,3.520146,3.950788,3.942059,4.267435,4.308271,4.291813,4.392904,4.486699,4.522992,4.674111,4.745069,4.838401,4.823051,4.775784,4.884946,4.84701,4.82238,5.315811,5.244537,5.039565,3.749739,3.555018,3.712813,3.676551
JPN,Japan,CO2eq/cap,9.541905,9.312661,9.573187,10.48997,10.3221,9.667464,9.840578,9.961713,9.81515,9.951209,9.61466,9.330427,8.913945,8.868091,9.387218,9.116084,9.034009,9.006571,9.548589,9.755755,10.19148,10.2056,10.20717,10.09929,10.5326,10.60621,10.66538,10.57512,10.20876,10.44021,10.55776,10.40485,10.67378,10.68111,10.65114,10.69508,10.66499,10.83278,10.14528,9.60839,10.08292,10.35657,10.65624
JOR,Jordan,CO2eq/cap,1.424632,1.406892,1.5245,1.608351,1.614408,1.719755,1.896534,1.924473,2.160768,2.200042,2.550226,2.901245,3.089474,3.271426,3.48353,3.526024,3.595968,3.749719,3.456128,3.389807,3.459575,3.369009,3.723819,3.665672,3.63057,3.671282,3.671501,3.680862,3.667257,3.597605,3.67529,3.621685,3.774876,3.674253,3.969058,4.107303,4.022394,4.031813,3.835662,3.7015,3.45914,3.383045,3.356577
KAZ,Kazakhstan,CO2eq/cap,15.64818,15.49762,16.2259,17.22877,18.01657,18.51618,19.1649,19.062,22.71792,22.5747,23.06505,21.32577,20.53486,20.95467,20.56358,19.74269,19.29185,20.03789,21.11945,20.17896,21.377,21.68051,22.11408,19.53777,17.43893,15.44392,13.87009,12.3002,12.27253,11.65997,11.766,11.47715,12.25483,13.36561,14.38412,15.02842,16.56345,17.27904,19.67194,17.76684,18.76265,19.688,21.08477
KEN,Kenya,CO2eq/cap,2.093801,2.058152,2.048268,2.007803,1.965306,1.918346,1.881576,1.870353,1.910357,1.954348,1.798793,1.728062,1.758163,1.809794,1.823614,1.763006,1.764294,1.720929,1.745213,1.753521,1.717966,1.632769,1.603541,1.570667,1.549143,1.533982,1.461783,1.420003,1.413359,1.468106,1.41416,1.380387,1.363245,1.344523,1.399354,1.388646,1.350306,1.719123,1.738546,1.694608,1.703225,1.692399,1.683478
KIR,Kiribati,CO2eq/cap,0.270832,0.291205,0.291005,0.300559,0.316059,0.328459,0.330344,0.377078,0.521516,0.484145,0.463489,1.029384,0.62,0.701118,0.654291,0.68572,0.53967,0.588281,0.616397,0.56229,0.557425,0.60363,0.571056,0.56815,0.554454,0.574883,0.613506,0.571348,0.58698,0.576273,0.653951,0.658229,0.623625,0.63008,0.634528,0.622,0.60806,0.57184,0.597775,0.633808,0.668926,0.688969,0.697698
PRK,North Korea,CO2eq/cap,7.358427,7.206008,7.249427,7.250085,7.350175,7.493878,7.796063,8.108157,7.8521,8.244271,8.551236,8.660713,8.84644,9.009026,9.092846,9.284025,9.000773,8.593526,8.647858,8.570033,8.111229,7.681895,6.804252,6.260381,5.61995,5.154183,4.628751,4.488713,3.802933,4.083163,4.304316,4.419912,4.227317,4.274571,4.332404,4.481762,4.523287,3.869246,4.16692,4.061616,3.889544,3.355648,3.355319
KOR,South Korea,CO2eq/cap,3.049449,3.009272,3.013531,3.43914,3.557162,3.720241,3.920725,4.27626,4.422548,4.804302,4.800027,4.908601,4.816485,5.138317,5.631514,5.817545,5.963413,6.03364,6.590851,6.776126,7.398826,7.89545,8.252598,8.849373,9.352908,9.977026,10.48068,10.91551,9.400895,10.08594,11.28598,11.50334,11.21246,11.23144,11.61501,11.57294,11.74498,11.84503,11.98746,12.14551,13.01156,13.22831,13.09271
