Allegany County,MD,68106,75087,4.5,17.3,20.6,47.9,88.2,8.3,0.2,1.1,0.1,2.1,1.9,86.7,5018,1.9,32737,68.8,120700,27399,2.31,84.6,4,90.2,18.9,-11,-11,922837,21.8,45893,23607,2937,4323,2398,1373,311,3738,417,3600,177,424.16
Allegany County,NY,46456,48946,5.3,20.1,19.6,49.2,95.6,1.4,0.3,1.3,0,1.4,1.7,94.3,3454,2.5,26419,76.2,76400,17948,2.33,87.8,4.9,90.8,20.9,50027,841770,271076,22,48412,24857,2526,2710,1454,920,185,2427,244,2298,47.6,1029.31
Alleghany County,NC,10888,11155,4.6,17,28,50.4,95.4,1.8,0.5,0.8,0,1.4,9.9,86.7,855,5.8,8215,76.3,139800,4920,2.21,92,7.6,77.5,17.3,10835,-11,67890,24.3,37830,23267,954,1132,707,280,123,953,71,982,47.5,235.06
Alleghany County,VA,15223,16250,4.4,18.3,25.5,51.1,92.8,4.7,0.3,0.3,0.1,1.9,1.6,91.4,1042,1.3,8010,76.2,119700,6600,2.24,91.3,1.8,86,15,14048,-11,75144,25.6,47673,27338,644,893,596,189,38,821,104,754,36.5,445.46
Allegheny County,PA,1250578,1223348,5.2,18.6,19.3,51.6,79.9,13.4,0.2,4.2,0,2.3,2.3,78.1,73723,5.9,604258,64.3,154700,541541,2.19,85.9,7.5,94.6,41.6,2940576,16279472,20553747,27.2,61043,38709,85700,96501,56123,30671,12104,80217,9916,81176,1675.6,730.08
Allen County,IN,385410,355329,7,25.6,14.9,51.1,79.6,12,0.5,4.6,0.1,3.2,7.7,73.1,20041,6.7,160687,68.4,129300,145065,2.53,84.9,11.1,89.4,28.5,643110,16200141,5197668,21.6,54857,29160,24346,28567,15557,9538,4632,22737,2880,24199,540.6,657.31
Allen County,KS,12526,13371,5.5,22.2,21,50.8,92.5,2.2,1,1.2,0,3,3.8,89.5,852,1.3,6342,70.8,79300,5372,2.26,86.1,2.4,91.9,20.3,13195,470897,152787,17.8,45333,23734,804,1497,672,349,97,1352,55,1291,26.7,500.3
Allen County,KY,20588,19956,6,23,18.1,50.4,96.7,1.3,0.3,0.3,0,1.4,2.4,94.6,1046,1.9,9526,74.9,120600,7605,2.72,89.8,6.4,82.1,16.1,-11,-11,111261,25.3,44036,22294,1504,1242,765,334,0,1201,104,1082,58,344.34
Allen County,OH,102206,106331,6.1,23,18.1,49.5,83.2,12.5,0.3,0.8,0,3.1,3.3,80.6,6474,1.5,45188,67.1,118100,40650,2.44,85.4,3.1,90.3,18.9,211325,15270393,1641522,19.7,53131,26761,5363,7252,3945,2179,616,6112,785,5877,264.2,402.5
Allen Parish,LA,22750,25764,6.2,22.4,15.2,43.5,72.4,22.7,2.3,0.6,0,1.9,2.3,70.9,1272,4.4,10052,74.5,97500,7925,2.69,83.6,9.9,79.7,11.3,-11,-11,157559,28,46446,20964,1169,1170,654,409,196,924,180,939,33.8,761.85
Allendale County,SC,8039,10419,4.9,19,20.9,48,24.9,72.8,0.4,0.9,0.1,0.9,3.7,22.3,540,1.7,4518,68.2,49200,3365,2.35,90.1,4,79.8,9.2,-11,446954,33904,28.6,27185,16985,438,672,334,279,441,206,66,572,25.5,408.09
Alpena County,MI,28907,29598,4.9,18.7,23.9,50.6,96.8,0.5,0.6,0.6,0,1.3,1.5,95.5,2555,1.3,16076,77.9,96500,12752,2.19,86.7,3,91.9,18,35141,480301,448820,16.7,43363,25957,1875,2322,1078,799,37,2130,190,1787,51.8,571.86
Alpine County,CA,1204,1175,4.3,17.7,26.4,46.1,67.9,0.4,25.7,1.6,-11,4.4,12.3,61.3,79,5.1,1782,84,365300,350,2.87,90.9,9.7,91.2,34.5,-11,-11,576,18.1,63750,36739,105,125,0,49,0,115,0,116,1.6,738.33
Amador County,CA,40474,38091,4.1,15.1,27.5,45.6,89.6,2.7,2.3,1.7,0.3,3.4,14.5,77.3,3810,6,18625,76.5,313700,14594,2.38,87.7,10.6,90,19.3,242022,139631,321498,32.7,62772,31987,2835,2807,1383,921,259,2453,258,2363,64.1,594.58
Amelia County,VA,13265,12690,5.5,20.8,20.1,50.7,76.5,20.4,0.6,0.6,0,1.8,3.2,74,980,1.2,5677,84.4,201400,4954,2.59,89.8,3.8,83.9,17.1,5047,98420,71057,39.9,57946,31688,870,893,444,335,159,695,69,778,35.7,355.27
Amherst County,VA,31307,32353,5.2,19.3,21.6,51.4,76.9,19.1,0.9,0.6,0,2.5,2.4,74.9,2565,1.8,14266,77.1,155600,12160,2.52,87.4,2.8,85.6,19.1,-11,572023,273370,27.3,52888,26712,1599,2117,1094,810,397,1634,185,1819,68.3,473.93
Amite County,MS,12720,13131,5.3,20.3,24.1,51.7,58.6,40,0.4,0.2,0,0.9,1.3,57.9,698,0.4,6864,84.9,83600,5218,2.36,95.9,1,81.9,12.6,1429,48296,39229,39.9,33981,21568,815,823,432,301,314,491,107,691,18,730.1
Anchorage Municipality,AK,291247,291826,6.9,24,11.7,49.1,63.8,6,9.1,10,2.8,8.4,9.4,57.1,26958,10.9,119276,61.3,314800,106567,2.69,80.2,17.8,93.9,36.1,1106192,479841,4966800,18.9,84928,41415,20976,26033,12937,9530,5351,19271,3291,21070,171.2,1704.68
Anderson County,KS,7836,8102,6.7,25.7,21.5,50.3,96,0.6,0.7,0.7,0,1.9,2.1,94.1,564,0.7,3755,74.4,95700,3101,2.49,87.5,2.2,91,18.1,-11,-11,92144,26.1,50213,24309,622,575,238,177,0,545,89,440,14,579.65
Anderson County,KY,23852,21421,6.1,23.5,16.3,51,95.1,2.1,0.3,0.7,0,1.8,1.9,93.4,1180,1.1,9539,76.1,149800,8694,2.57,84.3,2.2,89.9,20.2,20408,746489,188884,26.6,55334,27250,1526,1461,685,446,71,1331,214,1160,106.1,201.83
Anderson County,SC,203718,187126,5.9,22.7,18.3,51.9,80.5,16.3,0.3,1,0,1.8,4,77.1,14043,3.1,89884,71.7,145800,76798,2.55,86.3,4.5,85.3,22.2,272197,5435031,2189557,24,50865,27552,13025,15115,8655,4881,2363,12272,2099,11969,261.6,715.43
Anderson County,TN,77123,75129,5.4,21.2,20.3,51.3,91.6,4.1,0.5,1.5,0.1,2.3,3.2,88.9,6027,3.5,35143,67.9,146200,30541,2.45,85.1,4.8,87,23.3,127115,2223993,916100,24.7,50392,28455,4810,5799,3175,1831,266,5211,717,4618,222.8,337.16
Anderson County,TX,57922,58458,5.1,19,15,38.6,74.5,21.9,0.7,0.9,0.2,1.7,18.2,58.3,4049,5.9,20632,69.6,101900,16677,2.66,84.8,14.8,81.3,10.6,-11,-11,572105,23.4,43455,17280,3021,3107,1602,1009,722,2209,428,2471,55,1062.6
Andrew County,MO,18135,17291,5.8,22.9,19.4,50.5,96.3,1.2,0.3,0.6,0,1.6,2.7,93.9,1140,1.2,7319,79.9,147900,6763,2.56,92.1,2.4,91.7,24.9,4517,2257,103752,24.1,58772,29338,1279,1339,819,357,0,1299,125,1156,40,432.7
Andrews County,TX,18610,14786,8.4,31,9.8,48.8,94.3,2,1.5,0.7,0,1.5,56.6,39.9,674,15.2,6354,74.1,143900,5573,3.22,82.8,43.7,72.3,12.2,21390,135898,169819,23.6,76158,30673,1449,1324,695,400,469,726,143,1075,9.9,1500.71
Androscoggin County,ME,111139,107702,5.8,21.5,18.2,51,91.7,4.5,0.4,0.9,0,2.4,1.9,90.2,8516,3.5,50310,64.3,158200,45630,2.29,84.3,10.4,90.2,22.8,153320,1886855,1818065,24.1,53509,28956,6622,7493,3963,2451,310,6794,661,6261,230.2,467.93
Angelina County,TX,86395,86771,6.7,25.4,16.6,51.2,81,15.7,0.8,1.1,0.1,1.4,22.7,59.9,5728,8.5,37250,66.2,107600,31035,2.72,83.4,18.5,81.9,16.9,141533,1451559,1274727,20.6,50453,23147,5782,6330,3487,1922,1358,4707,709,5020,108.8,797.78
Anne Arundel County,MD,588261,537656,6.1,22.3,15,50.5,73.6,18.3,0.4,4.2,0.1,3.3,8.4,66.7,51093,8.4,227936,74.2,361200,209814,2.64,85.2,11.4,92.4,41.7,1564002,4456881,8758765,31.4,100798,46629,44895,46997,25348,17089,9994,35336,5547,39219,1295.9,414.9
Anoka County,MN,363887,330844,6.2,23.7,14.5,50,83.8,7.4,0.9,5,0.1,2.9,4.9,79.7,19625,8.8,134681,80.1,232400,128198,2.71,88.6,11.5,94,30.5,434033,6716221,3982068,27.8,82175,36978,23918,27369,15229,8653,2680,24081,2991,23013,782.1,423.01
Anson County,NC,22055,26948,5.3,19.8,19.3,48.7,47.4,48.5,0.9,1.5,0.1,1.7,4.1,44.3,1465,2.9,11668,66.1,91200,9521,2.42,89.4,5.3,80.7,11.3,16822,393255,181255,26.7,40213,21635,1292,1531,726,598,598,875,159,1288,50.7,531.45
Antelope County,NE,6295,6685,6.6,23.6,24.1,49.5,97.9,0.4,0.5,0.5,-11,0.7,3.4,94.9,494,2,3336,75.5,82000,2714,2.31,90.2,4.1,93,18.4,-11,-11,70221,15.1,49912,26523,703,854,364,242,26,799,91,693,7.8,857.22
Antrim County,MI,23431,23580,4.2,17.7,28,50.2,96.5,0.4,1.3,0.3,0.1,1.5,2.5,94.4,2004,1.8,18193,87.1,160500,9899,2.32,89.1,2.3,91.7,28.8,42618,174994,169645,24.6,56165,31851,2153,2534,1313,682,32,2440,121,2116,49.6,475.7
Apache County,AZ,66021,71518,6.7,27,15.8,50.6,22.3,0.6,75,0.5,0.1,1.6,6.6,18,3079,1.4,33023,78.9,59900,20867,3.37,93.8,53.8,80.4,12.3,47069,-11,324317,26.9,32508,15128,2599,2787,1251,1131,1687,974,234,2314,6.4,11197.52
Appanoose County,IA,12317,12887,5.6,22.6,22.9,50.5,96.4,0.9,0.3,0.7,0.1,1.6,2.2,94.6,887,0.9,6646,71,81400,5353,2.3,87.6,2.9,90.2,16.3,16538,303261,138799,21,40167,26012,883,1388,549,495,27,1313,112,1156,25.9,497.29
Appling County,GA,18444,18236,6.4,24.5,17.7,50.2,77.2,19.6,0.6,0.8,0.2,1.6,10,68.7,907,5,8613,76.4,80200,6656,2.69,93.7,10.6,74.9,9.8,18846,407343,211266,22.9,40304,21300,1197,1392,809,387,298,1049,187,1134,36,507.08
Appomattox County,VA,16119,14973,5.8,21,21.2,51.5,78.7,18.5,0.3,0.4,0.1,2,1.9,77.1,1407,1.2,7424,77.8,158800,6091,2.57,94.6,1.7,85.9,20.9,-11,-11,143824,29.5,58696,28586,959,962,616,253,117,796,80,806,44.9,333.49
Aransas County,TX,23830,23158,4.7,17.7,28.9,50.5,92.9,1.7,1.3,2.1,0.1,1.9,27.9,66.8,2414,8.7,16238,80.2,156800,9548,2.52,84.9,19.9,84.5,21.9,50540,-11,288881,20.8,45137,30863,2694,2712,1510,859,778,1835,341,2281,91.9,252.07
Arapahoe County,CO,655070,572003,6.1,23.3,13.5,50.4,76.5,11.5,1.2,6.6,0.3,4,19.8,59.4,39149,15.1,257325,63.5,358200,240304,2.66,81.8,23.4,92.6,42.8,1235569,1672601,9404716,28.1,77469,40443,62543,61297,31732,22462,13912,44785,6119,52103,716.7,798.1
Archer County,TX,8560,9054,5.3,21.5,19.6,51.1,95.1,1.1,1.5,0.5,0.1,1.6,8.2,88.3,601,3.3,4184,83.7,146200,3452,2.5,91.2,5.7,90.3,23.9,-11,-11,25491,18.9,63835,34617,943,986,528,265,151,817,103,781,10,903.11
Archuleta County,CO,13359,12084,4.4,17.7,27.3,49.6,92.1,0.7,3.4,1.2,0.1,2.5,18.4,76.8,1254,5,9685,72.2,314400,5858,2.23,87.8,8.7,92.3,37.2,64851,4959,130827,18.1,52221,31629,2054,2070,884,607,211,1711,254,1546,8.9,1350.18
Arenac County,MI,15002,15899,4.6,18.1,25.8,49.6,96,0.5,1.4,0.3,0.1,1.8,2,94.3,1195,1.1,9885,83.8,94400,6571,2.26,89,1.8,88.5,12.6,28160,145658,150754,28.2,42290,24328,936,1286,744,282,0,1248,192,924,43.8,363.19
Arkansas County,AR,17149,19019,6.5,22.9,20.3,51.7,71.8,25.1,0.3,0.8,0,1.9,3.4,69.1,1018,0.8,9486,65.2,88600,7491,2.36,87.1,2,83.9,15.8,-11,1927167,335961,15.5,46696,26386,1395,1575,806,458,220,1281,163,1250,19.2,988.77
Arlington County,VA,238643,207627,5.8,18.1,11.1,49.9,75,9.7,0.6,11,0.1,3.6,15.6,61.4,12177,23.2,118880,42.7,705400,107032,2.15,79.6,29.7,94.3,75.3,1362362,54117,2608839,29.2,120071,71841,21303,21665,11888,7902,6403,14039,2366,18087,7993.6,25.97
Armstrong County,PA,65558,68941,4.9,19.1,22.6,50.2,97.6,0.9,0.1,0.3,0,1,0.8,97,5267,0.5,32841,76,109400,28137,2.31,92.8,2.5,90.3,16.7,42742,324072,551223,30.7,51410,27715,3529,4749,2768,1301,27,4567,610,3859,105.5,653.2
Armstrong County,TX,1848,1901,5.9,22.6,24.9,51.1,96.3,1.2,1.3,0.4,-11,0.8,9.2,88.1,169,2.2,927,88,139700,694,2.76,91.8,6.4,86.9,22.8,-11,-11,-11,26.4,72500,31749,200,62,27,31,0,57,0,57,2.1,909.11
Aroostook County,ME,67105,71870,4.8,18.3,24.9,50.6,94.8,1.2,1.9,0.5,0,1.5,1.4,93.7,6108,4.4,40048,72,99600,29516,2.22,89.3,15,88.6,19.2,83195,1037868,1119423,18.1,41123,25477,3935,6032,3663,1479,124,5708,694,5035,10.8,6671.33
Arthur County,NE,434,460,5.2,25.3,21.4,51,97.2,-11,0.4,0.2,-11,2.2,4.3,94.2,20,1.2,253,66.5,111300,197,2.17,90.8,5.1,93.7,26.2,-11,-11,-11,22.8,42813,25906,52,65,54,0,0,57,0,57,0.6,715.36
Ascension Parish,LA,126500,107215,7,26.6,12.3,50.8,72.6,24,0.4,1.4,0.1,1.5,6,67.5,5018,3.1,49462,81.5,207400,43032,2.84,89.1,6.1,88.6,26.4,167217,14208545,1538904,29.5,80527,34168,9291,8748,4597,3012,2201,6243,847,7407,369.7,289.98
Ashe County,NC,26577,27281,3.9,17.4,26.6,51,96.9,1,0.4,0.5,0.1,1.2,5.1,92.3,1464,3.5,17879,75.9,153200,11938,2.21,93.9,5.3,85.1,19.7,23669,232703,273003,24.9,40962,24814,2507,2555,1646,589,113,2377,333,2080,64,426.14
Ashland County,OH,52447,53139,5.7,22.3,19.1,50.8,96.7,0.9,0.3,0.7,0.1,1.3,1.5,95.5,3283,1.5,22379,73.8,128400,20417,2.51,85.2,5.1,88.5,20.9,61870,1069942,486054,22.9,52823,26017,3514,4140,2290,1287,81,3934,463,3200,125.6,422.95
Ashland County,WI,16027,16157,5.8,22,20.2,49.8,83.8,0.5,11.7,0.6,0,3.4,3,82.2,1144,1.1,9645,68.3,113100,6565,2.29,87.2,3.2,92.2,19.8,28882,219770,214159,16.6,42510,23946,1113,1553,762,463,61,1365,79,1327,15.5,1045.04
Ashley County,AR,19062,21853,5.6,22.4,20.9,51.3,72.9,24.7,0.8,0.3,0.1,1.3,5.7,68.5,973,2.5,10191,77.5,76400,7757,2.59,90.6,5.2,83.3,12.3,17251,1339942,185207,20.3,44744,23391,1063,1193,647,413,198,929,98,995,23.6,925.35
Ashtabula County,OH,97574,101497,5.7,22,19.6,49.5,93,3.8,0.3,0.5,0,2.3,4.4,89.3,7549,1.4,46269,70.5,112700,37832,2.49,88,7.1,86,14.3,121505,2449503,1081075,25,46700,24265,6139,6798,4193,1916,328,6227,609,5836,144.6,701.93
Asotin County,WA,22285,21623,5.1,20,24,51.1,93.2,0.8,1.8,1,0.3,2.9,4.4,89.8,2080,2.9,10125,70.7,198100,9101,2.44,83.1,4.2,91.4,21.4,25233,50511,285863,16.7,53715,29695,1033,1274,579,453,82,1121,123,1019,34,636.21
