number,nationwide_number,name,sex,year_of_birth,nationality,Military,selection,year_of_selection,total_number_of_missions,occupation,year_of_mission,mission_title,ascend_shuttle,in_orbit,descend_shuttle,hours_mission,total_hrs_sum,eva_hrs_mission,total_eva_hrs
210,66,"Polyakov, Valeri",male,1942,U.S.S.R/Russia,FALSE,IMBP-1,1972,2,MSP,1994,15,Soyuz TM­18,Mir,Soyuz TM­20,10505,16288.53,0,0
211,1,"Mohmand, Abdul Ahad",male,1959,Afghanistan,TRUE,Afghanistan,1988,1,MSP,1988,3,Soyuz TM-6,Mir EP,Soyuz TM-5,212,212,0,0
212,67,"Krikalev, Sergei",male,1958,U.S.S.R/Russia,FALSE,NPOE-7,1985,6,flight engineer,1988,4,Soyuz TM­7,Mir,Soyuz TM­7,3635,19281.65,0,41.43
212,67,"Krikalev, Sergei",male,1958,U.S.S.R/Russia,FALSE,NPOE-7,1985,6,flight engineer,1991,9,Soyuz TM­12,Mir,Soyuz TM­13,7484,19281.65,34.48,41.43
212,67,"Krikalev, Sergei",male,1958,U.S.S.R/Russia,FALSE,NPOE-7,1985,6,flight engineer,1994,STS­60,STS­60,STS­60,STS­60,199,19281.65,0,41.43
212,67,"Krikalev, Sergei",male,1958,U.S.S.R/Russia,FALSE,NPOE-7,1985,6,flight engineer,1998,STS­88,STS­88,STS­88,STS­88,283,19281.65,0,41.43
212,67,"Krikalev, Sergei",male,1958,U.S.S.R/Russia,FALSE,NPOE-7,1985,6,flight engineer,2000,1,Soyuz TM­31,ISS,STS­102,3383,19281.65,0,41.43
212,67,"Krikalev, Sergei",male,1958,U.S.S.R/Russia,FALSE,NPOE-7,1985,6,commander,2005,11,Soyuz TMA­6,ISS,Soyuz TMA­6,4296,19281.65,4.95,41.43
213,124,"Gardner, Guy S.",male,1948,U.S.,TRUE,NASA Astronaut Group 9,1980,2,pilot,1988,STS-27,STS-27,STS-27,STS-27,105,320.16,0,0
213,124,"Gardner, Guy S.",male,1948,U.S.,TRUE,NASA Astronaut Group 9,1980,2,pilot,1990,STS-35,STS-35,STS-35,STS-35,215,320.16,0,0
214,125,"Shepherd, William M.",male,1949,U.S.,TRUE,1984 NASA group 10,1984,4,MSP,1988,STS-27,STS-27,STS-27,STS-27,105,3721,0,0
214,125,"Shepherd, William M.",male,1949,U.S.,TRUE,1984 NASA group 10,1984,4,MSP,1990,STS-41,STS-41,STS-41,STS-41,98,3721,0,0
214,125,"Shepherd, William M.",male,1949,U.S.,TRUE,1984 NASA group 10,1984,4,MSP,1992,STS-52,STS-52,STS-52,STS-52,237,3721,0,0
214,125,"Shepherd, William M.",male,1949,U.S.,TRUE,1984 NASA group 10,1984,4,flight engineer,2000,1,soyuz TM-31,ISS,STS-102,3281,3721,0,0
215,126,"Blaha, John E.",male,1942,U.S.,TRUE,NASA- 9,1980,5,pilot,1989,STS-29,STS-29,STS-29,STS-29,120,3864,0,0
215,126,"Blaha, John E.",male,1942,U.S.,TRUE,NASA- 9,1980,5,pilot,1989,STS-33,STS-33,STS-33,STS-33,120,3864,0,0
215,126,"Blaha, John E.",male,1942,U.S.,TRUE,NASA- 9,1980,5,commander,1991,STS-43,STS-43,STS-43,STS-43,213,3864,0,0
215,126,"Blaha, John E.",male,1942,U.S.,TRUE,NASA- 9,1980,5,commander,1993,STS-58,STS-58,STS-58,STS-58,336,3864,0,0
215,126,"Blaha, John E.",male,1942,U.S.,TRUE,NASA- 9,1980,5,MSP,1996,22,STS-79,Mir,STS-81,3077,3864,0,0
216,127,"Springer, Robert C.",male,1942,U.S.,TRUE,1980 NASA group,1980,2,MSP,1989,STS-29,STS-29,STS-29,STS-29,119,237,0,0
216,127,"Springer, Robert C.",male,1942,U.S.,TRUE,1980 NASA group,1980,2,MSP,1990,STS-38,STS-38,STS-38,STS-38,118,237,0,0
217,128,"Bagian, James P.",male,1952,U.S.,FALSE,NASA- 9,1980,2,MSP,1989,STS-29,STS-29,STS-29,STS-29,120,338,0,0
217,128,"Bagian, James P.",male,1952,U.S.,FALSE,NASA- 9,1980,2,MSP,1991,STS-40,STS-40,STS-40,STS-40,218,338,0,0
218,129,"Lee, Mark C.",male,1952,U.S.,TRUE,NASA- 10,1984,4,MSP,1989,STS-30,STS-30,STS-30,STS-30,97,789.76,0,26.02
218,129,"Lee, Mark C.",male,1952,U.S.,TRUE,NASA- 10,1984,4,MSP,1992,STS-47,STS-47,STS-47,STS-47,190,789.76,0,26.02
218,129,"Lee, Mark C.",male,1952,U.S.,TRUE,NASA- 10,1984,4,MSP,1994,STS-64,STS-64,STS-64,STS-64,262,789.76,6.85,26.02
218,129,"Lee, Mark C.",male,1952,U.S.,TRUE,NASA- 10,1984,4,MSP,1997,STS-82,STS-82,STS-82,STS-82,239,789.76,19.17,26.02
219,130,"Richards, Richard N.",male,1946,U.S.,TRUE,NASA-9,1980,4,pilot,1989,STS-28,STS-28,STS-28,STS-28,120,813,0,0
219,130,"Richards, Richard N.",male,1946,U.S.,TRUE,NASA-9,1980,4,commander,1990,STS-41,STS-41,STS-41,STS-41,96,813,0,0
219,130,"Richards, Richard N.",male,1946,U.S.,TRUE,NASA-9,1980,4,commander,1992,STS-50,STS-50,STS-50,STS-50,336,813,0,0
219,130,"Richards, Richard N.",male,1946,U.S.,TRUE,NASA-9,1980,4,commander,1994,STS-64,STS-64,STS-64,STS-64,242,813,0,0
220,131,"Adamson, James C.",male,1946,U.S.,TRUE,NASA- 10,1984,2,MSP,1989,STS-28,STS-28,STS-28,STS-28,121,334,0,0
220,131,"Adamson, James C.",male,1946,U.S.,TRUE,NASA- 10,1984,2,MSP,1991,STS-43,STS-43,STS-43,STS-43,213,334,0,0
221,132,"Brown, Mark N.",male,1951,U.S.,TRUE,NASA- 10,1984,2,MSP,1989,STS-28,STS-28,STS-28,STS-28,121,249,0,0
221,132,"Brown, Mark N.",male,1951,U.S.,TRUE,NASA- 10,1984,2,MSP,1991,STS-48,STS-48,STS-48,STS-48,128,249,0,0
222,133,"McCulley, Michael J.",male,1943,U.S.,TRUE,NASA- 10,1984,1,pilot,1989,STS-34,STS-34,STS-34,STS-34,119,119,0,0
223,134,"Baker, Ellen S.",female,1953,U.S.,FALSE,NASA- 10,1984,3,MSP,1989,STS-34,STS-34,STS-34,STS-34,120,686,0,0
223,134,"Baker, Ellen S.",female,1953,U.S.,FALSE,NASA- 10,1984,3,MSP,1992,STS-50,STS-50,STS-50,STS-50,331,686,0,0
223,134,"Baker, Ellen S.",female,1953,U.S.,FALSE,NASA- 10,1984,3,MSP,1995,STS-71,STS-71,STS-71,STS-71,235,686,0,0
224,135,"Carter, Manley Lanier, Jr.",male,1947,U.S.,TRUE,NASA- 10,1984,1,MSP,1989,STS-33,STS-33,STS-33,STS-33,120,120,0,0
225,136,"Thornton, Kathryn C.",female,1952,U.S.,FALSE,1984 NASA group,1984,4,MSP,1989,STS-33,STS-33,STS-33,STS-33,120,975.23,0,21.18
225,136,"Thornton, Kathryn C.",female,1952,U.S.,FALSE,1984 NASA group,1984,4,MSP,1992,STS-49,STS-49,STS-49,STS-49,213,975.23,7.75,21.18
225,136,"Thornton, Kathryn C.",female,1952,U.S.,FALSE,1984 NASA group,1984,4,MSP,1993,STS-61,STS-61,STS-61,STS-61,264,975.23,13.43,21.18
225,136,"Thornton, Kathryn C.",female,1952,U.S.,FALSE,1984 NASA group,1984,4,MSP,1995,STS-73,STS-73,STS-73,STS-73,360,975.23,0,21.18
226,137,"Wetherbee, James D.",male,1952,U.S.,TRUE,1984 NASA group 10,1984,6,pilot,1990,STS-32,STS-32,STS-32,STS-32,261,1594.38,0,0
226,137,"Wetherbee, James D.",male,1952,U.S.,TRUE,1984 NASA group 10,1984,6,commander,1992,STS-52,STS-52,STS-52,STS-52,236,1594.38,0,0
226,137,"Wetherbee, James D.",male,1952,U.S.,TRUE,1984 NASA group 10,1984,6,commander,1995,STS-63,STS-63,STS-63,STS-63,198,1594.38,0,0
226,137,"Wetherbee, James D.",male,1952,U.S.,TRUE,1984 NASA group 10,1984,6,commander,1997,STS-86,STS-86,STS-86,STS-86,259,1594.38,0,0
226,137,"Wetherbee, James D.",male,1952,U.S.,TRUE,1984 NASA group 10,1984,6,commander,2001,STS-102,STS-102,STS-102,STS-102,307,1594.38,0,0
226,137,"Wetherbee, James D.",male,1952,U.S.,TRUE,1984 NASA group 10,1984,6,commander,2002,STS-113,STS-113,STS-113,STS-113,330,1594.38,0,0
227,138,"Ivins, Marsha S.",female,1951,U.S.,FALSE,NASA- 10,1984,5,MSP,1990,STS-32,STS-32,STS-32,STS-32,261,1341.8,0,0
227,138,"Ivins, Marsha S.",female,1951,U.S.,FALSE,NASA- 10,1984,5,MSP,1992,STS-46,STS-46,STS-46,STS-46,191,1341.8,0,0
227,138,"Ivins, Marsha S.",female,1951,U.S.,FALSE,NASA- 10,1984,5,MSP,1994,STS-62,STS-62,STS-62,STS-62,335,1341.8,0,0
227,138,"Ivins, Marsha S.",female,1951,U.S.,FALSE,NASA- 10,1984,5,MSP,1997,STS-81,STS-81,STS-81,STS-81,244,1341.8,0,0
227,138,"Ivins, Marsha S.",female,1951,U.S.,FALSE,NASA- 10,1984,5,MSP,2001,STS-98,STS-98,STS-98,STS-98,309,1341.8,0,0
228,139,"Low, G. David",male,1956,U.S.,FALSE,NASA- 10,1984,3,MSP,1990,STS-32,STS-32,STS-32,STS-32,261,713,0,5.83
228,139,"Low, G. David",male,1956,U.S.,FALSE,NASA- 10,1984,3,MSP,1991,STS-43,STS-43,STS-43,STS-43,213,713,0,5.83
228,139,"Low, G. David",male,1956,U.S.,FALSE,NASA- 10,1984,3,MSP,1993,STS-57,STS-57,STS-57,STS-57,239,713,5.83,5.83
229,68,"Balandin, Aleksandr",male,1953,U.S.S.R/Russia,FALSE,NPOE-4,1978,1,flight engineer,1990,6,Soyuz TM­9,Mir,Soyuz TM­9,4297,4297.28,10.78,10.78
230,140,"Casper, John H.",male,1943,U.S.,TRUE,NASA- 10,1984,4,pilot,1990,STS-36,STS-36,STS-36,STS-36,106,825,0,0
230,140,"Casper, John H.",male,1943,U.S.,TRUE,NASA- 10,1984,4,commander,1993,STS-54,STS-54,STS-54,STS-54,143,825,0,0
230,140,"Casper, John H.",male,1943,U.S.,TRUE,NASA- 10,1984,4,commander,1994,STS-62,STS-62,STS-62,STS-62,335,825,0,0
230,140,"Casper, John H.",male,1943,U.S.,TRUE,NASA- 10,1984,4,commander,1996,STS-77,STS-77,STS-77,STS-77,241,825,0,0
231,141,"Thuot, Pierre J.",male,1955,U.S.,TRUE,1985 NASA group,1985,3,MSP,1990,STS-36,STS-36,STS-36,STS-36,106,654.85,0,17.7
231,141,"Thuot, Pierre J.",male,1955,U.S.,TRUE,1985 NASA group,1985,3,MSP,1992,STS-49,STS-49,STS-49,STS-49,213,654.85,17.7,17.7
231,141,"Thuot, Pierre J.",male,1955,U.S.,TRUE,1985 NASA group,1985,3,MSP,1994,STS-62,STS-62,STS-62,STS-62,335,654.85,0,17.7
232,69,"Manakov, Gennadi",male,1950,U.S.S.R/Russia,TRUE,GKNII-2 / TsPK-9,1985,2,commander,1990,7,Soyuz TM­10,Mir,Soyuz TM­10,3140,7437.3,2.75,12.72
232,69,"Manakov, Gennadi",male,1950,U.S.S.R/Russia,TRUE,GKNII-2 / TsPK-9,1985,2,commander,1993,13,Soyuz TM­16,Mir,Soyuz TM­16,4296,7437.3,9.97,12.72
233,142,"Cabana, Robert D.",male,1949,U.S.,TRUE,NASA- 11,1985,4,pilot,1990,STS-41,STS-41,STS-41,STS-41,98,910,0,0
233,142,"Cabana, Robert D.",male,1949,U.S.,TRUE,NASA- 11,1985,4,pilot,1992,STS-53,STS-53,STS-53,STS-53,175,910,0,0
233,142,"Cabana, Robert D.",male,1949,U.S.,TRUE,NASA- 11,1985,4,commander,1994,STS-65,STS-65,STS-65,STS-65,354,910,0,0
233,142,"Cabana, Robert D.",male,1949,U.S.,TRUE,NASA- 11,1985,4,commander,1998,STS-88,STS-88,STS-88,STS-88,283,910,0,0
234,143,"Melnick, Bruce E.",male,1949,U.S.,TRUE,NASA- 12,1987,2,MSP,1990,STS-41,STS-41,STS-41,STS-41,98,311,0,0
234,143,"Melnick, Bruce E.",male,1949,U.S.,TRUE,NASA- 13,1987,2,MSP,1992,STS-49,STS-49,STS-49,STS-49,213,311,0,0
235,144,"Akers, Thomas D.",male,1951,U.S.,TRUE,NASA- 12,1987,4,MSP,1990,STS-41,STS-41,STS-41,STS-41,98,814,0,30.15
235,144,"Akers, Thomas D.",male,1951,U.S.,TRUE,NASA- 12,1987,4,MSP,1992,STS-49,STS-49,STS-49,STS-49,213,814,16.72,30.15
235,144,"Akers, Thomas D.",male,1951,U.S.,TRUE,NASA- 12,1987,4,MSP,1993,STS-61,STS-61,STS-61,STS-61,260,814,13.43,30.15
235,144,"Akers, Thomas D.",male,1951,U.S.,TRUE,NASA- 12,1987,4,MSP,1996,STS-79,STS-79,STS-79,STS-79,243,814,0,30.15
236,145,"Culbertson, Frank L., Jr.",male,1949,U.S.,TRUE,NASA- 10,1984,3,pilot,1990,STS-38,STS-38,STS-38,STS-38,118,3447,0,5.07
236,145,"Culbertson, Frank L., Jr.",male,1949,U.S.,TRUE,NASA- 10,1984,3,commander,1993,STS-51,STS-51,STS-51,STS-51,236,3447,0,5.07
236,145,"Culbertson, Frank L., Jr.",male,1949,U.S.,TRUE,NASA- 10,1984,3,commander,2001,3,STS-105,ISS,STS-108,3093,3447,5.07,5.07
237,146,"Meade, Carl J.",male,1950,U.S.,TRUE,NASA- 11,1985,3,MSP,1990,STS-38,STS-38,STS-38,STS-38,117,710,0,6.85
237,146,"Meade, Carl J.",male,1950,U.S.,TRUE,NASA- 11,1985,3,MSP,1992,STS-50,STS-50,STS-50,STS-50,331,710,0,6.85
237,146,"Meade, Carl J.",male,1950,U.S.,TRUE,NASA- 11,1985,3,MSP,1994,STS-64,STS-64,STS-64,STS-64,262,710,6.85,6.85
238,147,"Gemar, Charles D.",male,1955,U.S.,TRUE,NASA Astronaut Group 11,1985,3,MSP,1990,STS-38,STS-38,STS-38,STS-38,118,581.5,0,0
238,147,"Gemar, Charles D.",male,1955,U.S.,TRUE,NASA Astronaut Group 11,1985,3,MSP,1991,STS-48,STS-48,STS-48,STS-48,128.5,581.5,0,0
238,147,"Gemar, Charles D.",male,1955,U.S.,TRUE,NASA Astronaut Group 11,1985,3,MSP,1994,STS-62,STS-62,STS-62,STS-62,335,581.5,0,0
239,148,"Durrance, Samuel Thornton",male,1943,U.S.,FALSE,PS for Astro-1,1984,2,PSP,1990,Astro-1,STS-35,STS-35,STS-35,215.15,614.69,0,0
239,148,"Durrance, Samuel Thornton",male,1943,U.S.,FALSE,PS for Astro-2,1984,2,PSP,1995,Astro-2,STS-67,STS-67,STS-67,399.54,614.69,0,0
240,149,"Parise, Ronald Anthony",male,1951,U.S.,FALSE,PS for Astro-1,1984,2,PSP,1990,STS-35,STS-35,STS-35,STS-35,215.15,614.69,0,0
240,149,"Parise, Ronald Anthony",male,1951,U.S.,FALSE,PS for Astro-1,1984,2,PSP,1995,STS-67,STS-67,STS-67,STS-67,399.54,614.69,0,0
241,70,"Afanasyev, Viktor Mikhaylovich",male,1948,U.S.S.R/Russia,TRUE,GKNII-2 / TsPK-9,1985,4,commander,1991,8,Soyuz TM­11,Mir,Soyuz TM­11,4201,13338.55,20.75,38.05
241,70,"Afanasyev, Viktor Mikhaylovich",male,1948,U.S.S.R/Russia,TRUE,GKNII-2 / TsPK-9,1985,4,commander,1994,15,Soyuz TM­18,Mir,Soyuz TM­18,4368,13338.55,0,38.05
241,70,"Afanasyev, Viktor Mikhaylovich",male,1948,U.S.S.R/Russia,TRUE,GKNII-2 / TsPK-9,1985,4,commander,1999,27,Soyuz TM­29,Mir,Soyuz TM­29,4532,13338.55,17.47,38.05
241,70,"Afanasyev, Viktor Mikhaylovich",male,1948,U.S.S.R/Russia,TRUE,GKNII-2 / TsPK-9,1985,4,commander,2001,Soyuz TM­33/32,Soyuz TM­33,Soyuz TM­33,Soyuz TM­32,236.208,13338.55,0,38.05
242,1,"Akiyama, Toyohiro",male,1942,Japan,FALSE,TBS,1989,1,Other (Journalist),1990,Soyuz TM-11/10,Soyuz TM-11,Soyuz TM-11,Soyuz TM-10,189.9,189.9,0,0
243,150,"Cameron, Kenneth D.",male,1949,U.S.,TRUE,NASA- 10,1984,3,pilot,1991,STS-37,STS-37,STS-37,STS-37,143,561,0,0
243,150,"Cameron, Kenneth D.",male,1949,U.S.,TRUE,NASA- 10,1984,3,commander,1993,STS-56,STS-56,STS-56,STS-56,222,561,0,0
243,150,"Cameron, Kenneth D.",male,1949,U.S.,TRUE,NASA- 10,1984,3,commander,1995,STS-74,STS-74,STS-74,STS-74,196,561,0,0
244,151,"Godwin, Linda M.",female,1952,U.S.,FALSE,NASA Astronaut Group 11,1985,4,MSP,1991,STS-37,STS-37,STS-37,STS-37,143.5,917.99,0,10.23
244,151,"Godwin, Linda M.",female,1952,U.S.,FALSE,NASA Astronaut Group 12,1985,4,MSP,1994,STS-59,STS-59,STS-59,STS-59,269.82,917.99,0,10.23
244,151,"Godwin, Linda M.",female,1952,U.S.,FALSE,NASA Astronaut Group 13,1985,4,MSP,1996,STS-76,STS-76,STS-76,STS-76,221.67,917.99,6.03,10.23
244,151,"Godwin, Linda M.",female,1952,U.S.,FALSE,NASA Astronaut Group 14,1985,4,MSP,2001,STS-108,STS-108,STS-108,STS-108,283,917.99,4.2,10.23
245,152,"Apt, Jerome",male,1949,U.S.,FALSE,NASA- 11,1985,4,MSP,1991,STS-37,STS-37,STS-37,STS-37,143.5,847,10.82,10.82
245,152,"Apt, Jerome",male,1949,U.S.,FALSE,NASA- 11,1985,4,MSP,1992,STS-47,STS-47,STS-47,STS-47,190.5,847,0,10.82
245,152,"Apt, Jerome",male,1949,U.S.,FALSE,NASA- 11,1985,4,MSP,1994,STS-59,STS-59,STS-59,STS-59,270,847,0,10.82
245,152,"Apt, Jerome",male,1949,U.S.,FALSE,NASA- 11,1985,4,MSP,1996,STS-79,STS-79,STS-79,STS-79,243,847,0,10.82
246,153,"Hammond, L. Blaine, Jr.",male,1952,U.S.,TRUE,NASA Astronaut Group 10,1984,2,pilot,1991,STS-39,STS-39,STS-39,STS-39,199,461,0,0
246,153,"Hammond, L. Blaine, Jr.",male,1952,U.S.,TRUE,NASA Astronaut Group 11,1984,2,pilot,1994,STS-64,STS-64,STS-64,STS-64,262,461,0,0
247,154,"Harbaugh, Gregory J.",male,1956,U.S.,FALSE,NASA Astronaut Group 12,1987,4,MSP,1991,STS-39,STS-39,STS-39,STS-39,199,816,0,18.49
247,154,"Harbaugh, Gregory J.",male,1956,U.S.,FALSE,NASA Astronaut Group 13,1987,4,MSP,1993,STS-54,STS-54,STS-54,STS-54,143,816,4.47,18.49
247,154,"Harbaugh, Gregory J.",male,1956,U.S.,FALSE,NASA Astronaut Group 14,1987,4,MSP,1995,STS-71,STS-71,STS-71,STS-71,235,816,0,18.49
247,154,"Harbaugh, Gregory J.",male,1956,U.S.,FALSE,NASA Astronaut Group 15,1987,4,MSP,1997,STS-82,STS-82,STS-82,STS-82,239,816,14.02,18.49
248,155,"McMonagle, Donald R.",male,1952,U.S.,TRUE,NASA- 12,1987,3,MSP,1991,STS-39,STS-39,STS-39,STS-39,199,604,0,0
248,155,"McMonagle, Donald R.",male,1952,U.S.,TRUE,NASA- 12,1987,3,pilot,1993,STS-54,STS-54,STS-54,STS-54,143,604,0,0
248,155,"McMonagle, Donald R.",male,1952,U.S.,TRUE,NASA- 12,1987,3,commander,1994,STS-66,STS-66,STS-66,STS-66,262,604,0,0
249,155,"Veach, Charles Lacy",male,1944,U.S.,FALSE,1984 NASA group 10,1984,2,MSP,1991,STS-39,STS-39,STS-39,STS-39,192,436.3,0,0
249,155,"Veach, Charles Lacy",male,1944,U.S.,FALSE,1984 NASA group 10,1984,2,MSP,1992,STS-52,STS-52,STS-52,STS-52,240,436.3,0,0
250,157,"Hieb, Richard J.",male,1955,U.S.,FALSE,NASA- 11,1985,3,MSP,1991,STS-39,STS-39,STS-39,STS-39,199,765,0,17.7
250,157,"Hieb, Richard J.",male,1955,U.S.,FALSE,NASA- 12,1985,3,MSP,1992,STS-49,STS-49,STS-49,STS-49,213,765,17.7,17.7
250,157,"Hieb, Richard J.",male,1955,U.S.,FALSE,NASA- 13,1985,3,MSP,1994,STS-65,STS-65,STS-65,STS-65,353,765,0,17.7
251,71,"Artsebarsky, Anatoly",male,1956,U.S.S.R/Russia,TRUE,GKNII-2 / RAN-5 / TsPK-9,1985,1,commander,1991,9,Soyuz TM­12,Mir,Soyuz TM­12,3471,3471.35,32.28,32.28
252,1,Helen Sharman,female,1963,U.K.,FALSE,1989 Juno,1989,1,MSP,1991,Soyuz TM-12/11,Soyuz TM-12,Soyuz TM-12,Soyuz TM-11,189.22,189.22,0,0
253,158,"Gutierrez, Sidney M.",male,1951,U.S.,TRUE,NASA Astronaut Group 10,1984,2,MSP,1991,STS-40,STS-40,STS-40,STS-40,218,487,0,0
253,158,"Gutierrez, Sidney M.",male,1951,U.S.,TRUE,NASA Astronaut Group 11,1984,2,commander,1994,STS-59,STS-59,STS-59,STS-59,269,487,0,0
254,159,"Jernigan, Tamara E.",female,1959,U.S.,FALSE,NASA- 11,1985,5,MSP,1991,STS-40,STS-40,STS-40,STS-40,218,1511,0,7.92
254,159,"Jernigan, Tamara E.",female,1959,U.S.,FALSE,NASA- 12,1985,5,MSP,1992,STS-52,STS-52,STS-52,STS-52,236,1511,0,7.92
254,159,"Jernigan, Tamara E.",female,1959,U.S.,FALSE,NASA- 13,1985,5,MSP,1995,STS-67,STS-67,STS-67,STS-67,399,1511,0,7.92
254,159,"Jernigan, Tamara E.",female,1959,U.S.,FALSE,NASA- 14,1985,5,MSP,1996,STS-80,STS-80,STS-80,STS-80,423,1511,0,7.92
254,159,"Jernigan, Tamara E.",female,1959,U.S.,FALSE,NASA- 15,1985,5,MSP,1999,STS-96,STS-96,STS-96,STS-96,235,1511,7.92,7.92
255,160,"Gaffney, Andrew",male,1946,U.S.,FALSE,Spacelab-4 / SLS-1,1984,1,PSP,1991,STS-40,STS-40,STS-40,STS-40,218,218,0,0
256,161,"Hughes-Fulford, Millie Elizabeth",female,1945,U.S.,FALSE,NASA PS,1983,1,PSP,1991,STS-40,STS-40,STS-40,STS-40,218.37,218.37,0,0
257,162,"Baker, Michael A.",male,1953,U.S.,TRUE,NASA- 11,1985,4,pilot,1991,STS-43,STS-43,STS-43,STS-43,213,965,0,0
257,162,"Baker, Michael A.",male,1953,U.S.,TRUE,NASA- 11,1985,4,pilot,1992,STS-52,STS-52,STS-52,STS-52,237,965,0,0
257,162,"Baker, Michael A.",male,1953,U.S.,TRUE,NASA- 11,1985,4,commander,1994,STS-68,STS-68,STS-68,STS-68,270,965,0,0
257,162,"Baker, Michael A.",male,1953,U.S.,TRUE,NASA- 11,1985,4,commander,1997,STS-81,STS-81,STS-81,STS-81,245,965,0,0
258,163,"Reightler, Kenneth S., Jr.",male,1951,U.S.,TRUE,NASA-12,1987,2,pilot,1991,STS-48,STS-48,STS-48,STS-48,120,312,0,0
258,163,"Reightler, Kenneth S., Jr.",male,1951,U.S.,TRUE,NASA-12,1987,2,pilot,1994,STS-60,STS-60,STS-60,STS-60,192,312,0,0
259,72,"Aubakirov, Toktar",male,1946,U.S.S.R/Russia,TRUE,Kazakhstan,1991,1,MSP,1991,10,Soyuz TM­13,Mir,Soyuz TM­12,190,190.2,0,0
260,1,"Viehbock, Franz",male,1960,Austria,FALSE,Austria,1989,1,MSP,1991,Soyuz TM13/12,Soyuz TM13,Soyuz TM13,Soyuz TM12,190.2,190.2,0,0
261,164,"Henricks, Terence T.",male,1952,U.S.,TRUE,NASA- 11,1985,4,pilot,1991,STS-44,STS-44,STS-44,STS-44,166,190.75,0,0
261,164,"Henricks, Terence T.",male,1952,U.S.,TRUE,NASA- 12,1985,4,pilot,1993,STS-55,STS-55,STS-55,STS-55,239,190.75,0,0
261,164,"Henricks, Terence T.",male,1952,U.S.,TRUE,NASA- 13,1985,4,commander,1995,STS-70,STS-70,STS-70,STS-70,214,190.75,0,0
261,164,"Henricks, Terence T.",male,1952,U.S.,TRUE,NASA- 14,1985,4,commander,1996,STS-78,STS-78,STS-78,STS-78,405,190.75,0,0
262,165,"Voss, James S.",male,1949,U.S.,TRUE,1987 NASA group,1987,5,MSP,1991,STS-44,STS-44,STS-44,STS-44,166,1000,0,23.08
262,165,"Voss, James S.",male,1949,U.S.,TRUE,1987 NASA group,1987,5,MSP,1992,STS-53,STS-53,STS-53,STS-53,175,1000,0,23.08
262,165,"Voss, James S.",male,1949,U.S.,TRUE,1987 NASA group,1987,5,MSP,1995,STS-69,STS-69,STS-69,STS-69,260,1000,6.77,23.08
262,165,"Voss, James S.",male,1949,U.S.,TRUE,1987 NASA group,1987,5,MSP,2000,STS-101,STS-101,STS-101,STS-101,236,1000,6.73,23.08
262,165,"Voss, James S.",male,1949,U.S.,TRUE,1987 NASA group,1987,5,MSP,2001,2,STS-102,ISS,STS-105,163,1000,9.58,23.08
263,166,"Runco, Mario, Jr.",male,1952,U.S.,TRUE,NASA-12,1987,3,MSP,1991,STS-44,STS-44,STS-44,STS-44,166,549,0,4.47
263,166,"Runco, Mario, Jr.",male,1952,U.S.,TRUE,NASA-12,1987,3,MSP,1993,STS-54,STS-54,STS-54,STS-54,143,549,4.47,4.47
263,166,"Runco, Mario, Jr.",male,1952,U.S.,TRUE,NASA-12,1987,3,MSP,1996,STS-77,STS-77,STS-77,STS-77,240,549,0,4.47
264,167,"Hennen, Thomas John",male,1952,U.S.,TRUE,Terra Scout,1988,1,PSP,1991,STS-44,STS-44,STS-44,STS-44,167.11,167.11,0,0
265,168,"Oswald, Stephen S.",male,1951,U.S.,TRUE,NASA-11,1985,3,pilot,1992,STS-42,STS-42,STS-42,STS-42,193,814,0,0
265,168,"Oswald, Stephen S.",male,1951,U.S.,TRUE,NASA-11,1985,3,pilot,1993,STS-67,STS-67,STS-67,STS-67,222,814,0,0
265,168,"Oswald, Stephen S.",male,1951,U.S.,TRUE,NASA-11,1985,3,commander,1995,STS-42,STS-42,STS-42,STS-42,399,814,0,0
266,169,"Readdy, William F.",male,1952,U.S.,FALSE,NASA-12,1987,3,MSP,1992,STS-42,STS-42,STS-42,STS-42,193,672,0,0
266,169,"Readdy, William F.",male,1952,U.S.,FALSE,NASA-12,1987,3,pilot,1993,STS-51,STS-51,STS-51,STS-51,236,672,0,0
266,169,"Readdy, William F.",male,1952,U.S.,FALSE,NASA-12,1987,3,commander,1996,STS-79,STS-79,STS-79,STS-79,243,672,0,0
267,2,"Bondar, Roberta Lynn",female,1945,Canada,FALSE,1983 NRC Group,1983,1,PSP,1992,STS-42,STS-42,STS-42,STS-42,193.77,193.77,0,0
268,73,"Kaleri, Aleksandr",male,1956,U.S.S.R/Russia,FALSE,NPOE-6,1984,5,flight engineer,1992,11,Soyuz TM­14,Mir,Soyuz TM­14,3494,18462.62,2.05,23.58
268,73,"Kaleri, Aleksandr",male,1956,U.S.S.R/Russia,FALSE,NPOE-6,1984,5,flight engineer,1996,21,Soyuz TM­24,Mir,Soyuz TM­24,4721,18462.62,12.6,23.58
268,73,"Kaleri, Aleksandr",male,1956,U.S.S.R/Russia,FALSE,NPOE-6,1984,5,flight engineer,2000,28,Soyuz TM­30,Mir,Soyuz TM­30,1747,18462.62,5.05,23.58
268,73,"Kaleri, Aleksandr",male,1956,U.S.S.R/Russia,FALSE,NPOE-6,1984,5,flight engineer,2003,8,Soyuz TMA­3,ISS,Soyuz TMA­3,4674,18462.62,3.92,23.58
