"Location.County","Location.State","Location.State Abbreviation","Vote Data.Ben Carson.Number of Votes","Vote Data.Ben Carson.Party","Vote Data.Ben Carson.Percent of Votes","Vote Data.Bernie Sanders.Number of Votes","Vote Data.Bernie Sanders.Party","Vote Data.Bernie Sanders.Percent of Votes","Vote Data.Carly Fiorina.Number of Votes","Vote Data.Carly Fiorina.Party","Vote Data.Carly Fiorina.Percent of Votes","Vote Data.Chris Christie.Number of Votes","Vote Data.Chris Christie.Party","Vote Data.Chris Christie.Percent of Votes","Vote Data.Donald Trump.Number of Votes","Vote Data.Donald Trump.Party","Vote Data.Donald Trump.Percent of Votes","Vote Data.Hillary Clinton.Number of Votes","Vote Data.Hillary Clinton.Party","Vote Data.Hillary Clinton.Percent of Votes","Vote Data.Jeb Bush.Number of Votes","Vote Data.Jeb Bush.Party","Vote Data.Jeb Bush.Percent of Votes","Vote Data.John Kasich.Number of Votes","Vote Data.John Kasich.Party","Vote Data.John Kasich.Percent of Votes","Vote Data.Marco Rubio.Number of Votes","Vote Data.Marco Rubio.Party","Vote Data.Marco Rubio.Percent of Votes","Vote Data.Martin O'Malley.Number of Votes","Vote Data.Martin O'Malley.Party","Vote Data.Martin O'Malley.Percent of Votes","Vote Data.Mike Huckabee.Number of Votes","Vote Data.Mike Huckabee.Party","Vote Data.Mike Huckabee.Percent of Votes","Vote Data.No Preference.Number of Votes","Vote Data.No Preference.Party","Vote Data.No Preference.Percent of Votes","Vote Data.Rand Paul.Number of Votes","Vote Data.Rand Paul.Party","Vote Data.Rand Paul.Percent of Votes","Vote Data.Rick Santorum.Number of Votes","Vote Data.Rick Santorum.Party","Vote Data.Rick Santorum.Percent of Votes","Vote Data.Ted Cruz.Number of Votes","Vote Data.Ted Cruz.Party","Vote Data.Ted Cruz.Percent of Votes","Vote Data.Uncommitted.Number of Votes","Vote Data.Uncommitted.Party","Vote Data.Uncommitted.Percent of Votes"
"Christian","Kentucky","KY","0","Republican","0.0","1936","Democrat","39.900000000000006","0","Republican","0.0","0","Republican","0.0","632","Republican","33.5","2437","Democrat","50.2","0","Republican","0.0","185","Republican","9.8","321","Republican","17.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","720","Republican","38.2","0","N/A","0.0"
"Christian","Missouri","MO","0","Republican","0.0","3073","Democrat","58.4","0","Republican","0.0","0","Republican","0.0","6907","Republican","34.8","2146","Democrat","40.8","0","Republican","0.0","1181","Republican","5.8999999999999995","833","Republican","4.2","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","10586","Republican","53.29999999999999","0","N/A","0.0"
"Churchill","Nevada","NV","108","Republican","8.0","46","Democrat","50.0","0","Republican","0.0","0","Republican","0.0","538","Republican","39.900000000000006","46","Democrat","50.0","0","Republican","0.0","43","Republican","3.2","342","Republican","25.4","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","312","Republican","23.1","0","N/A","0.0"
"Cibola","New Mexico","NM","0","Republican","0.0","1494","Democrat","48.5","0","Republican","0.0","0","Republican","0.0","676","Republican","71.9","1586","Democrat","51.5","0","Republican","0.0","40","Republican","4.3","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","150","Republican","16.0","0","N/A","0.0"
"Cimarron","Oklahoma","OK","65","Republican","13.5","68","Democrat","54.0","0","Republican","0.0","0","Republican","0.0","124","Republican","25.7","22","Democrat","17.5","0","Republican","0.0","12","Republican","2.5","67","Republican","13.900000000000002","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","204","Republican","42.199999999999996","0","N/A","0.0"
"Citrus","Florida","FL","0","Republican","0.0","4776","Democrat","39.2","0","Republican","0.0","0","Republican","0.0","15232","Republican","55.00000000000001","6863","Democrat","56.3","0","Republican","0.0","1707","Republican","6.2","4993","Republican","18.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","4862","Republican","17.6","0","N/A","0.0"
"Clackamas","Oregon","OR","0","Republican","0.0","27969","Democrat","51.5","0","Republican","0.0","0","Republican","0.0","24884","Republican","63.5","26378","Democrat","48.5","0","Republican","0.0","7384","Republican","18.9","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","6891","Republican","17.6","0","N/A","0.0"
"Claiborne","Louisiana","LA","0","Republican","0.0","158","Democrat","15.7","0","Republican","0.0","0","Republican","0.0","414","Republican","41.8","768","Democrat","76.3","0","Republican","0.0","43","Republican","4.3","123","Republican","12.4","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","367","Republican","37.0","0","N/A","0.0"
"Claiborne","Mississippi","MS","0","Republican","0.0","141","Democrat","9.0","0","Republican","0.0","0","Republican","0.0","134","Republican","59.599999999999994","1411","Democrat","90.3","0","Republican","0.0","16","Republican","7.1","7","Republican","3.1","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","63","Republican","28.000000000000004","0","N/A","0.0"
"Claiborne","Tennessee","TN","200","Republican","5.3","312","Democrat","35.4","0","Republican","0.0","0","Republican","0.0","2022","Republican","53.79999999999999","544","Democrat","61.7","0","Republican","0.0","118","Republican","3.1","540","Republican","14.400000000000002","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","802","Republican","21.3","0","N/A","0.0"
"Clallam","Washington","WA","0","Republican","0.0","188","Democrat","68.6","0","Republican","0.0","0","Republican","0.0","6715","Republican","78.1","85","Democrat","31.0","0","Republican","0.0","707","Republican","8.2","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","798","Republican","9.3","0","N/A","0.0"
"Clare","Michigan","MI","0","Republican","0.0","1239","Democrat","52.0","0","Republican","0.0","0","Republican","0.0","1996","Republican","47.099999999999994","1090","Democrat","45.800000000000004","0","Republican","0.0","636","Republican","15.0","334","Republican","7.9","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1060","Republican","25.0","0","N/A","0.0"
"Clarendon","South Carolina","SC","267","Republican","6.2","337","Democrat","8.6","0","Republican","0.0","0","Republican","0.0","1601","Republican","37.3","3564","Democrat","90.8","354","Republican","8.2","243","Republican","5.7","793","Republican","18.5","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1036","Republican","24.099999999999998","0","N/A","0.0"
"Clarendon","Vermont","VT","18","Republican","4.2","317","Democrat","89.5","0","Republican","0.0","0","Republican","0.0","166","Republican","38.4","37","Democrat","10.5","0","Republican","0.0","109","Republican","25.2","86","Republican","19.900000000000002","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","32","Republican","7.400000000000001","0","N/A","0.0"
"Clarion","Pennsylvania","PA","0","Republican","0.0","1510","Democrat","48.8","0","Republican","0.0","0","Republican","0.0","4224","Republican","61.4","1528","Democrat","49.3","0","Republican","0.0","1025","Republican","14.899999999999999","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1454","Republican","21.099999999999998","0","N/A","0.0"
"Clark","Arkansas","AR","144","Republican","5.5","494","Democrat","22.5","0","Republican","0.0","0","Republican","0.0","694","Republican","26.400000000000002","1650","Democrat","75.2","0","Republican","0.0","102","Republican","3.9","750","Republican","28.499999999999996","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","907","Republican","34.5","0","N/A","0.0"
"Clark","Idaho","ID","0","Republican","0.0","4","Democrat","100.0","0","Republican","0.0","0","Republican","0.0","44","Republican","25.0","0","Democrat","0.0","0","Republican","0.0","7","Republican","4.0","56","Republican","31.8","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","62","Republican","35.2","0","N/A","0.0"
"Clark","Illinois","IL","0","Republican","0.0","664","Democrat","53.0","0","Republican","0.0","0","Republican","0.0","1484","Republican","41.4","560","Democrat","44.7","0","Republican","0.0","438","Republican","12.2","267","Republican","7.400000000000001","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1210","Republican","33.800000000000004","0","N/A","0.0"
"Clark","Indiana","IN","0","Republican","0.0","5305","Democrat","46.1","0","Republican","0.0","0","Republican","0.0","10635","Republican","59.5","6192","Democrat","53.900000000000006","0","Republican","0.0","900","Republican","5.0","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","5850","Republican","32.7","0","N/A","0.0"
"Clark","Kentucky","KY","0","Republican","0.0","1888","Democrat","47.5","0","Republican","0.0","0","Republican","0.0","797","Republican","36.5","1810","Democrat","45.5","0","Republican","0.0","274","Republican","12.5","344","Republican","15.7","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","725","Republican","33.2","0","N/A","0.0"
"Clark","Missouri","MO","0","Republican","0.0","178","Democrat","45.300000000000004","0","Republican","0.0","0","Republican","0.0","545","Republican","46.1","202","Democrat","51.4","0","Republican","0.0","77","Republican","6.5","51","Republican","4.3","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","456","Republican","38.6","0","N/A","0.0"
"Clark","Nevada","NV","1488","Republican","3.6000000000000005","3920","Democrat","45.1","0","Republican","0.0","0","Republican","0.0","20132","Republican","48.9","4767","Democrat","54.89999999999999","0","Republican","0.0","1399","Republican","3.4000000000000004","10114","Republican","24.6","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","7857","Republican","19.1","0","N/A","0.0"
"Clark","Ohio","OH","0","Republican","0.0","4905","Democrat","40.5","0","Republican","0.0","0","Republican","0.0","9953","Republican","40.8","7107","Democrat","58.70000000000001","0","Republican","0.0","10661","Republican","43.70000000000001","503","Republican","2.1","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","2811","Republican","11.5","0","N/A","0.0"
"Clark","South Dakota","SD","0","Republican","0.0","86","Democrat","43.4","0","Republican","0.0","0","Republican","0.0","179","Republican","63.5","112","Democrat","56.60000000000001","0","Republican","0.0","53","Republican","18.8","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","50","Republican","17.7","0","N/A","0.0"
"Clark","Washington","WA","0","Republican","0.0","1080","Democrat","78.3","0","Republican","0.0","0","Republican","0.0","32947","Republican","76.3","297","Democrat","21.5","0","Republican","0.0","4162","Republican","9.6","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","4529","Republican","10.5","0","N/A","0.0"
"Clark","Wisconsin","WI","0","Republican","0.0","1942","Democrat","56.39999999999999","0","Republican","0.0","0","Republican","0.0","2823","Republican","46.2","1475","Democrat","42.8","0","Republican","0.0","372","Republican","6.1","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","2660","Republican","43.6","0","N/A","0.0"
"Clarke","Alabama","AL","410","Republican","8.9","213","Democrat","6.3","0","Republican","0.0","0","Republican","0.0","2308","Republican","50.2","3148","Democrat","93.0","0","Republican","0.0","125","Republican","2.7","805","Republican","17.5","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","886","Republican","19.3","0","N/A","0.0"
"Clarke","Georgia","GA","497","Republican","5.6000000000000005","6845","Democrat","49.0","0","Republican","0.0","0","Republican","0.0","2357","Republican","26.700000000000003","7089","Democrat","50.7","0","Republican","0.0","876","Republican","9.9","3105","Republican","35.2","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1820","Republican","20.599999999999998","0","N/A","0.0"
"Clarke","Iowa","IA","56","Republican","10.100000000000001","168","Democrat","42.0","9","Republican","1.6","9","Republican","1.6","202","Republican","36.3","232","Democrat","57.99999999999999","12","Republican","2.1999999999999997","3","Republican","0.5","88","Republican","15.8","0","Democrat","0.0","8","Republican","1.4000000000000001","0","N/A","0.0","15","Republican","2.7","0","Republican","0.0","155","Republican","27.800000000000004","0","N/A","0.0"
"Clarke","Mississippi","MS","0","Republican","0.0","151","Democrat","12.5","0","Republican","0.0","0","Republican","0.0","1399","Republican","49.4","1044","Democrat","86.3","0","Republican","0.0","163","Republican","5.800000000000001","116","Republican","4.1000000000000005","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1072","Republican","37.8","0","N/A","0.0"
"Clarke","Virginia","VA","176","Republican","7.000000000000001","581","Democrat","47.699999999999996","0","Republican","0.0","0","Republican","0.0","836","Republican","33.1","625","Democrat","51.4","0","Republican","0.0","196","Republican","7.8","745","Republican","29.5","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","542","Republican","21.4","0","N/A","0.0"
"Clarksburg","Massachusetts","MA","5","Republican","3.9","140","Democrat","52.0","0","Republican","0.0","0","Republican","0.0","59","Republican","46.1","125","Democrat","46.5","0","Republican","0.0","19","Republican","14.800000000000002","29","Republican","22.7","0","Democrat","0.0","0","Republican","0.0","3","N/A","1.0999999999999999","0","Republican","0.0","0","Republican","0.0","11","Republican","8.6","0","N/A","0.0"
"Clatsop","Oregon","OR","0","Republican","0.0","3334","Democrat","55.89999999999999","0","Republican","0.0","0","Republican","0.0","2391","Republican","69.9","2628","Democrat","44.1","0","Republican","0.0","594","Republican","17.4","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","434","Republican","12.7","0","N/A","0.0"
"Clay","Alabama","AL","492","Republican","12.2","135","Democrat","13.699999999999998","0","Republican","0.0","0","Republican","0.0","1920","Republican","47.599999999999994","807","Democrat","81.8","0","Republican","0.0","125","Republican","3.1","505","Republican","12.5","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","836","Republican","20.7","0","N/A","0.0"
"Clay","Arkansas","AR","48","Republican","5.800000000000001","656","Democrat","35.5","0","Republican","0.0","0","Republican","0.0","339","Republican","40.699999999999996","960","Democrat","52.0","0","Republican","0.0","15","Republican","1.8000000000000003","136","Republican","16.3","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","276","Republican","33.1","0","N/A","0.0"
"Clay","Florida","FL","0","Republican","0.0","3698","Democrat","39.5","0","Republican","0.0","0","Republican","0.0","19374","Republican","50.6","5345","Democrat","57.10000000000001","0","Republican","0.0","1643","Republican","4.3","8471","Republican","22.1","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","7832","Republican","20.5","0","N/A","0.0"
"Clay","Georgia","GA","23","Republican","6.6000000000000005","44","Democrat","12.7","0","Republican","0.0","0","Republican","0.0","179","Republican","51.7","297","Democrat","85.8","0","Republican","0.0","15","Republican","4.3","57","Republican","16.5","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","64","Republican","18.5","0","N/A","0.0"
"Clay","Iowa","IA","155","Republican","15.1","303","Democrat","50.6","8","Republican","0.8","15","Republican","1.5","292","Republican","28.499999999999996","296","Democrat","49.4","16","Republican","1.6","31","Republican","3.0","149","Republican","14.499999999999998","0","Democrat","0.0","25","Republican","2.4","0","N/A","0.0","28","Republican","2.7","14","Republican","1.4000000000000001","291","Republican","28.4","0","N/A","0.0"
"Clay","Illinois","IL","0","Republican","0.0","439","Democrat","52.1","0","Republican","0.0","0","Republican","0.0","1294","Republican","48.1","378","Democrat","44.9","0","Republican","0.0","195","Republican","7.3","126","Republican","4.7","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","985","Republican","36.6","0","N/A","0.0"
"Clay","Indiana","IN","0","Republican","0.0","1049","Democrat","53.0","0","Republican","0.0","0","Republican","0.0","3615","Republican","62.8","931","Democrat","47.0","0","Republican","0.0","212","Republican","3.7000000000000006","0","Republican","0.0","0","Democrat","0.0","0","Republican","0.0","0","N/A","0.0","0","Republican","0.0","0","Republican","0.0","1788","Republican","31.1","0","N/A","0.0"
