"Country.Iso code","Country.Full","Date.Full","Date.Year","Date.Month","Date.Day","Data.Cases.New","Data.Cases.Total","Data.Cases.New per million","Data.Cases.Total per million","Data.Deaths.New","Data.Deaths.Total","Data.Deaths.New per million","Data.Deaths.Total per million"
"AND","Andorra","2022-07-25","2022","7","25","1","1","12.653","12.653","0","0","0.0","0.0"
"AND","Andorra","2022-07-26","2022","7","26","2","3","25.306","37.958","0","0","0.0","0.0"
"AND","Andorra","2022-07-27","2022","7","27","0","3","0.0","37.958","0","0","0.0","0.0"
"AND","Andorra","2022-07-28","2022","7","28","0","3","0.0","37.958","0","0","0.0","0.0"
"AND","Andorra","2022-07-29","2022","7","29","0","3","0.0","37.958","0","0","0.0","0.0"
"AND","Andorra","2022-07-30","2022","7","30","0","3","0.0","37.958","0","0","0.0","0.0"
"AND","Andorra","2022-07-31","2022","7","31","0","3","0.0","37.958","0","0","0.0","0.0"
"AND","Andorra","2022-08-01","2022","8","1","0","3","0.0","37.958","0","0","0.0","0.0"
"AND","Andorra","2022-08-02","2022","8","2","0","3","0.0","37.958","0","0","0.0","0.0"
"AND","Andorra","2022-08-03","2022","8","3","0","3","0.0","37.958","0","0","0.0","0.0"
"AND","Andorra","2022-08-04","2022","8","4","0","3","0.0","37.958","0","0","0.0","0.0"
"AND","Andorra","2022-08-05","2022","8","5","0","3","0.0","37.958","0","0","0.0","0.0"
"AND","Andorra","2022-08-06","2022","8","6","0","3","0.0","37.958","0","0","0.0","0.0"
"AND","Andorra","2022-08-07","2022","8","7","0","3","0.0","37.958","0","0","0.0","0.0"
"AND","Andorra","2022-08-08","2022","8","8","1","4","12.653","50.611","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-05-24","2022","5","24","1","1","0.107","0.107","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-05-25","2022","5","25","0","1","0.0","0.107","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-05-26","2022","5","26","0","1","0.0","0.107","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-05-27","2022","5","27","0","1","0.0","0.107","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-05-28","2022","5","28","0","1","0.0","0.107","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-05-29","2022","5","29","3","4","0.32","0.427","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-05-30","2022","5","30","0","4","0.0","0.427","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-05-31","2022","5","31","0","4","0.0","0.427","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-01","2022","6","1","4","8","0.427","0.854","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-02","2022","6","2","0","8","0.0","0.854","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-03","2022","6","3","0","8","0.0","0.854","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-04","2022","6","4","0","8","0.0","0.854","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-05","2022","6","5","0","8","0.0","0.854","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-06","2022","6","6","0","8","0.0","0.854","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-07","2022","6","7","5","13","0.534","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-08","2022","6","8","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-09","2022","6","9","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-10","2022","6","10","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-11","2022","6","11","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-12","2022","6","12","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-13","2022","6","13","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-14","2022","6","14","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-15","2022","6","15","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-16","2022","6","16","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-17","2022","6","17","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-18","2022","6","18","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-19","2022","6","19","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-20","2022","6","20","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-21","2022","6","21","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-22","2022","6","22","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-23","2022","6","23","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-24","2022","6","24","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-25","2022","6","25","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-26","2022","6","26","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-27","2022","6","27","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-28","2022","6","28","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-29","2022","6","29","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-06-30","2022","6","30","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-01","2022","7","1","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-02","2022","7","2","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-03","2022","7","3","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-04","2022","7","4","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-05","2022","7","5","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-06","2022","7","6","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-07","2022","7","7","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-08","2022","7","8","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-09","2022","7","9","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-10","2022","7","10","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-11","2022","7","11","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-12","2022","7","12","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-13","2022","7","13","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-14","2022","7","14","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-15","2022","7","15","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-16","2022","7","16","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-17","2022","7","17","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-18","2022","7","18","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-19","2022","7","19","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-20","2022","7","20","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-21","2022","7","21","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-22","2022","7","22","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-23","2022","7","23","0","13","0.0","1.388","0","0","0.0","0.0"
"ARE","United Arab Emirates","2022-07-24","2022","7","24","3","16","0.32","1.708","0","0","0.0","0.0"
"ARG","Argentina","2022-05-27","2022","5","27","2","2","0.044","0.044","0","0","0.0","0.0"
"ARG","Argentina","2022-05-28","2022","5","28","0","2","0.0","0.044","0","0","0.0","0.0"
"ARG","Argentina","2022-05-29","2022","5","29","0","2","0.0","0.044","0","0","0.0","0.0"
"ARG","Argentina","2022-05-30","2022","5","30","0","2","0.0","0.044","0","0","0.0","0.0"
"ARG","Argentina","2022-05-31","2022","5","31","0","2","0.0","0.044","0","0","0.0","0.0"
"ARG","Argentina","2022-06-01","2022","6","1","0","2","0.0","0.044","0","0","0.0","0.0"
"ARG","Argentina","2022-06-02","2022","6","2","0","2","0.0","0.044","0","0","0.0","0.0"
"ARG","Argentina","2022-06-03","2022","6","3","0","2","0.0","0.044","0","0","0.0","0.0"
"ARG","Argentina","2022-06-04","2022","6","4","0","2","0.0","0.044","0","0","0.0","0.0"
"ARG","Argentina","2022-06-05","2022","6","5","0","2","0.0","0.044","0","0","0.0","0.0"
"ARG","Argentina","2022-06-06","2022","6","6","0","2","0.0","0.044","0","0","0.0","0.0"
"ARG","Argentina","2022-06-07","2022","6","7","0","2","0.0","0.044","0","0","0.0","0.0"
"ARG","Argentina","2022-06-08","2022","6","8","0","2","0.0","0.044","0","0","0.0","0.0"
"ARG","Argentina","2022-06-09","2022","6","9","1","3","0.022","0.066","0","0","0.0","0.0"
"ARG","Argentina","2022-06-10","2022","6","10","0","3","0.0","0.066","0","0","0.0","0.0"
"ARG","Argentina","2022-06-11","2022","6","11","0","3","0.0","0.066","0","0","0.0","0.0"
"ARG","Argentina","2022-06-12","2022","6","12","0","3","0.0","0.066","0","0","0.0","0.0"
"ARG","Argentina","2022-06-13","2022","6","13","0","3","0.0","0.066","0","0","0.0","0.0"
"ARG","Argentina","2022-06-14","2022","6","14","0","3","0.0","0.066","0","0","0.0","0.0"
"ARG","Argentina","2022-06-15","2022","6","15","0","3","0.0","0.066","0","0","0.0","0.0"
"ARG","Argentina","2022-06-16","2022","6","16","0","3","0.0","0.066","0","0","0.0","0.0"
"ARG","Argentina","2022-06-17","2022","6","17","0","3","0.0","0.066","0","0","0.0","0.0"
"ARG","Argentina","2022-06-18","2022","6","18","0","3","0.0","0.066","0","0","0.0","0.0"
"ARG","Argentina","2022-06-19","2022","6","19","0","3","0.0","0.066","0","0","0.0","0.0"
"ARG","Argentina","2022-06-20","2022","6","20","0","3","0.0","0.066","0","0","0.0","0.0"
"ARG","Argentina","2022-06-21","2022","6","21","1","4","0.022","0.088","0","0","0.0","0.0"
"ARG","Argentina","2022-06-22","2022","6","22","0","4","0.0","0.088","0","0","0.0","0.0"
"ARG","Argentina","2022-06-23","2022","6","23","0","4","0.0","0.088","0","0","0.0","0.0"
"ARG","Argentina","2022-06-24","2022","6","24","0","4","0.0","0.088","0","0","0.0","0.0"
"ARG","Argentina","2022-06-25","2022","6","25","0","4","0.0","0.088","0","0","0.0","0.0"
"ARG","Argentina","2022-06-26","2022","6","26","0","4","0.0","0.088","0","0","0.0","0.0"
"ARG","Argentina","2022-06-27","2022","6","27","0","4","0.0","0.088","0","0","0.0","0.0"
"ARG","Argentina","2022-06-28","2022","6","28","1","5","0.022","0.11","0","0","0.0","0.0"
"ARG","Argentina","2022-06-29","2022","6","29","0","5","0.0","0.11","0","0","0.0","0.0"
"ARG","Argentina","2022-06-30","2022","6","30","1","6","0.022","0.133","0","0","0.0","0.0"
"ARG","Argentina","2022-07-01","2022","7","1","0","6","0.0","0.133","0","0","0.0","0.0"
"ARG","Argentina","2022-07-02","2022","7","2","0","6","0.0","0.133","0","0","0.0","0.0"
"ARG","Argentina","2022-07-03","2022","7","3","0","6","0.0","0.133","0","0","0.0","0.0"
"ARG","Argentina","2022-07-04","2022","7","4","0","6","0.0","0.133","0","0","0.0","0.0"
"ARG","Argentina","2022-07-05","2022","7","5","0","6","0.0","0.133","0","0","0.0","0.0"
"ARG","Argentina","2022-07-06","2022","7","6","0","6","0.0","0.133","0","0","0.0","0.0"
"ARG","Argentina","2022-07-07","2022","7","7","0","6","0.0","0.133","0","0","0.0","0.0"
"ARG","Argentina","2022-07-08","2022","7","8","3","9","0.066","0.199","0","0","0.0","0.0"
"ARG","Argentina","2022-07-09","2022","7","9","0","9","0.0","0.199","0","0","0.0","0.0"
"ARG","Argentina","2022-07-10","2022","7","10","0","9","0.0","0.199","0","0","0.0","0.0"
"ARG","Argentina","2022-07-11","2022","7","11","0","9","0.0","0.199","0","0","0.0","0.0"
"ARG","Argentina","2022-07-12","2022","7","12","0","9","0.0","0.199","0","0","0.0","0.0"
"ARG","Argentina","2022-07-13","2022","7","13","3","12","0.066","0.265","0","0","0.0","0.0"
"ARG","Argentina","2022-07-14","2022","7","14","1","13","0.022","0.287","0","0","0.0","0.0"
"ARG","Argentina","2022-07-15","2022","7","15","0","13","0.0","0.287","0","0","0.0","0.0"
"ARG","Argentina","2022-07-16","2022","7","16","0","13","0.0","0.287","0","0","0.0","0.0"
"ARG","Argentina","2022-07-17","2022","7","17","0","13","0.0","0.287","0","0","0.0","0.0"
"ARG","Argentina","2022-07-18","2022","7","18","0","13","0.0","0.287","0","0","0.0","0.0"
"ARG","Argentina","2022-07-19","2022","7","19","0","13","0.0","0.287","0","0","0.0","0.0"
"ARG","Argentina","2022-07-20","2022","7","20","0","13","0.0","0.287","0","0","0.0","0.0"
"ARG","Argentina","2022-07-21","2022","7","21","0","13","0.0","0.287","0","0","0.0","0.0"
"ARG","Argentina","2022-07-22","2022","7","22","5","18","0.11","0.398","0","0","0.0","0.0"
"ARG","Argentina","2022-07-23","2022","7","23","0","18","0.0","0.398","0","0","0.0","0.0"
"ARG","Argentina","2022-07-24","2022","7","24","0","18","0.0","0.398","0","0","0.0","0.0"
"ARG","Argentina","2022-07-25","2022","7","25","0","18","0.0","0.398","0","0","0.0","0.0"
"ARG","Argentina","2022-07-26","2022","7","26","2","20","0.044","0.442","0","0","0.0","0.0"
"ARG","Argentina","2022-07-27","2022","7","27","3","23","0.066","0.508","0","0","0.0","0.0"
"ARG","Argentina","2022-07-28","2022","7","28","0","23","0.0","0.508","0","0","0.0","0.0"
"ARG","Argentina","2022-07-29","2022","7","29","0","23","0.0","0.508","0","0","0.0","0.0"
"ARG","Argentina","2022-07-30","2022","7","30","0","23","0.0","0.508","0","0","0.0","0.0"
"ARG","Argentina","2022-07-31","2022","7","31","0","23","0.0","0.508","0","0","0.0","0.0"
"ARG","Argentina","2022-08-01","2022","8","1","0","23","0.0","0.508","0","0","0.0","0.0"
"ARG","Argentina","2022-08-02","2022","8","2","0","23","0.0","0.508","0","0","0.0","0.0"
"ARG","Argentina","2022-08-03","2022","8","3","14","37","0.309","0.817","0","0","0.0","0.0"
"ARG","Argentina","2022-08-04","2022","8","4","0","37","0.0","0.817","0","0","0.0","0.0"
"ARG","Argentina","2022-08-05","2022","8","5","0","37","0.0","0.817","0","0","0.0","0.0"
"ARG","Argentina","2022-08-06","2022","8","6","0","37","0.0","0.817","0","0","0.0","0.0"
"ARG","Argentina","2022-08-07","2022","8","7","0","37","0.0","0.817","0","0","0.0","0.0"
"ARG","Argentina","2022-08-08","2022","8","8","0","37","0.0","0.817","0","0","0.0","0.0"
"ARG","Argentina","2022-08-09","2022","8","9","0","37","0.0","0.817","0","0","0.0","0.0"
"ARG","Argentina","2022-08-10","2022","8","10","12","49","0.265","1.082","0","0","0.0","0.0"
"ARG","Argentina","2022-08-11","2022","8","11","0","49","0.0","1.082","0","0","0.0","0.0"
"ARG","Argentina","2022-08-12","2022","8","12","0","49","0.0","1.082","0","0","0.0","0.0"
"ARG","Argentina","2022-08-13","2022","8","13","0","49","0.0","1.082","0","0","0.0","0.0"
"ARG","Argentina","2022-08-14","2022","8","14","0","49","0.0","1.082","0","0","0.0","0.0"
"ARG","Argentina","2022-08-15","2022","8","15","0","49","0.0","1.082","0","0","0.0","0.0"
"ARG","Argentina","2022-08-16","2022","8","16","23","72","0.508","1.59","0","0","0.0","0.0"
"ARG","Argentina","2022-08-17","2022","8","17","0","72","0.0","1.59","0","0","0.0","0.0"
"ARG","Argentina","2022-08-18","2022","8","18","0","72","0.0","1.59","0","0","0.0","0.0"
"ARG","Argentina","2022-08-19","2022","8","19","0","72","0.0","1.59","0","0","0.0","0.0"
"ARG","Argentina","2022-08-20","2022","8","20","0","72","0.0","1.59","0","0","0.0","0.0"
"ARG","Argentina","2022-08-21","2022","8","21","0","72","0.0","1.59","0","0","0.0","0.0"
"ARG","Argentina","2022-08-22","2022","8","22","0","72","0.0","1.59","0","0","0.0","0.0"
"ARG","Argentina","2022-08-23","2022","8","23","0","72","0.0","1.59","0","0","0.0","0.0"
"ARG","Argentina","2022-08-24","2022","8","24","61","133","1.347","2.937","0","0","0.0","0.0"
"ARG","Argentina","2022-08-25","2022","8","25","0","133","0.0","2.937","0","0","0.0","0.0"
"ARG","Argentina","2022-08-26","2022","8","26","0","133","0.0","2.937","0","0","0.0","0.0"
"ARG","Argentina","2022-08-27","2022","8","27","0","133","0.0","2.937","0","0","0.0","0.0"
"ARG","Argentina","2022-08-28","2022","8","28","0","133","0.0","2.937","0","0","0.0","0.0"
"ARG","Argentina","2022-08-29","2022","8","29","0","133","0.0","2.937","0","0","0.0","0.0"
"ARG","Argentina","2022-08-30","2022","8","30","0","133","0.0","2.937","0","0","0.0","0.0"
"ARG","Argentina","2022-08-31","2022","8","31","0","133","0.0","2.937","0","0","0.0","0.0"
"ARG","Argentina","2022-09-01","2022","9","1","37","170","0.817","3.755","0","0","0.0","0.0"
"ARG","Argentina","2022-09-02","2022","9","2","0","170","0.0","3.755","0","0","0.0","0.0"
"ARG","Argentina","2022-09-03","2022","9","3","0","170","0.0","3.755","0","0","0.0","0.0"
"ARG","Argentina","2022-09-04","2022","9","4","0","170","0.0","3.755","0","0","0.0","0.0"
"ARG","Argentina","2022-09-05","2022","9","5","0","170","0.0","3.755","0","0","0.0","0.0"
"ARG","Argentina","2022-09-06","2022","9","6","0","170","0.0","3.755","0","0","0.0","0.0"
"ARG","Argentina","2022-09-07","2022","9","7","0","170","0.0","3.755","0","0","0.0","0.0"
"ARG","Argentina","2022-09-08","2022","9","8","51","221","1.126","4.881","0","0","0.0","0.0"
"AUS","Australia","2022-05-20","2022","5","20","2","2","0.077","0.077","0","0","0.0","0.0"
"AUS","Australia","2022-05-21","2022","5","21","0","2","0.0","0.077","0","0","0.0","0.0"
"AUS","Australia","2022-05-22","2022","5","22","0","2","0.0","0.077","0","0","0.0","0.0"
"AUS","Australia","2022-05-23","2022","5","23","0","2","0.0","0.077","0","0","0.0","0.0"
"AUS","Australia","2022-05-24","2022","5","24","0","2","0.0","0.077","0","0","0.0","0.0"
"AUS","Australia","2022-05-25","2022","5","25","0","2","0.0","0.077","0","0","0.0","0.0"
"AUS","Australia","2022-05-26","2022","5","26","0","2","0.0","0.077","0","0","0.0","0.0"
"AUS","Australia","2022-05-27","2022","5","27","0","2","0.0","0.077","0","0","0.0","0.0"
"AUS","Australia","2022-05-28","2022","5","28","0","2","0.0","0.077","0","0","0.0","0.0"
"AUS","Australia","2022-05-29","2022","5","29","0","2","0.0","0.077","0","0","0.0","0.0"
"AUS","Australia","2022-05-30","2022","5","30","0","2","0.0","0.077","0","0","0.0","0.0"
"AUS","Australia","2022-05-31","2022","5","31","0","2","0.0","0.077","0","0","0.0","0.0"
"AUS","Australia","2022-06-01","2022","6","1","0","2","0.0","0.077","0","0","0.0","0.0"
"AUS","Australia","2022-06-02","2022","6","2","2","4","0.077","0.154","0","0","0.0","0.0"
"AUS","Australia","2022-06-03","2022","6","3","1","5","0.039","0.193","0","0","0.0","0.0"
"AUS","Australia","2022-06-04","2022","6","4","1","6","0.039","0.231","0","0","0.0","0.0"
"AUS","Australia","2022-06-05","2022","6","5","0","6","0.0","0.231","0","0","0.0","0.0"
"AUS","Australia","2022-06-06","2022","6","6","0","6","0.0","0.231","0","0","0.0","0.0"
"AUS","Australia","2022-06-07","2022","6","7","0","6","0.0","0.231","0","0","0.0","0.0"
"AUS","Australia","2022-06-08","2022","6","8","0","6","0.0","0.231","0","0","0.0","0.0"
"AUS","Australia","2022-06-09","2022","6","9","2","8","0.077","0.309","0","0","0.0","0.0"
"AUS","Australia","2022-06-10","2022","6","10","0","8","0.0","0.309","0","0","0.0","0.0"
"AUS","Australia","2022-06-11","2022","6","11","0","8","0.0","0.309","0","0","0.0","0.0"
"AUS","Australia","2022-06-12","2022","6","12","0","8","0.0","0.309","0","0","0.0","0.0"
"AUS","Australia","2022-06-13","2022","6","13","0","8","0.0","0.309","0","0","0.0","0.0"
"AUS","Australia","2022-06-14","2022","6","14","0","8","0.0","0.309","0","0","0.0","0.0"
"AUS","Australia","2022-06-15","2022","6","15","2","10","0.077","0.386","0","0","0.0","0.0"
"AUS","Australia","2022-06-16","2022","6","16","1","11","0.039","0.424","0","0","0.0","0.0"
"AUS","Australia","2022-06-17","2022","6","17","0","11","0.0","0.424","0","0","0.0","0.0"
"AUS","Australia","2022-06-18","2022","6","18","0","11","0.0","0.424","0","0","0.0","0.0"
"AUS","Australia","2022-06-19","2022","6","19","0","11","0.0","0.424","0","0","0.0","0.0"
"AUS","Australia","2022-06-20","2022","6","20","0","11","0.0","0.424","0","0","0.0","0.0"
"AUS","Australia","2022-06-21","2022","6","21","0","11","0.0","0.424","0","0","0.0","0.0"
"AUS","Australia","2022-06-22","2022","6","22","0","11","0.0","0.424","0","0","0.0","0.0"
"AUS","Australia","2022-06-23","2022","6","23","0","11","0.0","0.424","0","0","0.0","0.0"
"AUS","Australia","2022-06-24","2022","6","24","0","11","0.0","0.424","0","0","0.0","0.0"
"AUS","Australia","2022-06-25","2022","6","25","0","11","0.0","0.424","0","0","0.0","0.0"
"AUS","Australia","2022-06-26","2022","6","26","0","11","0.0","0.424","0","0","0.0","0.0"
"AUS","Australia","2022-06-27","2022","6","27","0","11","0.0","0.424","0","0","0.0","0.0"
"AUS","Australia","2022-06-28","2022","6","28","0","11","0.0","0.424","0","0","0.0","0.0"
"AUS","Australia","2022-06-29","2022","6","29","0","11","0.0","0.424","0","0","0.0","0.0"
"AUS","Australia","2022-06-30","2022","6","30","1","12","0.039","0.463","0","0","0.0","0.0"
"AUS","Australia","2022-07-01","2022","7","1","0","12","0.0","0.463","0","0","0.0","0.0"
"AUS","Australia","2022-07-02","2022","7","2","0","12","0.0","0.463","0","0","0.0","0.0"
"AUS","Australia","2022-07-03","2022","7","3","0","12","0.0","0.463","0","0","0.0","0.0"
"AUS","Australia","2022-07-04","2022","7","4","0","12","0.0","0.463","0","0","0.0","0.0"
"AUS","Australia","2022-07-05","2022","7","5","0","12","0.0","0.463","0","0","0.0","0.0"
"AUS","Australia","2022-07-06","2022","7","6","5","17","0.193","0.656","0","0","0.0","0.0"
"AUS","Australia","2022-07-07","2022","7","7","3","20","0.116","0.772","0","0","0.0","0.0"
"AUS","Australia","2022-07-08","2022","7","8","0","20","0.0","0.772","0","0","0.0","0.0"
"AUS","Australia","2022-07-09","2022","7","9","0","20","0.0","0.772","0","0","0.0","0.0"
"AUS","Australia","2022-07-10","2022","7","10","4","24","0.154","0.926","0","0","0.0","0.0"
"AUS","Australia","2022-07-11","2022","7","11","0","24","0.0","0.926","0","0","0.0","0.0"
"AUS","Australia","2022-07-12","2022","7","12","4","28","0.154","1.08","0","0","0.0","0.0"
"AUS","Australia","2022-07-13","2022","7","13","0","28","0.0","1.08","0","0","0.0","0.0"
"AUS","Australia","2022-07-14","2022","7","14","5","33","0.193","1.273","0","0","0.0","0.0"
"AUS","Australia","2022-07-15","2022","7","15","0","33","0.0","1.273","0","0","0.0","0.0"
"AUS","Australia","2022-07-16","2022","7","16","0","33","0.0","1.273","0","0","0.0","0.0"
"AUS","Australia","2022-07-17","2022","7","17","0","33","0.0","1.273","0","0","0.0","0.0"
"AUS","Australia","2022-07-18","2022","7","18","0","33","0.0","1.273","0","0","0.0","0.0"
"AUS","Australia","2022-07-19","2022","7","19","8","41","0.309","1.582","0","0","0.0","0.0"
"AUS","Australia","2022-07-20","2022","7","20","0","41","0.0","1.582","0","0","0.0","0.0"
"AUS","Australia","2022-07-21","2022","7","21","0","41","0.0","1.582","0","0","0.0","0.0"
"AUS","Australia","2022-07-22","2022","7","22","0","41","0.0","1.582","0","0","0.0","0.0"
"AUS","Australia","2022-07-23","2022","7","23","0","41","0.0","1.582","0","0","0.0","0.0"
"AUS","Australia","2022-07-24","2022","7","24","2","43","0.077","1.659","0","0","0.0","0.0"
"AUS","Australia","2022-07-25","2022","7","25","0","43","0.0","1.659","0","0","0.0","0.0"
"AUS","Australia","2022-07-26","2022","7","26","0","43","0.0","1.659","0","0","0.0","0.0"
"AUS","Australia","2022-07-27","2022","7","27","1","44","0.039","1.697","0","0","0.0","0.0"
"AUS","Australia","2022-07-28","2022","7","28","0","44","0.0","1.697","0","0","0.0","0.0"
"AUS","Australia","2022-07-29","2022","7","29","0","44","0.0","1.697","0","0","0.0","0.0"
"AUS","Australia","2022-07-30","2022","7","30","0","44","0.0","1.697","0","0","0.0","0.0"
"AUS","Australia","2022-07-31","2022","7","31","0","44","0.0","1.697","0","0","0.0","0.0"
"AUS","Australia","2022-08-01","2022","8","1","0","44","0.0","1.697","0","0","0.0","0.0"
"AUS","Australia","2022-08-02","2022","8","2","9","53","0.347","2.045","0","0","0.0","0.0"
"AUS","Australia","2022-08-03","2022","8","3","0","53","0.0","2.045","0","0","0.0","0.0"
"AUS","Australia","2022-08-04","2022","8","4","4","57","0.154","2.199","0","0","0.0","0.0"
"AUS","Australia","2022-08-05","2022","8","5","0","57","0.0","2.199","0","0","0.0","0.0"
"AUS","Australia","2022-08-06","2022","8","6","0","57","0.0","2.199","0","0","0.0","0.0"
"AUS","Australia","2022-08-07","2022","8","7","0","57","0.0","2.199","0","0","0.0","0.0"
"AUS","Australia","2022-08-08","2022","8","8","0","57","0.0","2.199","0","0","0.0","0.0"
"AUS","Australia","2022-08-09","2022","8","9","9","66","0.347","2.546","0","0","0.0","0.0"
"AUS","Australia","2022-08-10","2022","8","10","0","66","0.0","2.546","0","0","0.0","0.0"
"AUS","Australia","2022-08-11","2022","8","11","4","70","0.154","2.701","0","0","0.0","0.0"
"AUS","Australia","2022-08-12","2022","8","12","0","70","0.0","2.701","0","0","0.0","0.0"
"AUS","Australia","2022-08-13","2022","8","13","0","70","0.0","2.701","0","0","0.0","0.0"
"AUS","Australia","2022-08-14","2022","8","14","0","70","0.0","2.701","0","0","0.0","0.0"
"AUS","Australia","2022-08-15","2022","8","15","0","70","0.0","2.701","0","0","0.0","0.0"
"AUS","Australia","2022-08-16","2022","8","16","12","82","0.463","3.163","0","0","0.0","0.0"
"AUS","Australia","2022-08-17","2022","8","17","0","82","0.0","3.163","0","0","0.0","0.0"
"AUS","Australia","2022-08-18","2022","8","18","7","89","0.27","3.433","0","0","0.0","0.0"
"AUS","Australia","2022-08-19","2022","8","19","0","89","0.0","3.433","0","0","0.0","0.0"
"AUS","Australia","2022-08-20","2022","8","20","0","89","0.0","3.433","0","0","0.0","0.0"
"AUS","Australia","2022-08-21","2022","8","21","0","89","0.0","3.433","0","0","0.0","0.0"
"AUS","Australia","2022-08-22","2022","8","22","0","89","0.0","3.433","0","0","0.0","0.0"
"AUS","Australia","2022-08-23","2022","8","23","13","102","0.502","3.935","0","0","0.0","0.0"
"AUS","Australia","2022-08-24","2022","8","24","0","102","0.0","3.935","0","0","0.0","0.0"
"AUS","Australia","2022-08-25","2022","8","25","4","106","0.154","4.089","0","0","0.0","0.0"
