"Country.Iso code","Country.Full","Date.Full","Date.Year","Date.Month","Date.Day","Data.Cases.New","Data.Cases.Total","Data.Cases.New per million","Data.Cases.Total per million","Data.Deaths.New","Data.Deaths.Total","Data.Deaths.New per million","Data.Deaths.Total per million"
"DNK","Denmark","2022-08-23","2022","8","23","0","169","0.0","28.868","0","0","0.0","0.0"
"DNK","Denmark","2022-08-24","2022","8","24","0","169","0.0","28.868","0","0","0.0","0.0"
"DNK","Denmark","2022-08-25","2022","8","25","0","169","0.0","28.868","0","0","0.0","0.0"
"DNK","Denmark","2022-08-26","2022","8","26","2","171","0.342","29.21","0","0","0.0","0.0"
"DNK","Denmark","2022-08-27","2022","8","27","0","171","0.0","29.21","0","0","0.0","0.0"
"DNK","Denmark","2022-08-28","2022","8","28","0","171","0.0","29.21","0","0","0.0","0.0"
"DNK","Denmark","2022-08-29","2022","8","29","0","171","0.0","29.21","0","0","0.0","0.0"
"DNK","Denmark","2022-08-30","2022","8","30","4","175","0.683","29.893","0","0","0.0","0.0"
"DNK","Denmark","2022-08-31","2022","8","31","0","175","0.0","29.893","0","0","0.0","0.0"
"DNK","Denmark","2022-09-01","2022","9","1","2","177","0.342","30.234","0","0","0.0","0.0"
"DNK","Denmark","2022-09-02","2022","9","2","0","177","0.0","30.234","0","0","0.0","0.0"
"DNK","Denmark","2022-09-03","2022","9","3","0","177","0.0","30.234","0","0","0.0","0.0"
"DNK","Denmark","2022-09-04","2022","9","4","0","177","0.0","30.234","0","0","0.0","0.0"
"DNK","Denmark","2022-09-05","2022","9","5","0","177","0.0","30.234","0","0","0.0","0.0"
"DNK","Denmark","2022-09-06","2022","9","6","2","179","0.342","30.576","0","0","0.0","0.0"
"DNK","Denmark","2022-09-07","2022","9","7","0","179","0.0","30.576","0","0","0.0","0.0"
"DNK","Denmark","2022-09-08","2022","9","8","0","179","0.0","30.576","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-06","2022","7","6","1","1","0.09","0.09","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-07","2022","7","7","0","1","0.0","0.09","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-08","2022","7","8","0","1","0.0","0.09","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-09","2022","7","9","0","1","0.0","0.09","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-10","2022","7","10","0","1","0.0","0.09","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-11","2022","7","11","0","1","0.0","0.09","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-12","2022","7","12","0","1","0.0","0.09","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-13","2022","7","13","0","1","0.0","0.09","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-14","2022","7","14","0","1","0.0","0.09","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-15","2022","7","15","0","1","0.0","0.09","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-16","2022","7","16","0","1","0.0","0.09","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-17","2022","7","17","0","1","0.0","0.09","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-18","2022","7","18","0","1","0.0","0.09","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-19","2022","7","19","0","1","0.0","0.09","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-20","2022","7","20","2","3","0.18","0.27","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-21","2022","7","21","0","3","0.0","0.27","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-22","2022","7","22","0","3","0.0","0.27","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-23","2022","7","23","0","3","0.0","0.27","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-24","2022","7","24","0","3","0.0","0.27","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-25","2022","7","25","0","3","0.0","0.27","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-26","2022","7","26","0","3","0.0","0.27","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-27","2022","7","27","0","3","0.0","0.27","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-28","2022","7","28","0","3","0.0","0.27","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-29","2022","7","29","0","3","0.0","0.27","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-30","2022","7","30","0","3","0.0","0.27","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-07-31","2022","7","31","0","3","0.0","0.27","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-01","2022","8","1","0","3","0.0","0.27","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-02","2022","8","2","0","3","0.0","0.27","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-03","2022","8","3","1","4","0.09","0.36","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-04","2022","8","4","0","4","0.0","0.36","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-05","2022","8","5","0","4","0.0","0.36","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-06","2022","8","6","0","4","0.0","0.36","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-07","2022","8","7","0","4","0.0","0.36","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-08","2022","8","8","0","4","0.0","0.36","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-09","2022","8","9","0","4","0.0","0.36","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-10","2022","8","10","1","5","0.09","0.45","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-11","2022","8","11","0","5","0.0","0.45","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-12","2022","8","12","0","5","0.0","0.45","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-13","2022","8","13","0","5","0.0","0.45","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-14","2022","8","14","0","5","0.0","0.45","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-15","2022","8","15","0","5","0.0","0.45","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-16","2022","8","16","0","5","0.0","0.45","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-17","2022","8","17","1","6","0.09","0.54","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-18","2022","8","18","0","6","0.0","0.54","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-19","2022","8","19","0","6","0.0","0.54","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-20","2022","8","20","0","6","0.0","0.54","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-21","2022","8","21","1","7","0.09","0.63","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-22","2022","8","22","0","7","0.0","0.63","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-23","2022","8","23","0","7","0.0","0.63","0","0","0.0","0.0"
"DOM","Dominican Republic","2022-08-24","2022","8","24","2","9","0.18","0.81","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-06","2022","7","6","1","1","0.056","0.056","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-07","2022","7","7","0","1","0.0","0.056","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-08","2022","7","8","0","1","0.0","0.056","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-09","2022","7","9","0","1","0.0","0.056","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-10","2022","7","10","0","1","0.0","0.056","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-11","2022","7","11","0","1","0.0","0.056","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-12","2022","7","12","0","1","0.0","0.056","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-13","2022","7","13","0","1","0.0","0.056","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-14","2022","7","14","0","1","0.0","0.056","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-15","2022","7","15","0","1","0.0","0.056","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-16","2022","7","16","0","1","0.0","0.056","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-17","2022","7","17","0","1","0.0","0.056","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-18","2022","7","18","0","1","0.0","0.056","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-19","2022","7","19","1","2","0.056","0.112","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-20","2022","7","20","0","2","0.0","0.112","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-21","2022","7","21","0","2","0.0","0.112","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-22","2022","7","22","0","2","0.0","0.112","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-23","2022","7","23","1","3","0.056","0.169","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-24","2022","7","24","0","3","0.0","0.169","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-25","2022","7","25","0","3","0.0","0.169","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-26","2022","7","26","0","3","0.0","0.169","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-27","2022","7","27","0","3","0.0","0.169","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-28","2022","7","28","0","3","0.0","0.169","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-29","2022","7","29","2","5","0.112","0.281","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-30","2022","7","30","0","5","0.0","0.281","0","0","0.0","0.0"
"ECU","Ecuador","2022-07-31","2022","7","31","0","5","0.0","0.281","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-01","2022","8","1","0","5","0.0","0.281","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-02","2022","8","2","1","6","0.056","0.337","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-03","2022","8","3","0","6","0.0","0.337","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-04","2022","8","4","1","7","0.056","0.393","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-05","2022","8","5","0","7","0.0","0.393","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-06","2022","8","6","0","7","0.0","0.393","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-07","2022","8","7","0","7","0.0","0.393","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-08","2022","8","8","3","10","0.169","0.562","1","1","0.056","0.056"
"ECU","Ecuador","2022-08-09","2022","8","9","0","10","0.0","0.562","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-10","2022","8","10","0","10","0.0","0.562","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-11","2022","8","11","6","16","0.337","0.899","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-12","2022","8","12","0","16","0.0","0.899","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-13","2022","8","13","0","16","0.0","0.899","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-14","2022","8","14","0","16","0.0","0.899","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-15","2022","8","15","0","16","0.0","0.899","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-16","2022","8","16","4","20","0.225","1.124","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-17","2022","8","17","0","20","0.0","1.124","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-18","2022","8","18","0","20","0.0","1.124","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-19","2022","8","19","0","20","0.0","1.124","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-20","2022","8","20","0","20","0.0","1.124","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-21","2022","8","21","0","20","0.0","1.124","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-22","2022","8","22","0","20","0.0","1.124","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-23","2022","8","23","15","35","0.843","1.967","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-24","2022","8","24","0","35","0.0","1.967","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-25","2022","8","25","0","35","0.0","1.967","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-26","2022","8","26","0","35","0.0","1.967","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-27","2022","8","27","16","51","0.899","2.866","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-28","2022","8","28","0","51","0.0","2.866","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-29","2022","8","29","0","51","0.0","2.866","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-30","2022","8","30","0","51","0.0","2.866","0","0","0.0","0.0"
"ECU","Ecuador","2022-08-31","2022","8","31","0","51","0.0","2.866","0","0","0.0","0.0"
"ECU","Ecuador","2022-09-01","2022","9","1","2","53","0.112","2.978","0","0","0.0","0.0"
"ECU","Ecuador","2022-09-02","2022","9","2","0","53","0.0","2.978","0","0","0.0","0.0"
"ECU","Ecuador","2022-09-03","2022","9","3","0","53","0.0","2.978","0","0","0.0","0.0"
"ECU","Ecuador","2022-09-04","2022","9","4","0","53","0.0","2.978","0","0","0.0","0.0"
"ECU","Ecuador","2022-09-05","2022","9","5","0","53","0.0","2.978","0","0","0.0","0.0"
"ECU","Ecuador","2022-09-06","2022","9","6","6","59","0.337","3.315","0","0","0.0","0.0"
"EGY","Egypt","2022-09-07","2022","9","7","1","1","0.009","0.009","0","0","0.0","0.0"
"ESP","Spain","2022-05-18","2022","5","18","7","7","0.147","0.147","0","0","0.0","0.0"
"ESP","Spain","2022-05-19","2022","5","19","0","7","0.0","0.147","0","0","0.0","0.0"
"ESP","Spain","2022-05-20","2022","5","20","23","30","0.484","0.632","0","0","0.0","0.0"
"ESP","Spain","2022-05-21","2022","5","21","10","40","0.211","0.842","0","0","0.0","0.0"
"ESP","Spain","2022-05-22","2022","5","22","0","40","0.0","0.842","0","0","0.0","0.0"
"ESP","Spain","2022-05-23","2022","5","23","1","41","0.021","0.863","0","0","0.0","0.0"
"ESP","Spain","2022-05-24","2022","5","24","4","45","0.084","0.948","0","0","0.0","0.0"
"ESP","Spain","2022-05-25","2022","5","25","8","53","0.168","1.116","0","0","0.0","0.0"
"ESP","Spain","2022-05-26","2022","5","26","25","78","0.526","1.643","0","0","0.0","0.0"
"ESP","Spain","2022-05-27","2022","5","27","21","99","0.442","2.085","0","0","0.0","0.0"
"ESP","Spain","2022-05-28","2022","5","28","0","99","0.0","2.085","0","0","0.0","0.0"
"ESP","Spain","2022-05-29","2022","5","29","9","108","0.19","2.274","0","0","0.0","0.0"
"ESP","Spain","2022-05-30","2022","5","30","8","116","0.168","2.443","0","0","0.0","0.0"
"ESP","Spain","2022-05-31","2022","5","31","20","136","0.421","2.864","0","0","0.0","0.0"
"ESP","Spain","2022-06-01","2022","6","1","0","136","0.0","2.864","0","0","0.0","0.0"
"ESP","Spain","2022-06-02","2022","6","2","26","162","0.548","3.411","0","0","0.0","0.0"
"ESP","Spain","2022-06-03","2022","6","3","19","181","0.4","3.812","0","0","0.0","0.0"
"ESP","Spain","2022-06-04","2022","6","4","0","181","0.0","3.812","0","0","0.0","0.0"
"ESP","Spain","2022-06-05","2022","6","5","0","181","0.0","3.812","0","0","0.0","0.0"
"ESP","Spain","2022-06-06","2022","6","6","17","198","0.358","4.17","0","0","0.0","0.0"
"ESP","Spain","2022-06-07","2022","6","7","27","225","0.569","4.738","0","0","0.0","0.0"
"ESP","Spain","2022-06-08","2022","6","8","34","259","0.716","5.454","0","0","0.0","0.0"
"ESP","Spain","2022-06-09","2022","6","9","0","259","0.0","5.454","0","0","0.0","0.0"
"ESP","Spain","2022-06-10","2022","6","10","16","275","0.337","5.791","0","0","0.0","0.0"
"ESP","Spain","2022-06-11","2022","6","11","0","275","0.0","5.791","0","0","0.0","0.0"
"ESP","Spain","2022-06-12","2022","6","12","0","275","0.0","5.791","0","0","0.0","0.0"
"ESP","Spain","2022-06-13","2022","6","13","0","275","0.0","5.791","0","0","0.0","0.0"
"ESP","Spain","2022-06-14","2022","6","14","38","313","0.8","6.591","0","0","0.0","0.0"
"ESP","Spain","2022-06-15","2022","6","15","0","313","0.0","6.591","0","0","0.0","0.0"
"ESP","Spain","2022-06-16","2022","6","16","184","497","3.875","10.466","0","0","0.0","0.0"
"ESP","Spain","2022-06-17","2022","6","17","1","498","0.021","10.487","0","0","0.0","0.0"
"ESP","Spain","2022-06-18","2022","6","18","0","498","0.0","10.487","0","0","0.0","0.0"
"ESP","Spain","2022-06-19","2022","6","19","0","498","0.0","10.487","0","0","0.0","0.0"
"ESP","Spain","2022-06-20","2022","6","20","23","521","0.484","10.971","0","0","0.0","0.0"
"ESP","Spain","2022-06-21","2022","6","21","0","521","0.0","10.971","0","0","0.0","0.0"
"ESP","Spain","2022-06-22","2022","6","22","0","521","0.0","10.971","0","0","0.0","0.0"
"ESP","Spain","2022-06-23","2022","6","23","215","736","4.528","15.499","0","0","0.0","0.0"
"ESP","Spain","2022-06-24","2022","6","24","0","736","0.0","15.499","0","0","0.0","0.0"
"ESP","Spain","2022-06-25","2022","6","25","0","736","0.0","15.499","0","0","0.0","0.0"
"ESP","Spain","2022-06-26","2022","6","26","0","736","0.0","15.499","0","0","0.0","0.0"
"ESP","Spain","2022-06-27","2022","6","27","64","800","1.348","16.847","0","0","0.0","0.0"
"ESP","Spain","2022-06-28","2022","6","28","0","800","0.0","16.847","0","0","0.0","0.0"
"ESP","Spain","2022-06-29","2022","6","29","0","800","0.0","16.847","0","0","0.0","0.0"
"ESP","Spain","2022-06-30","2022","6","30","396","1196","8.339","25.186","0","0","0.0","0.0"
"ESP","Spain","2022-07-01","2022","7","1","0","1196","0.0","25.186","0","0","0.0","0.0"
"ESP","Spain","2022-07-02","2022","7","2","0","1196","0.0","25.186","0","0","0.0","0.0"
"ESP","Spain","2022-07-03","2022","7","3","0","1196","0.0","25.186","0","0","0.0","0.0"
"ESP","Spain","2022-07-04","2022","7","4","62","1258","1.306","26.491","0","0","0.0","0.0"
"ESP","Spain","2022-07-05","2022","7","5","0","1258","0.0","26.491","0","0","0.0","0.0"
"ESP","Spain","2022-07-06","2022","7","6","0","1258","0.0","26.491","0","0","0.0","0.0"
"ESP","Spain","2022-07-07","2022","7","7","0","1258","0.0","26.491","0","0","0.0","0.0"
"ESP","Spain","2022-07-08","2022","7","8","776","2034","16.341","42.833","0","0","0.0","0.0"
"ESP","Spain","2022-07-09","2022","7","9","0","2034","0.0","42.833","0","0","0.0","0.0"
"ESP","Spain","2022-07-10","2022","7","10","0","2034","0.0","42.833","0","0","0.0","0.0"
"ESP","Spain","2022-07-11","2022","7","11","0","2034","0.0","42.833","0","0","0.0","0.0"
"ESP","Spain","2022-07-12","2022","7","12","413","2447","8.697","51.53","0","0","0.0","0.0"
"ESP","Spain","2022-07-13","2022","7","13","0","2447","0.0","51.53","0","0","0.0","0.0"
"ESP","Spain","2022-07-14","2022","7","14","0","2447","0.0","51.53","0","0","0.0","0.0"
"ESP","Spain","2022-07-15","2022","7","15","388","2835","8.171","59.701","0","0","0.0","0.0"
"ESP","Spain","2022-07-16","2022","7","16","0","2835","0.0","59.701","0","0","0.0","0.0"
"ESP","Spain","2022-07-17","2022","7","17","0","2835","0.0","59.701","0","0","0.0","0.0"
"ESP","Spain","2022-07-18","2022","7","18","0","2835","0.0","59.701","0","0","0.0","0.0"
"ESP","Spain","2022-07-19","2022","7","19","290","3125","6.107","65.808","0","0","0.0","0.0"
"ESP","Spain","2022-07-20","2022","7","20","0","3125","0.0","65.808","0","0","0.0","0.0"
"ESP","Spain","2022-07-21","2022","7","21","0","3125","0.0","65.808","0","0","0.0","0.0"
"ESP","Spain","2022-07-22","2022","7","22","1","3126","0.021","65.829","0","0","0.0","0.0"
"ESP","Spain","2022-07-23","2022","7","23","0","3126","0.0","65.829","0","0","0.0","0.0"
"ESP","Spain","2022-07-24","2022","7","24","0","3126","0.0","65.829","0","0","0.0","0.0"
"ESP","Spain","2022-07-25","2022","7","25","0","3126","0.0","65.829","0","0","0.0","0.0"
"ESP","Spain","2022-07-26","2022","7","26","612","3738","12.888","78.716","0","0","0.0","0.0"
"ESP","Spain","2022-07-27","2022","7","27","0","3738","0.0","78.716","0","0","0.0","0.0"
"ESP","Spain","2022-07-28","2022","7","28","0","3738","0.0","78.716","0","0","0.0","0.0"
"ESP","Spain","2022-07-29","2022","7","29","561","4299","11.814","90.53","1","1","0.021","0.021"
"ESP","Spain","2022-07-30","2022","7","30","1","4300","0.021","90.551","1","2","0.021","0.042"
"ESP","Spain","2022-07-31","2022","7","31","0","4300","0.0","90.551","0","0","0.0","0.0"
"ESP","Spain","2022-08-01","2022","8","1","0","4300","0.0","90.551","0","0","0.0","0.0"
"ESP","Spain","2022-08-02","2022","8","2","277","4577","5.833","96.384","0","0","0.0","0.0"
"ESP","Spain","2022-08-03","2022","8","3","0","4577","0.0","96.384","0","0","0.0","0.0"
"ESP","Spain","2022-08-04","2022","8","4","0","4577","0.0","96.384","0","0","0.0","0.0"
"ESP","Spain","2022-08-05","2022","8","5","365","4942","7.686","104.071","0","0","0.0","0.0"
"ESP","Spain","2022-08-06","2022","8","6","0","4942","0.0","104.071","0","0","0.0","0.0"
"ESP","Spain","2022-08-07","2022","8","7","0","4942","0.0","104.071","0","0","0.0","0.0"
"ESP","Spain","2022-08-08","2022","8","8","0","4942","0.0","104.071","0","0","0.0","0.0"
"ESP","Spain","2022-08-09","2022","8","9","220","5162","4.633","108.704","0","0","0.0","0.0"
"ESP","Spain","2022-08-10","2022","8","10","0","5162","0.0","108.704","0","0","0.0","0.0"
"ESP","Spain","2022-08-11","2022","8","11","0","5162","0.0","108.704","0","0","0.0","0.0"
"ESP","Spain","2022-08-12","2022","8","12","557","5719","11.73","120.433","0","0","0.0","0.0"
"ESP","Spain","2022-08-13","2022","8","13","0","5719","0.0","120.433","0","0","0.0","0.0"
"ESP","Spain","2022-08-14","2022","8","14","0","5719","0.0","120.433","0","0","0.0","0.0"
"ESP","Spain","2022-08-15","2022","8","15","0","5719","0.0","120.433","0","0","0.0","0.0"
"ESP","Spain","2022-08-16","2022","8","16","73","5792","1.537","121.97","0","0","0.0","0.0"
"ESP","Spain","2022-08-17","2022","8","17","0","5792","0.0","121.97","0","0","0.0","0.0"
"ESP","Spain","2022-08-18","2022","8","18","0","5792","0.0","121.97","0","0","0.0","0.0"
"ESP","Spain","2022-08-19","2022","8","19","327","6119","6.886","128.856","0","0","0.0","0.0"
"ESP","Spain","2022-08-20","2022","8","20","0","6119","0.0","128.856","0","0","0.0","0.0"
"ESP","Spain","2022-08-21","2022","8","21","0","6119","0.0","128.856","0","0","0.0","0.0"
"ESP","Spain","2022-08-22","2022","8","22","0","6119","0.0","128.856","0","0","0.0","0.0"
"ESP","Spain","2022-08-23","2022","8","23","165","6284","3.475","132.331","0","0","0.0","0.0"
"ESP","Spain","2022-08-24","2022","8","24","0","6284","0.0","132.331","0","0","0.0","0.0"
"ESP","Spain","2022-08-25","2022","8","25","0","6284","0.0","132.331","0","0","0.0","0.0"
"ESP","Spain","2022-08-26","2022","8","26","175","6459","3.685","136.016","0","0","0.0","0.0"
"ESP","Spain","2022-08-27","2022","8","27","0","6459","0.0","136.016","0","0","0.0","0.0"
"ESP","Spain","2022-08-28","2022","8","28","0","6459","0.0","136.016","0","0","0.0","0.0"
"ESP","Spain","2022-08-29","2022","8","29","0","6459","0.0","136.016","0","0","0.0","0.0"
"ESP","Spain","2022-08-30","2022","8","30","84","6543","1.769","137.785","0","0","0.0","0.0"
"ESP","Spain","2022-08-31","2022","8","31","0","6543","0.0","137.785","0","0","0.0","0.0"
"ESP","Spain","2022-09-01","2022","9","1","0","6543","0.0","137.785","0","0","0.0","0.0"
"ESP","Spain","2022-09-02","2022","9","2","102","6645","2.148","139.933","0","0","0.0","0.0"
"ESP","Spain","2022-09-03","2022","9","3","0","6645","0.0","139.933","0","0","0.0","0.0"
"ESP","Spain","2022-09-04","2022","9","4","0","6645","0.0","139.933","0","0","0.0","0.0"
"ESP","Spain","2022-09-05","2022","9","5","0","6645","0.0","139.933","0","0","0.0","0.0"
"ESP","Spain","2022-09-06","2022","9","6","104","6749","2.19","142.123","0","0","0.0","0.0"
"EST","Estonia","2022-06-28","2022","6","28","1","1","0.753","0.753","0","0","0.0","0.0"
"EST","Estonia","2022-06-29","2022","6","29","0","1","0.0","0.753","0","0","0.0","0.0"
"EST","Estonia","2022-06-30","2022","6","30","0","1","0.0","0.753","0","0","0.0","0.0"
"EST","Estonia","2022-07-01","2022","7","1","0","1","0.0","0.753","0","0","0.0","0.0"
"EST","Estonia","2022-07-02","2022","7","2","0","1","0.0","0.753","0","0","0.0","0.0"
"EST","Estonia","2022-07-03","2022","7","3","0","1","0.0","0.753","0","0","0.0","0.0"
"EST","Estonia","2022-07-04","2022","7","4","0","1","0.0","0.753","0","0","0.0","0.0"
"EST","Estonia","2022-07-05","2022","7","5","0","1","0.0","0.753","0","0","0.0","0.0"
"EST","Estonia","2022-07-06","2022","7","6","0","1","0.0","0.753","0","0","0.0","0.0"
"EST","Estonia","2022-07-07","2022","7","7","0","1","0.0","0.753","0","0","0.0","0.0"
"EST","Estonia","2022-07-08","2022","7","8","0","1","0.0","0.753","0","0","0.0","0.0"
"EST","Estonia","2022-07-09","2022","7","9","0","1","0.0","0.753","0","0","0.0","0.0"
"EST","Estonia","2022-07-10","2022","7","10","0","1","0.0","0.753","0","0","0.0","0.0"
"EST","Estonia","2022-07-11","2022","7","11","0","1","0.0","0.753","0","0","0.0","0.0"
"EST","Estonia","2022-07-12","2022","7","12","1","2","0.753","1.505","0","0","0.0","0.0"
"EST","Estonia","2022-07-13","2022","7","13","0","2","0.0","1.505","0","0","0.0","0.0"
"EST","Estonia","2022-07-14","2022","7","14","0","2","0.0","1.505","0","0","0.0","0.0"
"EST","Estonia","2022-07-15","2022","7","15","0","2","0.0","1.505","0","0","0.0","0.0"
"EST","Estonia","2022-07-16","2022","7","16","0","2","0.0","1.505","0","0","0.0","0.0"
"EST","Estonia","2022-07-17","2022","7","17","0","2","0.0","1.505","0","0","0.0","0.0"
"EST","Estonia","2022-07-18","2022","7","18","2","4","1.505","3.01","0","0","0.0","0.0"
"EST","Estonia","2022-07-19","2022","7","19","0","4","0.0","3.01","0","0","0.0","0.0"
"EST","Estonia","2022-07-20","2022","7","20","0","4","0.0","3.01","0","0","0.0","0.0"
"EST","Estonia","2022-07-21","2022","7","21","0","4","0.0","3.01","0","0","0.0","0.0"
"EST","Estonia","2022-07-22","2022","7","22","0","4","0.0","3.01","0","0","0.0","0.0"
"EST","Estonia","2022-07-23","2022","7","23","0","4","0.0","3.01","0","0","0.0","0.0"
"EST","Estonia","2022-07-24","2022","7","24","1","5","0.753","3.763","0","0","0.0","0.0"
"EST","Estonia","2022-07-25","2022","7","25","0","5","0.0","3.763","0","0","0.0","0.0"
"EST","Estonia","2022-07-26","2022","7","26","0","5","0.0","3.763","0","0","0.0","0.0"
"EST","Estonia","2022-07-27","2022","7","27","0","5","0.0","3.763","0","0","0.0","0.0"
"EST","Estonia","2022-07-28","2022","7","28","0","5","0.0","3.763","0","0","0.0","0.0"
"EST","Estonia","2022-07-29","2022","7","29","3","8","2.258","6.021","0","0","0.0","0.0"
"EST","Estonia","2022-07-30","2022","7","30","0","8","0.0","6.021","0","0","0.0","0.0"
"EST","Estonia","2022-07-31","2022","7","31","0","8","0.0","6.021","0","0","0.0","0.0"
"EST","Estonia","2022-08-01","2022","8","1","0","8","0.0","6.021","0","0","0.0","0.0"
"EST","Estonia","2022-08-02","2022","8","2","0","8","0.0","6.021","0","0","0.0","0.0"
"EST","Estonia","2022-08-03","2022","8","3","0","8","0.0","6.021","0","0","0.0","0.0"
