USSR,Semi Kazakh,DOE,50.0,78.0,0.0,0.0,0.0,18.0,18.0,Wr,Nan,Atmosph,22,03,1958
USA,Pacific,DOE,12.617,163.017,0.0,0.0,-28.0,1.7,1.7,We,Yucca,Balloon,28,04,1958
UK,Christmas Is,DOE,2.0,-157.0,0.0,0.0,0.0,3000.0,3000.0,Wr,Grapple Y,Airdrop,28,04,1958
USA,Enewetak,DOE,11.3,162.15,0.0,0.0,-0.001,18.0,18.0,Wr,Cactus,Surface,05,05,1958
USA,Bikini,DOE,11.35,165.2,0.0,0.0,-0.001,1360.0,1360.0,Wr,Fir,Barge,11,05,1958
USA,Enewetak,DOE,11.3,162.15,0.0,0.0,-0.001,81.0,81.0,Wr,Butternut,Barge,11,05,1958
USA,Enewetak,DOE,11.3,162.15,0.0,0.0,-0.001,1370.0,1370.0,Wr,Koa,Surface,12,05,1958
USA,Enewetak,DOE,11.3,162.15,0.0,0.0,0.2,9.0,9.0,We,Wahoo,Uw,16,05,1958
USA,Enewetak,DOE,11.3,162.15,0.0,0.0,-0.001,5.9,5.9,Wr,Holly,Barge,20,05,1958
USA,Bikini,DOE,11.35,165.2,0.0,0.0,-0.001,25.1,25.1,Wr,Nutmeg,Barge,21,05,1958
USA,Enewetak,DOE,11.3,162.15,0.0,0.0,-0.001,330.0,330.0,Wr,Yellow Wood,Barge,26,05,1958
USA,Enewetak,DOE,11.3,162.15,0.0,0.0,-0.001,57.0,57.0,Wr,Magnolia,Barge,26,05,1958
USA,Enewetak,DOE,11.3,162.15,0.0,0.0,-0.001,11.6,11.6,Wr,Tobacco,Barge,30,05,1958
USA,Bikini,DOE,11.35,165.2,0.0,0.0,-0.001,92.0,92.0,Wr,Sycamore,Barge,31,05,1958
USA,Enewetak,DOE,11.3,162.15,0.0,0.0,-0.001,15.0,15.0,Wr,Rose,Barge,02,06,1958
USA,Enewetak,DOE,11.3,162.15,0.0,0.0,0.05,8.0,8.0,We,Umbrella,Uw,08,06,1958
USA,Bikini,DOE,11.35,165.2,0.0,0.0,-0.001,213.0,213.0,Wr,Maple,Barge,10,06,1958
USA,Bikini,DOE,11.35,165.2,0.0,0.0,-0.001,319.0,319.0,Wr,Aspen,Barge,14,06,1958
USA,Enewetak,DOE,11.3,162.15,0.0,0.0,-0.001,1450.0,1450.0,Wr,Walnut,Barge,14,06,1958
USA,Enewetak,DOE,11.3,162.15,0.0,0.0,-0.001,11.0,11.0,Wr,Linden,Barge,18,06,1958
USA,Bikini,DOE,11.35,165.2,0.0,0.0,-0.001,412.0,412.0,Wr,Redwood,Barge,27,06,1958
USA,Enewetak,DOE,11.3,162.15,0.0,0.0,-0.001,880.0,880.0,Wr,Elder,Barge,27,06,1958
USA,Enewetak,DOE,11.3,162.15,0.0,0.0,-0.001,8900.0,8900.0,Wr,Oak,Barge,28,06,1958
USA,Bikini,DOE,11.35,165.2,0.0,0.0,-0.001,14.0,14.0,Wr,Hickory,Barge,29,06,1958
