"artist.gender","artist.name","artist.role","data.medium","data.thumbnail","data.title","data.url","dimensions.depth","dimensions.height","dimensions.width","metadata.acquisition date","metadata.creation decade","metadata.creation year","metadata.credit","artist.birth.location","artist.birth.year","artist.death.location","artist.death.year"
"Female","Benglis, Lynda","artist","Lead and steel on steel base","http://www.tate.org.uk/art/images/work/T/T13/T13353_8.jpg","Quartered Meteor","http://www.tate.org.uk/art/artworks/benglis-quartered-meteor-t13353","1580.0","1680.0","1500.0","2011","1960","1969","Presented by the American Fund for the Tate Gallery, partial purchase and partial gift of John Cheim and Howard Read 2010","Louisiana, United States","1941","","0"
"Male","Benjamin, Anthony","artist","Etching on paper","http://www.tate.org.uk/art/images/work/P/P78/P78370_8.jpg","Bright Hemisphere Blue","http://www.tate.org.uk/art/artworks/benjamin-bright-hemisphere-blue-p78370","0.0","410.0","510.0","2000","1950","1959","Purchased 2000","Hampshire, United Kingdom","1931","London, United Kingdom","2002"
"Male","Bennett, William","artist","Watercolour on paper","http://www.tate.org.uk/art/images/work/N/N01/N01722_8.jpg","In Richmond Park","http://www.tate.org.uk/art/artworks/bennett-in-richmond-park-n01722","0.0","546.0","368.0","1899","1850","1852","Presented by E. Homan 1899","","1811","","1871"
"Male","Benois, Alexander","artist","Watercolour on paper","http://www.tate.org.uk/art/images/work/T/T00/T00652_8.jpg","Limburg on the Lahn","http://www.tate.org.uk/art/artworks/benois-limburg-on-the-lahn-t00652","0.0","260.0","359.0","1964","1890","1894","Transferred from the Library 1964","Sankt-Peterburg, Rossiya","1870","Paris, France","1960"
"Female","Benois, Nadia","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N04/N04855_8.jpg","Near La Garde Freinet","http://www.tate.org.uk/art/artworks/benois-near-la-garde-freinet-n04855","0.0","762.0","635.0","1936","1930","1935","Presented by the Contemporary Art Society 1936","Sankt-Peterburg, Rossiya","1896","Gloucestershire, United Kingdom","1975"
"Male","Benrath, Frdric","artist","Lithograph on paper","http://www.tate.org.uk/art/images/work/P/P08/P08222_8.jpg","Untitled","http://www.tate.org.uk/art/artworks/benrath-untitled-p08222","0.0","293.0","428.0","1989","1950","1956","Transferred from the Library 1989","Chatou, France","1930","","0"
"Male","Benson, Abraham Harris","artist","Watercolour on board","","Newlands Corner","http://www.tate.org.uk/art/artworks/benson-newlands-corner-n04649","0.0","368.0","155.0","1932","1920","1928","Presented by Mrs A.H. Benson 1932","London, United Kingdom","1878","London, United Kingdom","1929"
"Male","Berber, Mersad","artist","Screenprint on paper","","Byzantium I","http://www.tate.org.uk/art/artworks/berber-byzantium-i-p07583","0.0","800.0","1200.0","1981","1980","1980","Purchased 1981","Bosanski Petrovac, Bosna i Hercegovina","1940","","0"
"Male","Berg, Adrian","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T03/T03929_8.jpg","Gloucester Gate, Regents Park, May","http://www.tate.org.uk/art/artworks/berg-gloucester-gate-regents-park-may-t03929","0.0","1774.0","1775.0","1984","1980","1982","Presented by the Trustees of the Chantrey Bequest 1984","London, United Kingdom","1929","Brighton, United Kingdom","2011"
"Male","Berkeley, Rev C J R","attributed to","Graphite, watercolour and gouache on paper","http://www.tate.org.uk/art/images/work/T/T09/T09466_8.jpg","Dolgelley","http://www.tate.org.uk/art/artworks/berkeley-dolgelley-t09466","0.0","269.0","154.0","1997","1800","1802","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","","0","","0"
"Male","Berman, Eugne","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T00/T00334_8.jpg","The Jug on the Window","http://www.tate.org.uk/art/artworks/berman-the-jug-on-the-window-t00334","0.0","600.0","810.0","1960","1930","1934","Presented by Arthur Jeffress 1960","Sankt-Peterburg, Rossiya","1899","Roma, Italia","1972"
"Male","Bernik, Janez","artist","Oil paint and sand on canvas","","Evening in the Quarry","http://www.tate.org.uk/art/artworks/bernik-evening-in-the-quarry-t00428","0.0","851.0","1407.0","1961","1960","1960","Purchased 1961","Slovenija","1933","","0"
"Male","Berry, John, CBE","artist","Printed papers and ink on paper","","[no title]","http://www.tate.org.uk/art/artworks/berry-no-title-t05842","0.0","363.0","361.0","1976","1960","1969","Presented by the artist 1976, accessioned 1991","","1925","","0"
"Male","Berthot, Jake","artist","Relief print on paper","http://www.tate.org.uk/art/images/work/P/P11/P11209_8.jpg","[no title]","http://www.tate.org.uk/art/artworks/berthot-no-title-p11209","0.0","450.0","602.0","1989","1980","1987","Presented by Garner H. Tullis and Pamela Auchincloss 1989","Niagara Falls, United States","1939","","0"
"Male","Bettes, John","artist","Oil paint on oak","http://www.tate.org.uk/art/images/work/N/N01/N01496_8.jpg","A Man in a Black Cap","http://www.tate.org.uk/art/artworks/bettes-a-man-in-a-black-cap-n01496","0.0","410.0","470.0","1897","1540","1545","Purchased 1897","","1531","London, United Kingdom","1570"
"Male","Beuys, Joseph","artist","6 photographic negatives","http://www.tate.org.uk/art/images/work/T/T07/T07976_8.jpg","Show Your Wound","http://www.tate.org.uk/art/artworks/beuys-show-your-wound-t07976","60.0","1950.0","1015.0","2003","1970","1977","Purchased 2003","Krefeld, Deutschland","1921","Dsseldorf, Deutschland","1986"
"Male","Bevan, Robert","artist","Oil paint on canvas mounted on hardboard","http://www.tate.org.uk/art/images/work/T/T01/T01121_8.jpg","Morning over the Ploughed Fields","http://www.tate.org.uk/art/artworks/bevan-morning-over-the-ploughed-fields-t01121","0.0","264.0","219.0","1969","1900","1904","Purchased 1969","Hove, United Kingdom","1865","London, United Kingdom","1925"
"Male","Bevan, Tony","artist","Pigment and acrylic paint on canvas","","Portrait Boy","http://www.tate.org.uk/art/artworks/bevan-portrait-boy-t13793","0.0","710.0","880.0","2013","1990","1990","Presented by the American Fund for the Tate Gallery, courtesy of Peter Norton 2012 ","Bradford, United Kingdom","1951","","0"
"Female","Bhimji, Zarina","artist","Film, Super 16 mm, shown as video, projection, colour and sound (stereo)","","Out of Blue","http://www.tate.org.uk/art/artworks/bhimji-out-of-blue-t11843","0.0","0.0","0.0","2004","2000","2002","Presented by Tate Members 2003, accessioned 2004","Mbarara, Uganda","1963","","0"
"Male","Bickerton, Ashley","artist","Wood, aluminium, wire, glass, canvas and coral","","Biofragment #2","http://www.tate.org.uk/art/artworks/bickerton-biofragment-2-t07875","1138.0","2136.0","2940.0","2002","1990","1990","Presented by the American Fund for the Tate Gallery 2000","Barbados","1959","","0"
"Male","Bict, Andr","artist","Etching on paper","http://www.tate.org.uk/art/images/work/P/P11/P11763_8.jpg","Percussion","http://www.tate.org.uk/art/artworks/bicat-percussion-p11763","0.0","565.0","735.0","2001","1960","1965","Presented by Tina, Tony and Nick Bict, the artist's children 2001","Essex, United Kingdom","1909","","1996"
"Male","Biederman, Charles","artist","Oil on aluminium","http://www.tate.org.uk/art/images/work/T/T00/T00882_8.jpg","Structurist Relief, Red Wing No. 20","http://www.tate.org.uk/art/artworks/biederman-structurist-relief-red-wing-no-20-t00882","149.0","914.0","1048.0","1966","1950","1954","Purchased 1966","Cleveland, United States","1906","","2004"
"Female","Biermann, Aenne","artist","Photograph, gelatin silver print on paper","","Ceramic Cup","http://www.tate.org.uk/art/artworks/biermann-ceramic-cup-p80261","0.0","170.0","125.0","2013","1920","1929","Purchased with funds provided by Pierre Brahm 2013 ","Goch, Deutschland","1893","Gera, Deutschland","1933"
"Male","Bigge, John","artist","Oil paint on wood","http://www.tate.org.uk/art/images/work/T/T03/T03057_8.jpg","Composition","http://www.tate.org.uk/art/artworks/bigge-composition-t03057","0.0","768.0","575.0","1980","1930","1933","Purchased 1980","Oxford, United Kingdom","1892","","1973"
"Male","Bill, Simon","artist","Screenprint on paper","","Fairy Face","http://www.tate.org.uk/art/artworks/bill-fairy-face-p79377","0.0","303.0","361.0","2008","2000","2008","Purchased with assistance from Anne Best 2008","Kingston-upon-Thames, United Kingdom","1958","","0"
"Male","Billingham, Richard","artist","Photograph, colour, Chromogenic print, on paper on aluminium","","Untitled","http://www.tate.org.uk/art/artworks/billingham-untitled-p11756","0.0","1580.0","1050.0","2000","1990","1994","Presented by Edward and Agnes Lee 2000","Birmingham, United Kingdom","1970","","0"
"Male","Binning, Bertram","artist","Screenprint on paper","http://www.tate.org.uk/art/images/work/P/P03/P03219_8.jpg","Merging Sides","http://www.tate.org.uk/art/artworks/binning-merging-sides-p03219","0.0","495.0","356.0","1977","1960","1967","Presented by Simon Fraser University, British Columbia 1977","Alberta, Canada","1909","West Vancouver, Canada","1976"
"Male","Bionda, Mario","artist","Oil paint, chalk and acrylic paint on canvas","","Forms on a White Background","http://www.tate.org.uk/art/artworks/bionda-forms-on-a-white-background-t00378","0.0","918.0","727.0","1960","1950","1958","Presented by Professor Gino Ghiringhelli 1960","Torino, Italia","1913","Milano, Italia","1985"
"Male","Birch, Samuel John Lamorna","artist","Watercolour on paper","","Study of White Rocks in a Landscape","http://www.tate.org.uk/art/artworks/birch-study-of-white-rocks-in-a-landscape-t11012","0.0","221.0","145.0","1997","0","0","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","Egremont","1869","England, United Kingdom","1955"
"Male","Bird, Edward","artist","Oil paint on oak","http://www.tate.org.uk/art/images/work/N/N00/N00323_8.jpg","The Raffle for the Watch","http://www.tate.org.uk/art/artworks/bird-the-raffle-for-the-watch-n00323","0.0","610.0","445.0","1847","0","0","Presented by Robert Vernon 1847","Wolverhampton, United Kingdom","1762","London, United Kingdom","1819"
"Male","Bird, John","artist","Lithograph on paper","","I.I.","http://www.tate.org.uk/art/artworks/bird-ii-p08006","0.0","441.0","559.0","1977","1970","1973","Transferred from the Library 1977","Doncaster, United Kingdom","1945","","0"
"Male","Birdhead (Ji Weiyu, born 1980; Song Tao, born 1979)","artist","25 photographs, cellulose print, black and white, on paper","","Welcome to Birdhead World Again","http://www.tate.org.uk/art/artworks/birdhead-ji-weiyu-welcome-to-birdhead-world-again-t13801","0.0","0.0","0.0","2013","2010","2012","Purchased with funds provided by the Asia-Pacific Acquisitions Committee 2013","","2004","","0"
"Male","Bishop, Henry","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N05/N05006_8.jpg","Sirocco, Tetuan","http://www.tate.org.uk/art/artworks/bishop-sirocco-tetuan-n05006","0.0","356.0","305.0","1940","1900","1907","Presented by Cecil French in memory of the artist 1940","London, United Kingdom","1868","London, United Kingdom","1939"
"Male","Bissier, Julius","artist","Tempera on fabric","http://www.tate.org.uk/art/images/work/T/T00/T00362_8.jpg","20 Jan. 59 Zurich","http://www.tate.org.uk/art/artworks/bissier-20-jan-59-zurich-t00362","0.0","235.0","200.0","1960","1950","1959","Purchased 1960","Freiburg im Breisgau, Deutschland","1893","Ascona, Schweiz","1965"
"Male","Bissill, George","artist","Oil paint on board","http://www.tate.org.uk/art/images/work/N/N05/N05341_8.jpg","Landscape, Layton","http://www.tate.org.uk/art/artworks/bissill-landscape-layton-n05341","0.0","756.0","635.0","1940","1930","1935","Presented by the Trustees of the Chantrey Bequest 1940","Fairford, United Kingdom","1896","","1973"
"Male","Bissire, Roger","artist","Etching and aquatint on paper","http://www.tate.org.uk/art/images/work/P/P77/P77113_8.jpg","Untitled","http://www.tate.org.uk/art/artworks/bissiere-untitled-p77113","0.0","318.0","394.0","1985","1950","1955","Purchased 1985","Lot-et-Garonne, France","1886","Lot, France","1964"
"Male","Bjrlo, Per Inge","artist","Linocut and lithograph on paper","http://www.tate.org.uk/art/images/work/P/P12/P12031_8.jpg","Drift","http://www.tate.org.uk/art/artworks/bjrlo-drift-p12031","0.0","1020.0","695.0","2004","1990","1996","Presented by Tyler Graphics Ltd in honour of Pat Gilmour, Tate Print Department 1974-7, 2004","lesund, Norge","1952","","0"
"","Black Audio Film Collective (John Akomfrah; Reece Auguis; Edward George; Lina Gopaul; Avril Johnson; David Lawson; Trevo","artist","Film, 35 mm, or video, high definition, projection, colour and sound (stereo)","","Expeditions Two: Images of Nationality","http://www.tate.org.uk/art/artworks/black-audio-film-collective-john-akomfrah-reece-auguis-edward-george-lina-gopaul-avril-t12864","0.0","0.0","0.0","2009","1980","1984","Presented by Tate Members 2008","","1958","","1998"
"Female","Black, Karla","artist","Cellophane, paint, sellotape, plaster powder, powder paint, sugar paper, chalk, bath bombs, ribbon and wood","","At Fault","http://www.tate.org.uk/art/artworks/black-at-fault-t13852","0.0","0.0","0.0","2013","2010","2011","Purchased with assistance from Outset Contemporary Art Fund 2013 ","Alexandria, United Kingdom","1972","","0"
"Female","Black, Sheila","artist","Screenprint on paper","","Broad Street Line","http://www.tate.org.uk/art/artworks/black-broad-street-line-p03090","0.0","1829.0","3048.0","1975","1960","1967","Presented by the Welsh Arts Council 1975","","0","","0"
"Female","Blackadder, Elizabeth","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T00/T00859_8.jpg","Still Life with Pomegranates","http://www.tate.org.uk/art/artworks/blackadder-still-life-with-pomegranates-t00859","0.0","1118.0","864.0","1966","1960","1963","Presented by the Trustees of the Chantrey Bequest 1966","Falkirk, United Kingdom","1931","","0"
"Female","Blacker, Kate","artist","Painted steel","http://www.tate.org.uk/art/images/work/T/T04/T04911_8.jpg","Made in 84","http://www.tate.org.uk/art/artworks/blacker-made-in-84-t04911","580.0","1525.0","2870.0","1987","1980","1984","Presented by the Patrons of New Art through the Friends of the Tate Gallery 1987","Petersfield, United Kingdom","1955","","0"
"Male","Blais, Jean-Charles","artist","Relief print on paper","","Blue Sky","http://www.tate.org.uk/art/artworks/blais-blue-sky-p11223","0.0","575.0","755.0","1989","1980","1987","Presented by Garner H. Tullis and Pamela Auchincloss 1989","Nantes, France","1956","","0"
"Male","Blake, Benjamin","artist","Oil paint on wood","http://www.tate.org.uk/art/images/work/N/N02/N02946_8.jpg","Still Life","http://www.tate.org.uk/art/artworks/blake-still-life-n02946","0.0","200.0","254.0","1913","1820","1829","Bequeathed by Sir Henry Layard GCB 1913","","1790","","1830"
"Male","Blake, John","artist","Screenprint and photograph on paper","","Six Hundred Eyes for Krzysztofory","http://www.tate.org.uk/art/artworks/blake-six-hundred-eyes-for-krzysztofory-p77117","0.0","1257.0","993.0","1985","1980","1981","Purchased 1985","Rhode Island, United States","1945","","0"
"Male","Blake, Peter","artist","Acrylic paint, graphite and ink on canvas","http://www.tate.org.uk/art/images/work/T/T07/T07900_8.jpg","Portrait of David Hockney in a Hollywood Spanish Interior","http://www.tate.org.uk/art/artworks/blake-portrait-of-david-hockney-in-a-hollywood-spanish-interior-t07900","21.0","1528.0","1828.0","2002","1960","1965","Presented by David Hockney 2002","Dartford, United Kingdom","1932","","0"
"Male","Blake, Robert","artist","Graphite on paper","http://www.tate.org.uk/art/images/work/A/A00/A00004_8.jpg","Six Drawings of Figures with Outstretched Arms","http://www.tate.org.uk/art/artworks/blake-six-drawings-of-figures-with-outstretched-arms-a00004","0.0","394.0","318.0","1922","0","0","Presented by Mrs John Richmond 1922","London, United Kingdom","1762","London, United Kingdom","1787"
"Male","Blake, William","artist","Etching with paint, watercolour and ink on paper","http://www.tate.org.uk/art/images/work/T/T13/T13004_8.jpg","First Book of Urizen pl. 11","http://www.tate.org.uk/art/artworks/blake-first-book-of-urizen-pl-11-t13004","0.0","184.0","257.0","2010","1790","1796","Purchased with funds provided by the Art Fund, Tate Members, Tate Patrons, Tate Fund and individual donors 2009","London, United Kingdom","1757","London, United Kingdom","1827"
"Male","Blamey, Norman","artist","Oil paint on board","http://www.tate.org.uk/art/images/work/T/T06/T06868_8.jpg","My Wife and Son","http://www.tate.org.uk/art/artworks/blamey-my-wife-and-son-t06868","0.0","887.0","1652.0","1994","1950","1959","Presented by Stephen Blamey, the artist's son 1994","London, United Kingdom","1914","","2000"
"Male","Blanche, Jacques-Emile","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N05/N05756_8.jpg","August Morning, Dieppe Beach","http://www.tate.org.uk/art/artworks/blanche-august-morning-dieppe-beach-n05756","0.0","603.0","730.0","1947","1930","1934","Presented by Georges A. Mevil-Blanche 1947","Auteuil","1861","Paris, France","1942"
"Female","Bland, Beatrice","artist","Oil paint on board","http://www.tate.org.uk/art/images/work/N/N04/N04964_8.jpg","Yachts at Lymington","http://www.tate.org.uk/art/artworks/bland-yachts-at-lymington-n04964","0.0","610.0","508.0","1938","1930","1938","Presented by the Trustees of the Chantrey Bequest 1938","Lincolnshire, United Kingdom","1864","London, United Kingdom","1951"
"Male","Blaymires, Charles Henry","artist","Stone","","Inscription: To be afraid","http://www.tate.org.uk/art/artworks/blaymires-inscription-to-be-afraid-t03709","90.0","670.0","380.0","1983","1920","1925","Transferred from the Victoria & Albert Museum 1983","","1908","","1970"
"Male","Bleckner, Ross","artist","Relief print on paper","","Untitled","http://www.tate.org.uk/art/artworks/bleckner-untitled-p13293","0.0","406.0","508.0","2013","1990","1991","Presented by the American Fund for the Tate Gallery, courtesy of Eileen and Peter Norton 2012","New York, United States","1949","","0"
"Female","Blees Luxemburg, Rut","artist","Photograph, colour, on paper mounted onto aluminium","http://www.tate.org.uk/art/images/work/P/P78/P78570_8.jpg","Viewing the Open","http://www.tate.org.uk/art/artworks/blees-luxemburg-viewing-the-open-p78570","0.0","2420.0","1500.0","2001","1990","1999","Purchased 2001","Deutschland","1967","","0"
"Male","Bliss, Douglas Percy","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T03/T03203_8.jpg","Gunhills, Windley","http://www.tate.org.uk/art/artworks/bliss-gunhills-windley-t03203","0.0","1016.0","762.0","1981","1940","1946","Purchased 1981","Karachi, Pakistan","1900","","1984"
"Male","Bloch, Martin","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T00/T00883_8.jpg","Afternoon in Bangor","http://www.tate.org.uk/art/artworks/bloch-afternoon-in-bangor-t00883","0.0","914.0","1270.0","1966","1950","1952","Presented by Mrs C. Bloch, the artist's widow 1966","Schlesien","1883","London, United Kingdom","1954"
"Female","Blom, Ansuya","artist","Gouache and ink on photograph on paper","","...this human being...","http://www.tate.org.uk/art/artworks/blom-this-human-being-t13189","0.0","220.0","300.0","2010","1990","1994","Presented by the artist in memory of Stuart Morgan 2010","Groningen, Nederland","1956","","0"
"Male","Blore, Edward","manner of","Intaglio print on paper","http://www.tate.org.uk/art/images/work/T/T05/T05241_8.jpg","St Margarets at Cliff, near Dover, Kent","http://www.tate.org.uk/art/artworks/blore-st-margarets-at-cliff-near-dover-kent-t05241","0.0","254.0","178.0","1988","0","0","Purchased 1988","Stamford, United Kingdom","1789","London, United Kingdom","1879"
"Female","Blow, Sandra","artist","Acrylic paint, cardboard and paper on canvas","http://www.tate.org.uk/art/images/work/T/T12/T12564_8.jpg","Vivace","http://www.tate.org.uk/art/artworks/blow-vivace-t12564","0.0","2600.0","2600.0","2008","1980","1988","Presented by Tate Members 2007","London, United Kingdom","1925","","2006"
"Female","Bo, Hou","artist","Photograph, gelatin silver print on paper","","Chairman Mao Zedong at Beidaihe Hebei Provence","http://www.tate.org.uk/art/artworks/bo-chairman-mao-zedong-at-beidaihe-hebei-provence-p13135","0.0","235.0","300.0","2010","1950","1954","Accepted by HM Government in lieu of inheritance tax from the Estate of Barbara Lloyd and allocated to Tate 2009","Zhonghua","1924","","0"
"Male","Boccioni, Umberto","artist","Bronze","http://www.tate.org.uk/art/images/work/T/T01/T01589_8.jpg","Unique Forms of Continuity in Space","http://www.tate.org.uk/art/artworks/boccioni-unique-forms-of-continuity-in-space-t01589","368.0","876.0","1175.0","1972","1910","1913","Purchased 1972","Reggio di Calabria, Italia","1882","Veneto, Italia","1916"
"Male","Bochner, Mel","artist","Ink on paper","http://www.tate.org.uk/art/images/work/T/T12/T12893_8.jpg","Language is not transparent","http://www.tate.org.uk/art/artworks/bochner-language-is-not-transparent-t12893","0.0","179.0","247.0","2009","1960","1969","Presented anonymously 2009","Pittsburgh, United States","1940","","0"
"Male","Bock, Thophile de","artist","Oil paint on wood","","Woudrichem","http://www.tate.org.uk/art/artworks/bock-woudrichem-n02873","0.0","438.0","330.0","1912","1890","1890","Presented by J.C.J. Drucker 1912","s Gravenhage, Nederland","1851","Haarlem, Nederland","1904"
"Male","Boden, Neville","artist","Steel","http://www.tate.org.uk/art/images/work/T/T01/T01209_8.jpg","Blow in her Ear","http://www.tate.org.uk/art/artworks/boden-blow-in-her-ear-t01209","991.0","737.0","1822.0","1970","1960","1969","Purchased 1970","South Africa","1929","","1996"
"Male","Boehm, Sir Joseph Edgar","artist","Marble","http://www.tate.org.uk/art/images/work/N/N02/N02244_8.jpg","Mrs Wynn Ellis","http://www.tate.org.uk/art/artworks/boehm-mrs-wynn-ellis-n02244","267.0","457.0","648.0","1906","0","0","Presented by S.W. Graystone 1906","Wien, sterreich","1834","London, United Kingdom","1890"
"Male","Boetti, Alighiero","artist","81 photographs, black and white on paper, colour postcards and printed papers on card","http://www.tate.org.uk/art/images/work/T/T13/T13028_8.jpg","Insicuro Noncurante","http://www.tate.org.uk/art/artworks/boetti-insicuro-noncurante-t13028","0.0","0.0","0.0","2010","1970","1975","Presented by Tate Members 2010","Torino, Italia","1940","","1994"
"Female","Bohm, Dorothy","artist","Photograph, gelatin silver print on paper","","Paris","http://www.tate.org.uk/art/artworks/bohm-paris-p13104","0.0","185.0","235.0","2010","1970","1970","Accepted by HM Government in lieu of inheritance tax from the Estate of Barbara Lloyd and allocated to Tate 2009","Knigsberg in Bayern, Deutschland","1924","","0"
"Male","Boisvert, Gilles","artist","Screenprint on paper","http://www.tate.org.uk/art/images/work/P/P03/P03168_8.jpg","Silver Bird over the Rue St Laurent","http://www.tate.org.uk/art/artworks/boisvert-silver-bird-over-the-rue-st-laurent-p03168","0.0","410.0","613.0","1976","1970","1971","Presented by the University of Quebec 1976","Qubec, Canada","1940","","0"
"Male","Boitard, Louis Philippe","manner of","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N05/N05853_8.jpg","An Exact Representation of the Game of Cricket","http://www.tate.org.uk/art/artworks/boitard-an-exact-representation-of-the-game-of-cricket-n05853","0.0","591.0","489.0","1948","1760","1760","Purchased 1948","France","1734","","1760"
"Male","Boltanski, Christian","artist","42 photographs on paper, 42 electric lamps, fabric and wood","http://www.tate.org.uk/art/images/work/T/T06/T06605_8.jpg","The Reserve of Dead Swiss","http://www.tate.org.uk/art/artworks/boltanski-the-reserve-of-dead-swiss-t06605","270.0","4725.0","2834.0","1992","1990","1990","Presented by the Fondation Cartier 1992","Paris, France","1944","","0"
"Male","Bolus, Michael","artist","Painted aluminium and steel","","Untitled","http://www.tate.org.uk/art/artworks/bolus-untitled-t01359","1016.0","6852.0","1702.0","1970","1970","1971","Presented by Alistair McAlpine (later Lord McAlpine of West Green) 1970","South Africa","1934","","2013"
"Male","Bomberg, David","artist","Oil paint on board","http://www.tate.org.uk/art/images/work/T/T06/T06998_8.jpg","Bomb Store","http://www.tate.org.uk/art/artworks/bomberg-bomb-store-t06998","0.0","972.0","745.0","1995","1940","1942","Purchased 1995","Birmingham, United Kingdom","1890","London, United Kingdom","1957"
"Male","Bond, Henry","artist","Letterpress on paper","http://www.tate.org.uk/art/images/work/P/P11/P11422_8.jpg","[no title]","http://www.tate.org.uk/art/artworks/bond-no-title-p11422","0.0","470.0","612.0","1997","1990","1994","Presented by Charles Booth-Clibborn in memory of Joshua Compston 1997","Great Britain, United Kingdom","1966","","0"
"Male","Bone, Sir Muirhead","artist","Intaglio print on paper","http://www.tate.org.uk/art/images/work/P/P03/P03007_8.jpg","Somerset House","http://www.tate.org.uk/art/artworks/bone-somerset-house-p03007","0.0","286.0","305.0","1918","1900","1905","Presented by the Ministry of Information 1918","","1876","Oxford, United Kingdom","1953"
"Male","Bone, Stephen","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T07/T07231_8.jpg","Little Venice","http://www.tate.org.uk/art/artworks/bone-little-venice-t07231","0.0","1022.0","762.0","1997","1950","1952","Purchased 1997","London, United Kingdom","1904","London, United Kingdom","1958"
"Male","Bonechi, Lorenzo","artist","Etching, drypoint and aquatint on paper","","The Deer Hunt","http://www.tate.org.uk/art/artworks/bonechi-the-deer-hunt-p77134","0.0","987.0","829.0","1986","1980","1985","Purchased 1986","Figline Valdarno, Italia","1955","","1994"
"Male","Bonington, Richard Parkes","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T11/T11900_8.jpg","French Coast with Fishermen","http://www.tate.org.uk/art/artworks/bonington-french-coast-with-fishermen-t11900","0.0","967.0","643.0","2004","1820","1825","Purchased with assistance from the Heritage Lottery Fund, the Art Fund and Tate Members 2004","Arnold, United Kingdom","1802","London, United Kingdom","1828"
"Male","Bonnard, Pierre","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T12/T12612_8.jpg","The Yellow Boat","http://www.tate.org.uk/art/artworks/bonnard-the-yellow-boat-t12612","20.0","754.0","581.0","2008","1930","1936","Bequeathed by Simon Sainsbury 2006, accessioned 2008","Fontenay-aux-Roses, France","1867","Cannet, le, France","1947"
"Female","Bontecou, Lee","artist","Graphite on paper","","Drawing","http://www.tate.org.uk/art/artworks/bontecou-drawing-t00506","0.0","997.0","686.0","1962","1960","1961","Presented by Leo Castelli 1962","Providence, United States","1931","","0"
"","Booth, L","artist","Photograph, gelatin silver print on paper","","Gondola","http://www.tate.org.uk/art/artworks/booth-gondola-p13097","0.0","130.0","85.0","2010","0","0","Accepted by HM Government in lieu of inheritance tax from the Estate of Barbara Lloyd and allocated to Tate 2009","","0","","0"
"Female","Borland, Christine","artist","Leather, sawdust and PVC","http://www.tate.org.uk/art/images/work/T/T07/T07559_8.jpg","Phantom Twins","http://www.tate.org.uk/art/artworks/borland-phantom-twins-t07559","0.0","0.0","0.0","1999","1990","1997","Presented by the Patrons of New Art through the Tate Gallery Foundation 1999","Darvel, United Kingdom","1965","","0"
"Male","Bornfriend, Jacob","artist","Oil paint on canvas","","Grey and Blue Still Life","http://www.tate.org.uk/art/artworks/bornfriend-grey-and-blue-still-life-t00462","70.0","1052.0","848.0","1961","1960","1960","Presented by Dr Henry Roland 1961","Cesk Republika","1904","","1976"
"Male","Borofsky, Jonathan","artist","Graphite and ink on paper","","Untitled at 2,436,185","http://www.tate.org.uk/art/artworks/borofsky-untitled-at-2436185-t03917","0.0","307.0","355.0","1984","1970","1977","Purchased 1984","Boston, United States","1942","","0"
"Male","Borseller, Peter","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N06/N06175_8.jpg","Portrait of a Lady","http://www.tate.org.uk/art/artworks/borseller-portrait-of-a-lady-n06175","0.0","711.0","914.0","1953","0","0","Bequeathed by Sir Edward Marsh through the Art Fund 1953","","1644","","1687"
"Male","Boshier, Derek","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T07/T07475_8.jpg","Shy Cowboy","http://www.tate.org.uk/art/artworks/boshier-shy-cowboy-t07475","33.0","1022.0","1324.0","1998","1980","1980","Presented anonymously 1998","Portsmouth, United Kingdom","1937","","0"
"Male","Bosman, Richard","artist","Woodcut on paper","","Falling Man","http://www.tate.org.uk/art/artworks/bosman-falling-man-p77135","0.0","1068.0","1448.0","1986","1980","1984","Purchased 1986","Madras, Bharat","1944","","0"
"Male","Boswell, James","artist","Ink and watercolour on paper","","Le Sphinx","http://www.tate.org.uk/art/artworks/boswell-le-sphinx-t12845","0.0","341.0","503.0","2008","1930","1939","Presented by Ruth Boswell 2008","Westport, New Zealand","1906","","1971"
