"artist.gender","artist.name","artist.role","data.medium","data.thumbnail","data.title","data.url","dimensions.depth","dimensions.height","dimensions.width","metadata.acquisition date","metadata.creation decade","metadata.creation year","metadata.credit","artist.birth.location","artist.birth.year","artist.death.location","artist.death.year"
"Female","Abakanowicz, Magdalena","artist","Burlap and resin","http://www.tate.org.uk/art/images/work/T/T12/T12981_8.jpg","Backs","http://www.tate.org.uk/art/artworks/abakanowicz-backs-t12981","0.0","0.0","0.0","2009","1970","1976","Presented anonymously 2009","Polska","1930","","0"
"Male","Abbey, Edwin Austin","artist","Ink on paper","http://www.tate.org.uk/art/images/work/N/N03/N03992_8.jpg","Illustration to Judith Shakespeare","http://www.tate.org.uk/art/artworks/abbey-illustration-to-judith-shakespeare-n03992","0.0","419.0","305.0","1924","1880","1883","Presented by a group of admirers through John Singer Sargent 1924","Philadelphia, United States","1852","London, United Kingdom","1911"
"Female","Abbott, Berenice","artist","Photograph, gelatin silver print on paper","","Tri-Boro Barber Shop","http://www.tate.org.uk/art/artworks/abbott-tri-boro-barber-shop-p13100","0.0","200.0","250.0","2010","1930","1935","Accepted by HM Government in lieu of inheritance tax from the Estate of Barbara Lloyd and allocated to Tate 2009","Springfield, United States","1898","Monson, United States","1991"
"Male","Abbott, Lemuel Francis","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T01/T01067_8.jpg","Portrait of the Engraver Francesco Bartolozzi","http://www.tate.org.uk/art/artworks/abbott-portrait-of-the-engraver-francesco-bartolozzi-t01067","0.0","676.0","756.0","1968","0","0","Presented by Mrs M. Bernard 1968","Leicestershire, United Kingdom","1760","London, United Kingdom","1803"
"Male","Abrahams, Ivor","artist","Fibreglass and polystyrene","http://www.tate.org.uk/art/images/work/T/T03/T03369_8.jpg","Lady in Niche","http://www.tate.org.uk/art/artworks/abrahams-lady-in-niche-t03369","762.0","1575.0","2095.0","1982","1970","1973","Purchased 1982","Wigan, United Kingdom","1935","","0"
"Male","Absalon","artist","Video, monitor or projection, colour and sound","","Assassinations","http://www.tate.org.uk/art/artworks/absalon-assassinations-t07227","0.0","0.0","0.0","1997","1990","1993","Presented by Galerie Chantal Crousel 1997","Tel Aviv-Yafo, Yisra'el","1964","Paris, France","1993"
"Female","Abts, Tomma","artist","Acrylic paint and oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T13/T13592_8.jpg","Zebe","http://www.tate.org.uk/art/artworks/abts-zebe-t13592","0.0","380.0","480.0","2012","2010","2010","Presented by Tate Members 2011","Kiel, Deutschland","1967","","0"
"Male","Acconci, Vito","artist","6 works on paper, photographs, ink and printed papers","","TRANSFERENCE ZONE","http://www.tate.org.uk/art/artworks/acconci-transference-zone-t13178","0.0","992.0","858.0","2010","1970","1972","Presented by the Billstone Foundation 2009","New York, United States","1940","","0"
"Male","Ackling, Roger","artist","Burnt lines on board and transfer lettering on card","http://www.tate.org.uk/art/images/work/T/T03/T03562_8.jpg","Five Sunsets in One Hour","http://www.tate.org.uk/art/artworks/ackling-five-sunsets-in-one-hour-t03562","0.0","367.0","558.0","1983","1970","1978","Presented by the Contemporary Art Society 1983","Isleworth, United Kingdom","1947","","2014"
"Male","Ackroyd, Norman","artist","Etching and watercolour on paper","http://www.tate.org.uk/art/images/work/P/P77/P77815_8.jpg","Cartmel Fell","http://www.tate.org.uk/art/artworks/ackroyd-cartmel-fell-p77815","0.0","480.0","628.0","1996","1990","1996","Purchased 1996","Leeds, United Kingdom","1938","","0"
"Male","Adam, Robert","artist","Watercolour, graphite, gouache and ink on paper","http://www.tate.org.uk/art/images/work/T/T09/T09843_8.jpg","Composition: River in a Gorge","http://www.tate.org.uk/art/artworks/adam-composition-river-in-a-gorge-t09843","0.0","373.0","302.0","1997","0","0","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","Kirkcaldy, United Kingdom","1728","London, United Kingdom","1792"
"Male","Adams, Harry William","artist","Oil paint on canvas","","Winters Sleep","http://www.tate.org.uk/art/artworks/adams-winters-sleep-n01838","0.0","1841.0","1226.0","1900","1900","1900","Presented by the Trustees of the Chantrey Bequest 1900","Worcester, United Kingdom","1868","Worcester, United Kingdom","1947"
"Male","Adams, Norman","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T05/T05820_8.jpg","Christs Cross and Adams Tree","http://www.tate.org.uk/art/artworks/adams-christs-cross-and-adams-tree-t05820","0.0","1526.0","1270.0","1990","1980","1989","Presented by the Trustees of the Chantrey Bequest 1990","London, United Kingdom","1927","","2005"
"Male","Adams, Robert","artist","Steel wire and wood","http://www.tate.org.uk/art/images/work/T/T07/T07034_8.jpg","Space Construction with a Spiral","http://www.tate.org.uk/art/artworks/adams-space-construction-with-a-spiral-t07034","410.0","420.0","940.0","1995","1950","1950","Purchased 1995","Northampton, United Kingdom","1917","","1984"
"Male","Adeney, Bernard","artist","Tempera on canvas","","Toy Sailing Boats, the Round Pond","http://www.tate.org.uk/art/artworks/adeney-toy-sailing-boats-the-round-pond-n04568","0.0","3048.0","2276.0","1931","1910","1911","Purchased 1931","London, United Kingdom","1878","","1966"
"Male","Adler, Jankel","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T00/T00372_8.jpg","The Mutilated","http://www.tate.org.uk/art/artworks/adler-the-mutilated-t00372","0.0","1118.0","864.0","1960","1940","1942","Presented by Robert Strauss 1960","Tuszyn, Polska","1895","Aldbourne, United Kingdom","1949"
"Female","Adshead, Mary","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T07/T07229_8.jpg","The Cruise","http://www.tate.org.uk/art/artworks/adshead-the-cruise-t07229","0.0","1822.0","1420.0","1997","1930","1934","Purchased 1997","London, United Kingdom","1904","Hampstead, United Kingdom","1995"
"Male","Adzak, Roy","artist","Acrylic paint on brass","","Cut Bottle Relief","http://www.tate.org.uk/art/artworks/adzak-cut-bottle-relief-t00875","73.0","406.0","330.0","1966","1960","1966","Presented by Miss Iris Clert 1966","Reading, United Kingdom","1927","Paris, France","1987"
"Male","Afro","artist","Crayon, watercolour and gouache on paper","","The Struggle","http://www.tate.org.uk/art/artworks/afro-the-struggle-t00017","0.0","210.0","267.0","1955","1950","1951","Purchased 1955","Udine, Italia","1912","Zrich, Schweiz","1976"
"Female","Agar, Eileen","artist","Acrylic paint on canvas","http://www.tate.org.uk/art/images/work/T/T06/T06749_8.jpg","Figures in a Garden","http://www.tate.org.uk/art/artworks/agar-figures-in-a-garden-t06749","0.0","1530.0","1225.0","1993","1970","1979","Accepted by HM Government in lieu of tax and allocated to the Tate Gallery 1993","Ayacucho, Argentina","1899","London, United Kingdom","1991"
"Male","Agasse, Jacques Laurent","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T02/T02351_8.jpg","Lord Riverss Groom Leading a Chestnut Hunter towards a Coursing Party in Hampshire","http://www.tate.org.uk/art/artworks/agasse-lord-riverss-groom-leading-a-chestnut-hunter-towards-a-coursing-party-in-hampshire-t02351","0.0","625.0","660.0","1979","1800","1807","Presented by Paul Mellon through the British Sporting Art Trust 1979","Genve, Schweiz","1767","London, United Kingdom","1849"
"Female","Ahtila, Eija-Liisa","artist","Video, 2 projections, colour and sound (stereo)","","Consolation Service","http://www.tate.org.uk/art/artworks/ahtila-consolation-service-t07783","0.0","0.0","0.0","2001","1990","1999","Purchased 2001","Hmeenlinna, Suomi","1959","","0"
"Male","Ai, Weiwei","artist","Porcelain","http://www.tate.org.uk/art/images/work/T/T13/T13408_8.jpg","Sunflower Seeds","http://www.tate.org.uk/art/artworks/ai-sunflower-seeds-t13408","0.0","0.0","0.0","2012","2010","2010","Purchased with assistance from Tate International Council, the American Patrons of Tate, the Art Fund, and Stephen and Yana Peel 2012    ","Beijing, Zhonghua","1957","","0"
"Male","Aitchison, Craigie","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T06/T06680_8.jpg","Model and Dog","http://www.tate.org.uk/art/artworks/aitchison-model-and-dog-t06680","0.0","1880.0","2210.0","1993","1970","1974","Presented by the executors of the estate of David Wilkie 1993","Edinburgh, United Kingdom","1926","","2009"
"Male","Ajmone, Giuseppe","artist","Oil paint on canvas","","Autumn","http://www.tate.org.uk/art/artworks/ajmone-autumn-t00379","0.0","648.0","997.0","1960","1950","1959","Presented by Professor Gino Ghiringhelli 1960","Carpignano Sesia, Italia","1923","","2005"
"Male","Aksel, Erdag","artist","Mirror, copperplated and oxidised brass and iron","","Reflection of Craft","http://www.tate.org.uk/art/artworks/aksel-reflection-of-craft-t13244","270.0","550.0","1900.0","2011","1990","1999","Presented anonymously 2010","Izmir, Trkiye","1953","","0"
"Female","Al-Ani, Jananne","artist","Video, 5 projections, black and white and colour, and sound (stereo)","","The Visit","http://www.tate.org.uk/art/artworks/al-ani-the-visit-t12983","0.0","0.0","0.0","2009","2000","2004","Presented by Tate Members 2010","Kirkuk, Al-Iraq","1966","","0"
"Male","Albers, Josef","artist","Oil paint on wood","http://www.tate.org.uk/art/images/work/T/T12/T12215_8.jpg","Homage to the Square: Study for Nocturne","http://www.tate.org.uk/art/artworks/albers-homage-to-the-square-study-for-nocturne-t12215","0.0","532.0","534.0","2006","1950","1951","Presented by The Josef and Anni Albers Foundation 2006","Bottrop, Deutschland","1888","New Haven, United States","1976"
"Male","Albright, Ivan","artist","Bronze","","Josephine Medill Paterson Albright","http://www.tate.org.uk/art/artworks/albright-josephine-medill-paterson-albright-t02316","270.0","225.0","346.0","1978","1950","1954","Presented by Mr and Mrs Michael Croydon through the American Federation of Arts 1978","Chicago, United States","1897","Woodstock, United States","1983"
"Male","Aldridge, John","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T07/T07626_8.jpg","Head and Fruit","http://www.tate.org.uk/art/artworks/aldridge-head-and-fruit-t07626","0.0","813.0","660.0","2000","1930","1930","Purchased 2000","Greenwich, United Kingdom","1905","","1983"
"Male","Alechinsky, Pierre","artist","Etching on paper","http://www.tate.org.uk/art/images/work/P/P77/P77242_8.jpg","The Night","http://www.tate.org.uk/art/artworks/alechinsky-the-night-p77242","0.0","307.0","234.0","1987","1950","1952","Purchased 1987","Bruxelles, Belgi","1927","","0"
"Male","Alexander, Edwin","artist","Watercolour on paper","","Peacock and Python","http://www.tate.org.uk/art/artworks/alexander-peacock-and-python-n01965","0.0","1780.0","1018.0","1905","1900","1905","Presented by the Trustees of the Chantrey Bequest 1905","Edinburgh, United Kingdom","1870","Musselburgh, United Kingdom","1926"
"Male","Alexander, William","artist","Graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T08/T08735_8.jpg","View in Bridge Street, Northampton","http://www.tate.org.uk/art/artworks/alexander-view-in-bridge-street-northampton-t08735","0.0","187.0","216.0","1997","0","0","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","Maidstone, United Kingdom","1767","Maidstone, United Kingdom","1816"
"Male","Alimpiev, Victor","artist","Video, projection, colour and sound","","Sweet Nightingale","http://www.tate.org.uk/art/artworks/alimpiev-sweet-nightingale-t12892","0.0","0.0","0.0","2009","2000","2005","Purchased with funds provided by Outset Contemporary Art Fund 2009  ","Moskva, Rossiya","1973","","0"
"Male","Alken Family","attributed to","Graphite on paper","http://www.tate.org.uk/art/images/work/T/T09/T09621_8.jpg","Camp Scene","http://www.tate.org.uk/art/artworks/alken-family-camp-scene-t09621","0.0","103.0","90.0","1997","0","0","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","","1756","","1894"
"Male","Alken, Henry Thomas","artist","Graphite on paper","http://www.tate.org.uk/art/images/work/T/T09/T09604_8.jpg","A Hunting Scene","http://www.tate.org.uk/art/artworks/alken-a-hunting-scene-t09604","0.0","355.0","96.0","1997","0","0","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","London, United Kingdom","1785","London, United Kingdom","1851"
"Male","Alken, Samuel, Senior","attributed to","Graphite and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T09/T09608_8.jpg","A Gothic ?Abbey with Four Towers, Two of Them Octagonal","http://www.tate.org.uk/art/artworks/alken-a-gothic-abbey-with-four-towers-two-of-them-octagonal-t09608","0.0","372.0","230.0","1996","0","0","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","London, United Kingdom","1756","London, United Kingdom","1815"
"Male","Allan, David","artist","Graphite, ink and watercolour on paper","http://www.tate.org.uk/art/images/work/T/T08/T08119_8.jpg","The Start of the Race in the Corso, Rome","http://www.tate.org.uk/art/artworks/allan-the-start-of-the-race-in-the-corso-rome-t08119","0.0","380.0","219.0","1996","1760","1767","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","Alloa, United Kingdom","1744","Edinburgh, United Kingdom","1796"
"Female","Allan, Julian Phelps","artist","Bronze on limestone base","","Marjorie","http://www.tate.org.uk/art/artworks/allan-marjorie-n04479","240.0","230.0","515.0","1929","1920","1928","Presented by the Trustees of the Chantrey Bequest 1929","Southampton, United Kingdom","1892","","1996"
"Male","Allan, Sir William","artist","Oil paint on mahogany","http://www.tate.org.uk/art/images/work/N/N00/N00373_8.jpg","Tartar Robbers Dividing Spoil","http://www.tate.org.uk/art/artworks/allan-tartar-robbers-dividing-spoil-n00373","0.0","521.0","641.0","1847","1810","1817","Presented by Robert Vernon 1847","Edinburgh, United Kingdom","1782","Edinburgh, United Kingdom","1850"
"Male","Allen, George Warner","artist","Oil paint and tempera on canvas","http://www.tate.org.uk/art/images/work/T/T06/T06610_8.jpg","The Return from Cythera","http://www.tate.org.uk/art/artworks/allen-the-return-from-cythera-t06610","0.0","1270.0","1165.0","1992","1980","1985","Purchased 1992","Paris, France","1916","Wallingford, United Kingdom","1988"
"Male","Allen, Joseph William","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N01/N01904_8.jpg","A Landscape","http://www.tate.org.uk/art/artworks/allen-a-landscape-n01904","0.0","1206.0","787.0","1902","0","0","Presented by T.W. Bacon 1902","Lambeth, United Kingdom","1803","London, United Kingdom","1852"
"Male","Allen, Phillip","artist","2 works on board, oil paint","http://www.tate.org.uk/art/images/work/T/T12/T12824_8.jpg","Beezerspline (Counter Attack Version)","http://www.tate.org.uk/art/artworks/allen-beezerspline-counter-attack-version-t12824","90.0","2440.0","1827.0","2008","2000","2003","Purchased with funds provided by the Nicholas Themans Trust 2009","London, United Kingdom","1967","","0"
"Male","Allen, Richard","artist","Polyvinyl acetate on 6 canvases","","Untitled Systems painting (six sections)","http://www.tate.org.uk/art/artworks/allen-untitled-systems-painting-six-sections-t12930","0.0","0.0","0.0","2009","1970","1972","Presented by Tate Members 2010","Worcestershire, United Kingdom","1933","","1999"
"Female","Alley, Anthea","artist","Brass","http://www.tate.org.uk/art/images/work/T/T00/T00655_8.jpg","Spatial Form","http://www.tate.org.uk/art/artworks/alley-spatial-form-t00655","298.0","279.0","337.0","1964","1960","1962","Purchased 1964","Seremban, Malaysia","1927","","1993"
"Male","Allington, Edward","artist","Terracotta, plastic and steel","","Oblivion Penetrated","http://www.tate.org.uk/art/artworks/allington-oblivion-penetrated-t06895","900.0","920.0","1450.0","1994","1980","1982","Presented by the Weltkunst Foundation 1994","Cumbria, United Kingdom","1951","","0"
"Male","Allinson, Adrian","artist","Oil paint on canvas","","Ibizan Waterfront","http://www.tate.org.uk/art/artworks/allinson-ibizan-waterfront-t01864","0.0","813.0","664.0","1974","1930","1933","Presented by Miss Mary Mitchell-Smith 1974","London, United Kingdom","1890","","1959"
"Male","Allom, Thomas","manner of","Engraving on paper","http://www.tate.org.uk/art/images/work/T/T06/T06384_8.jpg","South View of Lowther Castle, the Seat of William Lowther, Earl of Lonsdale, engraved by J. Thomas","http://www.tate.org.uk/art/artworks/allom-south-view-of-lowther-castle-the-seat-of-william-lowther-earl-of-lonsdale-engraved-t06384","0.0","0.0","0.0","1988","1830","1833","Transferred from the British Museum 1988","London, United Kingdom","1804","Barnes, United Kingdom","1872"
"Female","Allora, Jennifer","artist","Metal, plastic, nylon, radio transmitter, aerials and microphone","","Ten minute transmission","http://www.tate.org.uk/art/artworks/allora-calzadilla-ten-minute-transmission-t13698","3048.0","6096.0","2743.0","2013","2000","2003","Presented by the American Fund for the Tate Gallery, courtesy of the American Acquisitions Committee 2012","Philadelphia, United States","1974","","0"
"Male","Alma-Tadema, Sir Lawrence","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N04/N04949_8.jpg","A Priestess of Apollo","http://www.tate.org.uk/art/artworks/alma-tadema-a-priestess-of-apollo-n04949","0.0","298.0","349.0","1938","1880","1888","Bequeathed by R.H. Williamson 1938","Dronrijp, Nederland","1836","Wiesbaden, Deutschland","1912"
"Female","Almeida, Helena","artist","Ink and pastel on paper","http://www.tate.org.uk/art/images/work/T/T13/T13491_8.jpg","Drawing (with pigment)","http://www.tate.org.uk/art/artworks/almeida-drawing-with-pigment-t13491","0.0","208.0","294.0","2012","1990","1995","Purchased with funds provided by the 2011 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2012","Lisboa, Portugal","1934","","0"
"Male","Almond, Darren","artist","Screenprint on paper","http://www.tate.org.uk/art/images/work/P/P78/P78078_8.jpg","Multiple Working","http://www.tate.org.uk/art/artworks/almond-multiple-working-p78078","0.0","889.0","731.0","1998","1990","1997","Purchased 1998","Wigan, United Kingdom","1971","","0"
"Male","Althamer, Pawel","artist","Animal intestines, straw and hair over metal, plaster, porcelain, artificial wig, wooden floor, video camera, mobile pho","","Monika and Pawel","http://www.tate.org.uk/art/artworks/althamer-monika-and-pawel-t13573","1110.0","735.0","1760.0","2012","2000","2002","Presented by Tate Patrons 2011","Warszawa, Polska","1967","","0"
"Male","Altoon, John","artist","Acrylic paint and ink on board","","Black and White 55","http://www.tate.org.uk/art/artworks/altoon-black-and-white-55-t03266","0.0","1016.0","762.0","1981","1960","1963","Presented by the artist's widow 1981","Los Angeles, United States","1925","Los Angeles","1969"
"Male","Als, Francis","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T13/T13277_8.jpg","Untitled","http://www.tate.org.uk/art/artworks/alys-untitled-t13277","20.0","208.0","159.0","2011","2000","2000","Presented by the artist 2010","Antwerpen, Belgi","1959","","0"
"Male","Amiconi, Giacomo","artist","Ink, watercolour and gouache on paper","http://www.tate.org.uk/art/images/work/T/T08/T08734_8.jpg","Portrait of a Man","http://www.tate.org.uk/art/artworks/amiconi-portrait-of-a-man-t08734","0.0","287.0","203.0","1997","0","0","Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996","Napoli, Italia","1682","Madrid, Espaa","1752"
"Male","Amiet, Cuno","artist","Watercolour on paper","http://www.tate.org.uk/art/images/work/T/T00/T00394_8.jpg","Landscape from the Jura Mountains","http://www.tate.org.uk/art/artworks/amiet-landscape-from-the-jura-mountains-t00394","0.0","298.0","251.0","1960","1920","1924","Presented by Mrs Leila Pirani 1960","Solothurn","1868","Schweiz","1961"
"Male","Amorales, Carlos","artist","46 photographs, colour, on paper","","Interior vs. Exterior","http://www.tate.org.uk/art/artworks/amorales-interior-vs-exterior-t11981","0.0","0.0","0.0","2005","1990","1997","Presented by Tiqui Atencio and Argo Demirdjian 2004","Ciudad de Mxico, Mxico","1970","","0"
"Male","Amuchastegui, Axel","artist","Lithograph on paper","","Ocelot Head","http://www.tate.org.uk/art/artworks/amuchastegui-ocelot-head-p06006","0.0","406.0","518.0","1975","1960","1968","Presented by Curwen Studio through the Institute of Contemporary Prints 1975","Crdoba, Espaa","1921","","2002"
"Male","Anderson, Hurvin","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T12/T12889_8.jpg","Jersey","http://www.tate.org.uk/art/artworks/anderson-jersey-t12889","0.0","2083.0","2503.0","2009","2000","2008","Purchased using funds provided by the 2008 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2009","Birmingham, United Kingdom","1965","","0"
"Male","Anderton, Henry","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T03/T03543_8.jpg","Mountain Landscape with Dancing Shepherd","http://www.tate.org.uk/art/artworks/anderton-mountain-landscape-with-dancing-shepherd-t03543","0.0","597.0","457.0","1983","1650","1650","Bequeathed by Hugh Paget 1983","","1630","","1665"
"Male","Andrade Tudela, Armando","artist","Slide, 35 mm, 160 slides, 4 projections, colour","http://www.tate.org.uk/art/images/work/T/T12/T12771_8.jpg","Casas Alteradas","http://www.tate.org.uk/art/artworks/andrade-tudela-casas-alteradas-t12771","0.0","0.0","0.0","2008","2000","2006","Purchased using funds provided by the 2006 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2007","Lima, Per","1975","","0"
"Male","Andrade, Jonathas de","artist","151 text panels, typewritten ink on paper, 53 photographs, black and white and colour, digital prints on paper, framed,","","Tropical Hangover","http://www.tate.org.uk/art/artworks/andrade-tropical-hangover-t13859","0.0","0.0","0.0","2013","2000","2009","Presented by Pedro Barbosa 2011","Macei, Brasil","1982","","0"
"Male","Andre, Carl","artist","Western red cedar","","Diamondback","http://www.tate.org.uk/art/artworks/andre-diamondback-t12601","0.0","2170.0","10900.0","2008","1990","1998","Presented by the American Fund for the Tate Gallery 2007","Quincy, United States","1935","","0"
"Male","Andreenko, Michel","artist","Oil paint on canvas","","Constructivist Space","http://www.tate.org.uk/art/artworks/andreenko-constructivist-space-t12399","0.0","384.0","485.0","2007","1920","1922","Accepted by HM Government in lieu of inheritance tax and allocated to Tate 2007","Odessa, Ukrayina","1894","Paris, France","1982"
"Male","Andrews, Michael","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T06/T06681_8.jpg","Study for a Man in a Landscape (Digswell)","http://www.tate.org.uk/art/artworks/andrews-study-for-a-man-in-a-landscape-digswell-t06681","73.0","505.0","550.0","1993","1950","1959","Presented by the executors of the estate of David Wilkie 1993","Norwich, United Kingdom","1928","London, United Kingdom","1995"
"Male","Angellis, Peter","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T00/T00789_8.jpg","Conversation Piece","http://www.tate.org.uk/art/artworks/angellis-conversation-piece-t00789","0.0","797.0","937.0","1965","1710","1715","Presented by the Friends of the Tate Gallery 1965","Dunkerque, France","1685","Rennes, France","1734"
"Male","Annesley, David","artist","Painted steel","http://www.tate.org.uk/art/images/work/T/T01/T01348_8.jpg","Untitled","http://www.tate.org.uk/art/artworks/annesley-untitled-t01348","610.0","2470.0","2222.0","1970","1960","1968","Presented by Alistair McAlpine (later Lord McAlpine of West Green) 1970","London, United Kingdom","1936","","0"
"Male","Anquetin, Louis","artist","Oil paint on canvas","","Two Studies for The Three Graces","http://www.tate.org.uk/art/artworks/anquetin-two-studies-for-the-three-graces-n05252","0.0","768.0","616.0","1941","1890","1899","Purchased 1941","Eure, France","1861","Paris, France","1932"
"Male","Anrep, Boris","artist","Gouache on board","http://www.tate.org.uk/art/images/work/T/T03/T03538_8.jpg","Nude and Ruins","http://www.tate.org.uk/art/artworks/anrep-nude-and-ruins-t03538","0.0","370.0","604.0","1982","1940","1944","Bequeathed by Mrs M.J.A. Russell 1982","Sankt-Peterburg, Rossiya","1883","","1969"
"Female","Ansarinia, Nazgol","artist","Video, projection, colour","","Living Room","http://www.tate.org.uk/art/artworks/ansarinia-living-room-t13194","0.0","0.0","0.0","2010","2000","2005","Purchased using funds provided by the Middle East North Africa Acquisitions Committee 2010","Tehran, ran","1979","","0"
"Male","Ansdell, Richard","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N04/N04798_8.jpg","A Ploughing Match","http://www.tate.org.uk/art/artworks/ansdell-a-ploughing-match-n04798","0.0","1346.0","781.0","1935","0","0","Purchased 1935","Liverpool, United Kingdom","1815","London, United Kingdom","1885"
"Male","Anselmo, Giovanni","artist","Slide, 10 slides, 5 projections, black and white","","Detail","http://www.tate.org.uk/art/artworks/anselmo-detail-t12954","0.0","0.0","0.0","2009","1970","1972","Purchased with funds provided by an anonymous donor 2009","Piemonte, Italia","1934","","0"
"Male","Anuszkiewicz, Richard","artist","Screenprint on paper","http://www.tate.org.uk/art/images/work/P/P01/P01787_8.jpg","Untitled","http://www.tate.org.uk/art/artworks/anuszkiewicz-untitled-p01787","0.0","619.0","619.0","1976","1960","1965","Presented by the Museum of Modern Art, New York 1976","Erie, United States","1930","","0"
"Male","Appel, Karel","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/T/T05/T05077_8.jpg","Hip, Hip, Hoorah!","http://www.tate.org.uk/art/artworks/appel-hip-hip-hoorah-t05077","0.0","1270.0","817.0","1988","1940","1949","Purchased with assistance from Evelyn, Lady Downshire's Trust Fund and the Gytha Trust 1988","Amsterdam, Nederland","1921","Zrich, Schweiz","2006"
"Male","Appelbee, Leonard","artist","Lithograph on paper","","Red Bream","http://www.tate.org.uk/art/artworks/appelbee-red-bream-p06008","0.0","606.0","451.0","1975","1970","1971","Presented by Curwen Studio through the Institute of Contemporary Prints 1975","Fulham, United Kingdom","1914","","2000"
"Male","Appleyard, Fred","artist","Oil paint on canvas","http://www.tate.org.uk/art/images/work/N/N03/N03029_8.jpg","A Secret","http://www.tate.org.uk/art/artworks/appleyard-a-secret-n03029","0.0","1232.0","914.0","1915","1910","1914","Presented by the Trustees of the Chantrey Bequest 1915","Middlesbrough, United Kingdom","1874","Hampshire, United Kingdom","1963"
"Male","Apstol, Alexander","artist","Video, projection, black and white, and sound (mono)","","Libertador Avenue","http://www.tate.org.uk/art/artworks/apostol-libertador-avenue-t12937","0.0","0.0","0.0","2009","2000","2006","Purchased with funds provided by the American Patrons of Tate, courtesy of Tiqui Atencio Demirdjian and Ago Demirdjian 2009  ","Barquisimeto, Venezuela","1969","","0"
"Male","Araeen, Rasheed","artist","Painted wood","","Lovers","http://www.tate.org.uk/art/artworks/araeen-lovers-t13389","0.0","0.0","0.0","2011","1960","1968","Presented by Tate Members 2011","Karachi, Pakistan","1935","","0"
"","Arakawa, Shusaku","artist","Screenprint, lithograph and embossing print on papers","","A Forgettance (Exhaustion Exhumed)","http://www.tate.org.uk/art/artworks/arakawa-a-forgettance-exhaustion-exhumed-p07523","0.0","1953.0","794.0","1981","1970","1974","Purchased 1981","Nagoya, Nihon","1936","New York, United States","2010"
"Male","Araki, Nobuyoshi","artist","Photograph, gelatin silver print on paper","","Untitled","http://www.tate.org.uk/art/artworks/araki-untitled-p13298","0.0","400.0","310.0","2013","1990","1995","Presented by the American Fund for the Tate Gallery, courtesy of Peter Norton 2012","Tokyo, Nihon","1940","","0"
"Male","Araujo, Juan","artist","Oil paint on paper","http://www.tate.org.uk/art/images/work/T/T13/T13347_8.jpg","Sculpture","http://www.tate.org.uk/art/artworks/araujo-sculpture-t13347","250.0","250.0","240.0","2011","2000","2009","Purchased with funds provided by the American Patrons of Tate, courtesy of Tiqui Atencio Demirdjian and Ago Demirdjian 2010","Caracas, Venezuela","1971","","0"
"Female","Arbus, Diane","artist","Photograph, gelatine silver print on paper","","Tattooed lady with a dog, Philadelphia, PA","http://www.tate.org.uk/art/artworks/arbus-tattooed-lady-with-a-dog-philadelphia-pa-ar00574","0.0","365.0","365.0","2009","1960","1964","ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008","New York, United States","1923","New York, United States","1971"
"Male","Archipenko, Alexander","artist","Bronze","http://www.tate.org.uk/art/images/work/T/T00/T00335_8.jpg","Woman Combing her Hair","http://www.tate.org.uk/art/artworks/archipenko-woman-combing-her-hair-t00335","83.0","86.0","356.0","1960","1910","1915","Purchased 1960","Kiyev, Ukrayina","1887","New York, United States","1964"
