"Name","Number of Permits.1 unit","Number of Permits.2 units","Number of Permits.3-4 units","Number of Permits.5+ units","Period.full","Period.month","Period.month name","Period.year","Valuations.1 unit","Valuations.2 units","Valuations.3-4 units","Valuations.5+ units"
"New York","780","108","78","1428","2012/07","7","July","2012","185265","11966","8704","125576"
"Montana","166","24","12","6","2012/07","7","July","2012","38555","2145","760","204"
"Nevada","707","8","0","36","2012/07","7","July","2012","106557","797","0","3776"
"Hawaii","250","4","0","16","2012/07","7","July","2012","56372","880","0","4581"
"Mississippi","430","16","15","55","2012/08","8","August","2012","66930","1533","903","5077"
"Oklahoma","906","6","37","11","2012/08","8","August","2012","168673","480","2034","537"
"Minnesota","930","4","27","240","2012/08","8","August","2012","222631","254","3435","22174"
"Illinois","1012","18","29","422","2012/08","8","August","2012","218718","2261","4804","70090"
"Georgia","1688","2","26","230","2012/08","8","August","2012","316292","150","2749","19130"
"Arkansas","432","48","0","432","2012/08","8","August","2012","78094","3948","0","17455"
"New Mexico","368","24","3","37","2012/08","8","August","2012","67714","3000","253","2880"
"Indiana","1031","72","19","198","2012/08","8","August","2012","221282","4877","2216","12746"
"Maryland","789","10","3","494","2012/08","8","August","2012","159041","1167","277","62176"
"Texas","7421","112","30","6119","2012/08","8","August","2012","1548808","9670","3045","407150"
"Wyoming","164","0","3","165","2012/08","8","August","2012","48835","0","268","10907"
"Tennessee","1173","16","355","223","2012/08","8","August","2012","210903","1226","78174","11272"
"Iowa","787","10","10","349","2012/08","8","August","2012","148466","972","755","44833"
"Wisconsin","847","100","39","379","2012/08","8","August","2012","175481","9049","4157","25009"
"Arizona","1460","10","47","682","2012/08","8","August","2012","338695","1068","4797","87047"
"Louisiana","1003","42","4","98","2012/08","8","August","2012","177314","3498","661","7129"
"Michigan","1092","8","7","92","2012/08","8","August","2012","221595","706","664","5665"
"Kansas","361","24","6","176","2012/08","8","August","2012","80951","3074","598","13454"
"Utah","1020","8","16","191","2012/08","8","August","2012","225573","698","1505","13054"
"Virginia","1717","16","11","497","2012/08","8","August","2012","346233","1236","993","32376"
"Oregon","615","6","4","527","2012/08","8","August","2012","155632","792","264","53846"
"Connecticut","205","8","3","395","2012/08","8","August","2012","53208","1608","538","36417"
"District of Columbia","26","0","0","486","2012/08","8","August","2012","4011","0","0","35224"
"New Hampshire","179","24","0","180","2012/08","8","August","2012","42601","1150","0","12105"
"Massachusetts","493","24","16","543","2012/08","8","August","2012","150761","2958","2530","109274"
"West Virginia","142","0","0","0","2012/08","8","August","2012","26036","0","0","0"
"South Carolina","1420","14","8","119","2012/08","8","August","2012","301465","516","1174","7656"
"Vermont","66","0","6","6","2012/08","8","August","2012","12420","0","453","380"
"Delaware","237","12","11","69","2012/08","8","August","2012","30422","1265","1647","6035"
"North Dakota","415","4","4","262","2012/08","8","August","2012","73618","565","484","19933"
"California","2583","64","130","2290","2012/08","8","August","2012","738665","12771","23664","474983"
"Pennsylvania","1211","24","31","272","2012/08","8","August","2012","238335","2163","4981","18431"
"Florida","3972","46","37","2080","2012/08","8","August","2012","1025759","4341","5829","218438"
"Kentucky","450","24","22","361","2012/08","8","August","2012","78807","1909","2544","20032"
"Rhode Island","75","20","0","0","2012/08","8","August","2012","14281","1917","0","0"
"Nebraska","430","10","0","88","2012/08","8","August","2012","83269","1585","0","4558"
"Missouri","717","26","39","384","2012/08","8","August","2012","147453","2704","4358","22222"
"Ohio","1082","60","102","321","2012/08","8","August","2012","229540","6328","15749","15981"
"Alabama","776","4","4","389","2012/08","8","August","2012","139031","160","160","27082"
"South Dakota","302","6","0","38","2012/08","8","August","2012","61744","872","0","3548"
"Alaska","69","0","0","15","2012/08","8","August","2012","18970","0","0","350"
"Colorado","1436","8","0","1259","2012/08","8","August","2012","410606","1521","0","100257"
"Idaho","615","4","38","108","2012/08","8","August","2012","124473","318","2407","6313"
"New Jersey","618","40","108","566","2012/08","8","August","2012","123637","4664","1054","51352"
"Washington","1755","52","31","1126","2012/08","8","August","2012","447384","9011","5341","155946"
"North Carolina","2803","4","48","1019","2012/08","8","August","2012","508438","482","3528","47058"
"Maine","243","0","4","11","2012/08","8","August","2012","45895","0","540","481"
"New York","749","76","90","1458","2012/08","8","August","2012","210058","8633","12079","122907"
"Montana","179","36","32","312","2012/08","8","August","2012","37431","2706","2837","31092"
"Nevada","699","2","0","0","2012/08","8","August","2012","106191","199","0","0"
"Hawaii","164","0","0","15","2012/08","8","August","2012","49015","0","0","4948"
"Mississippi","296","2","13","21","2012/09","9","September","2012","49373","245","599","1063"
"Oklahoma","702","8","0","543","2012/09","9","September","2012","135552","420","0","50183"
"Minnesota","874","6","4","1058","2012/09","9","September","2012","196319","830","250","121097"
"Illinois","809","22","28","619","2012/09","9","September","2012","184128","2328","3351","46750"
"Georgia","1334","2","3","750","2012/09","9","September","2012","253994","150","136","57347"
"Arkansas","339","34","15","576","2012/09","9","September","2012","68123","2757","662","37689"
"New Mexico","343","2","3","226","2012/09","9","September","2012","62024","220","422","19147"
"Indiana","967","40","16","152","2012/09","9","September","2012","195302","3276","879","10888"
"Maryland","701","4","4","517","2012/09","9","September","2012","144494","467","84","45203"
"Texas","6052","86","32","3457","2012/09","9","September","2012","1226571","6635","1492","220589"
"Wyoming","131","2","12","45","2012/09","9","September","2012","36871","343","690","3172"
"Tennessee","1033","12","22","370","2012/09","9","September","2012","183214","1006","1878","23130"
"Iowa","598","14","17","408","2012/09","9","September","2012","111879","1779","1072","56023"
"Wisconsin","729","36","15","493","2012/09","9","September","2012","157586","3467","1774","34613"
"Arizona","1270","2","22","332","2012/09","9","September","2012","298072","89","2835","44301"
"Louisiana","941","20","34","128","2012/09","9","September","2012","167192","1867","2416","8265"
"Michigan","1010","8","9","90","2012/09","9","September","2012","217952","1240","900","7033"
"Kansas","350","38","9","220","2012/09","9","September","2012","80082","3858","962","18784"
"Utah","832","6","40","87","2012/09","9","September","2012","179303","865","2738","7118"
"Virginia","1501","12","4","398","2012/09","9","September","2012","288053","1368","800","33604"
"Oregon","561","18","8","548","2012/09","9","September","2012","132284","2344","542","52760"
"Connecticut","178","8","0","270","2012/09","9","September","2012","51209","1040","0","36763"
"District of Columbia","11","6","0","374","2012/09","9","September","2012","1291","375","0","33750"
"New Hampshire","158","18","3","11","2012/09","9","September","2012","34432","1048","259","1080"
"Massachusetts","453","30","36","151","2012/09","9","September","2012","142441","4470","6580","18035"
"West Virginia","88","0","0","5","2012/09","9","September","2012","14069","0","0","204"
"South Carolina","1193","22","3","364","2012/09","9","September","2012","234873","2136","593","34874"
"Vermont","71","2","0","84","2012/09","9","September","2012","18017","230","0","7327"
"Delaware","242","6","0","92","2012/09","9","September","2012","33782","419","0","5779"
"North Dakota","362","10","44","184","2012/09","9","September","2012","72325","335","2984","12086"
"California","2239","60","149","2892","2012/09","9","September","2012","669926","14337","28552","523516"
"Pennsylvania","1220","50","56","348","2012/09","9","September","2012","240069","5837","7059","36012"
"Florida","3529","52","37","4445","2012/09","9","September","2012","912691","4991","6865","415765"
"Kentucky","448","44","25","497","2012/09","9","September","2012","75887","3045","2140","27220"
"Rhode Island","57","8","3","5","2012/09","9","September","2012","10344","840","334","417"
"Nebraska","403","60","0","229","2012/09","9","September","2012","72154","5244","0","11897"
"Missouri","745","34","44","188","2012/09","9","September","2012","156662","2971","3277","16313"
"Ohio","942","62","64","348","2012/09","9","September","2012","197602","5244","5438","21315"
"Alabama","720","2","12","33","2012/09","9","September","2012","136687","149","598","1235"
"South Dakota","282","2","3","272","2012/09","9","September","2012","46811","277","126","20669"
"Alaska","102","2","6","20","2012/09","9","September","2012","26183","300","465","2543"
"Colorado","1342","24","8","142","2012/09","9","September","2012","386295","3896","1022","12269"
"Idaho","454","2","12","74","2012/09","9","September","2012","92831","238","654","5801"
"New Jersey","563","40","18","975","2012/09","9","September","2012","121327","3921","757","62145"
"Washington","1458","22","14","1088","2012/09","9","September","2012","368224","3785","5302","112320"
"North Carolina","2380","22","62","526","2012/09","9","September","2012","462787","1936","1472","44680"
"Maine","276","4","0","10","2012/09","9","September","2012","43889","348","0","438"
"New York","736","128","54","1263","2012/09","9","September","2012","169652","14811","6723","126855"
"Montana","174","6","12","99","2012/09","9","September","2012","37698","906","709","5964"
"Nevada","584","12","29","229","2012/09","9","September","2012","96510","1049","1659","13107"
"Hawaii","188","0","0","40","2012/09","9","September","2012","62252","0","0","7300"
"Mississippi","369","0","11","37","2012/10","10","October","2012","60950","0","367","3403"
"Oklahoma","843","6","0","122","2012/10","10","October","2012","159720","615","0","7972"
"Minnesota","892","10","4","1129","2012/10","10","October","2012","214391","1032","550","171655"
"Illinois","995","16","19","473","2012/10","10","October","2012","231984","2028","2487","74332"
"Georgia","1704","4","8","703","2012/10","10","October","2012","319420","286","622","90779"
"Arkansas","411","12","53","56","2012/10","10","October","2012","87244","600","4912","5000"
"New Mexico","332","2","24","28","2012/10","10","October","2012","62390","320","2447","2180"
"Indiana","1069","28","12","299","2012/10","10","October","2012","228366","2755","1453","23365"
"Maryland","805","10","0","271","2012/10","10","October","2012","150875","1167","0","25595"
"Texas","6798","146","71","4758","2012/10","10","October","2012","1370613","14256","5637","367374"
"Wyoming","130","2","12","6","2012/10","10","October","2012","37893","193","690","570"
"Tennessee","1316","32","95","212","2012/10","10","October","2012","241899","3654","10687","18421"
"Iowa","907","32","18","206","2012/10","10","October","2012","168728","4121","1996","18541"
"Wisconsin","962","46","7","480","2012/10","10","October","2012","207679","4247","750","39924"
"Arizona","1326","40","46","346","2012/10","10","October","2012","306291","3006","6640","35774"
"Louisiana","1099","44","3","133","2012/10","10","October","2012","204100","1531","496","9285"
"Michigan","1168","12","11","153","2012/10","10","October","2012","245247","1760","1088","19737"
"Kansas","487","56","3","296","2012/10","10","October","2012","95978","5804","279","24904"
"Utah","942","12","45","168","2012/10","10","October","2012","210014","1590","3935","12677"
"Virginia","1481","8","52","490","2012/10","10","October","2012","280509","546","6865","26744"
"Oregon","728","30","8","383","2012/10","10","October","2012","171182","4192","527","34087"
"Connecticut","261","2","4","325","2012/10","10","October","2012","69472","262","550","77450"
"District of Columbia","33","4","0","367","2012/10","10","October","2012","4217","368","0","61000"
"New Hampshire","158","20","0","48","2012/10","10","October","2012","35907","1603","0","2638"
"Massachusetts","516","28","13","213","2012/10","10","October","2012","158266","3016","2263","27970"
"West Virginia","105","14","16","77","2012/10","10","October","2012","19637","543","1160","4244"
"South Carolina","1427","26","15","170","2012/10","10","October","2012","306241","1723","1337","10555"
"Vermont","107","2","0","57","2012/10","10","October","2012","22963","220","0","4304"
"Delaware","253","32","4","35","2012/10","10","October","2012","32972","2469","375","2630"
"North Dakota","471","8","8","492","2012/10","10","October","2012","86510","1242","533","38652"
"California","2428","56","123","2178","2012/10","10","October","2012","703613","11166","23458","332768"
