New Orleans,Rosa Rieux,"New Orleans, LA",LA,New Orleans,Seraphin Maspereau,"New Orleans, LA",LA,35.0,F,Malinda,Negro,10/21/1856,1,0,1,0.00602698,Cash,0.07477,500.0,1
New Orleans,Puig Mir & Co. Unknown,"New Orleans, LA",LA,New Orleans,"Joseph, Lorenzo Llado, Carbo","New Orleans, LA",LA,26.0,M,Caid,Negro,11/27/1856,1,0,1,0.006202525,Credit,0.07702264,1800.0,1
New Orleans,Blanche Lallande Ferrier,"New Orleans, LA",LA,New Orleans,William G. Mullan,"New Orleans, LA",LA,27.0,F,Sarah,Negro,11/27/1856,1,0,1,0.00602698,Cash,0.07477,1150.0,1
New Orleans,Jean Moreau,"New Orleans, LA",LA,New Orleans,Leonard Nicolas Jahan,"New Orleans, LA",LA,45.0,F,Phillis,Negro,11/28/1856,1,0,1,0.00602698,Cash,0.07477,200.0,1
New Orleans,John Robertson,"New Orleans, LA",LA,Rusk,Newell Tullis,"Rusk, TX",TX,27.0,F,Elsey,Negro,11/25/1856,1,0,1,0.00602698,Cash,0.07477,1000.0,1
New Orleans,William E. Camp,"New Orleans, LA",LA,New Orleans,Bernard Kendig,"New Orleans, LA",LA,15.0,F,Lucy,Negro,11/28/1856,1,0,1,0.00602698,Cash,0.07477,950.0,1
New Orleans,Katy Greene,"New Orleans, LA",LA,New Orleans,Joseph Deseameis,"New Orleans, LA",LA,41.0,F,Harriet,Negro,11/28/1856,1,0,1,0.00602698,Cash,0.07477,200.0,1
Unknown,Mary Anna McCosky,"Unknown, Unknown",Unknown,New Orleans,Pierre Paul Lobit,"New Orleans, LA",LA,45.0,F,Rosalie,Unknown,12/1/1856,1,1,2,0.00587886,Cash and Credit,0.07287264,1275.0,1
Assumption,Daniel Morrison,"Assumption, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,23.0,M,Robert,Negro,12/2/1856,1,0,1,0.00602698,Exchange,0.07477,1500.0,1
Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,Assumption,Daniel Morrison,"Assumption, LA",LA,22.0,M,Sanford Lucas,Negro,12/2/1856,1,0,1,0.00602698,Exchange,0.07477,1500.0,1
Madison,Thomas Luther Bedford,"Madison, LA",LA,Jefferson,Joseph Holden,"Jefferson, LA",LA,16.0,F,Lucy,Negro,12/7/1856,1,0,1,0.00602698,Cash,0.07477,1200.0,1
Madison,Thomas Luther Bedford,"Madison, LA",LA,New Orleans,Dennis Campbell,"New Orleans, LA",LA,20.0,M,Ezekiel,Negro,12/2/1856,1,0,1,0.00602698,Cash,0.07477,1300.0,1
Madison,Thomas Luther Bedford,"Madison, LA",LA,Fayette,George R. Harrison,"Fayette, KY",KY,21.0,M,Austin,Negro,12/2/1856,1,0,1,0.00602698,Cash,0.07477,1350.0,1
Madison,Thomas Luther Bedford,"Madison, LA",LA,Claiborne,James Smith,"Claiborne, LA",LA,20.0,M,Thomas,Negro,12/3/1856,1,0,1,0.00602698,Cash,0.07477,1100.0,1
New Orleans,John L. Lancaster,"New Orleans, LA",LA,New Orleans,Edgar Larue,"New Orleans, LA",LA,24.0,F,Margaret,Mulatto,12/3/1856,1,0,1,0.006114795,Credit,0.07589632,1150.0,1
New Orleans,Louis Shelton,"New Orleans, LA",LA,New Orleans,George May,"New Orleans, LA",LA,26.0,M,Frank,Mulatto,12/2/1856,1,0,1,0.00602698,Cash,0.07477,995.0,1
New Orleans,Jose Tipura Lopez,"New Orleans, LA",LA,Unknown,John Matlock,"Unknown, AR",AR,25.0,F,Hester,Griff,12/2/1856,1,0,1,0.00602698,Cash,0.07477,800.0,1
New Orleans,James Foulhouze,"New Orleans, LA",LA,New Orleans,Anne Clothilde. Penne,"New Orleans, LA",LA,37.0,F,Peggy,Negro,12/4/1856,1,1,2,0.00602698,Cash,0.07477,1700.0,1
New Orleans,Micajah Harris Jr.,"New Orleans, LA",LA,Cass,L. Lafayette ,"Cass, TX",TX,33.0,M,Lewis,Negro,12/3/1856,2,0,2,0.00602698,Cash,0.07477,1700.0,1
New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,New Orleans,Robert W. Estlin,"New Orleans, LA",LA,30.0,M,Arthur,Negro,12/5/1856,1,0,1,0.00602698,Cash,0.07477,900.0,1
Unknown,Eliza Noel,"Unknown, Unknown",Unknown,New Orleans,Paul Hippolyte Monsseaux,"New Orleans, LA",LA,39.0,F,Mary,Negro,5/15/1837,1,0,1,0.006114795,Credit,0.07589632,300.0,1
Jefferson,Dexter G. Hitchcock,"Jefferson, LA",LA,New Orleans,Joseph L. Copes,"New Orleans, LA",LA,37.0,F,Letty,Negro,12/3/1856,1,0,1,0.00602698,Cash,0.07477,297.0,1
New Orleans,Joseph Benito,"New Orleans, LA",LA,New Orleans,Louis Joseph Tinchant,"New Orleans, LA",LA,47.0,M,Martin,Negro,5/15/1837,1,0,1,0.00602698,Cash,0.07477,250.0,1
New Orleans,Adolphus Bruenn,"New Orleans, LA",LA,New Orleans,Bernard Kendig,"New Orleans, LA",LA,20.0,F,Kitty,Negro,12/5/1856,1,0,1,0.006202525,Credit,0.07702264,710.0,1
New Orleans,Caroline Doyal,"New Orleans, LA",LA,New Orleans,Bernard Kendig,"New Orleans, LA",LA,17.0,F,Emma,Negro,12/7/1856,1,0,1,0.00602698,Cash,0.07477,1400.0,1
New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Jefferson,Edward Gardere,"Jefferson, LA",LA,34.0,M,Jim Hamilton,Negro,12/4/1856,1,0,1,0.00602698,Cash,0.07477,500.0,1
New Orleans,Heide Meynier,"New Orleans, LA",LA,New Orleans,Edmond le Blanc,"New Orleans, LA",LA,45.0,M,Weiner,Negro,12/5/1856,1,0,1,0.00602698,Cash,0.07477,300.0,1
New Orleans,Isaac P. Abrams,"New Orleans, LA",LA,New Orleans,James Penn Shortridge,"New Orleans, LA",LA,22.0,M,Gideon,Negro,12/5/1856,1,0,1,0.005790818,Cash and Credit,0.07174632,1300.0,1
Jefferson,Francois Pierre Volant la Barre,"Jefferson, LA",LA,New Orleans,Bernard Kendig,"New Orleans, LA",LA,21.0,M,Isaac,Negro,12/5/1856,1,0,1,0.006202525,Credit,0.07702264,1250.0,1
New Orleans,Samuel Friedlander,"New Orleans, LA",LA,New Orleans,"John G., Georgianna Harris, Quincy","New Orleans, LA",LA,14.0,F,Mary,Mulatto,12/8/1856,1,0,1,0.00602698,Cash,0.07477,800.0,1
New Orleans,N. S. Torrey & Co. Unknown,"New Orleans, LA",LA,Nashville,George Washington Hitchings,"Nashville, TN",TN,23.0,M,Newton,Mulatto,12/8/1856,1,0,1,0.00602698,Cash,0.07477,1000.0,1
New Orleans,George W. Parmy,"New Orleans, LA",LA,New Orleans,Samuel G. Wilson,"New Orleans, LA",LA,47.0,M,Henry,Griff,12/5/1856,1,0,1,0.00602698,Cash,0.07477,300.0,1
New Orleans,Eugene Petitpain,"New Orleans, LA",LA,St. Landry,Alceshe Roy,"St. Landry, LA",LA,24.0,M,Pressely,Negro,12/9/1856,1,0,1,0.005790818,Cash and Credit,0.07174632,745.0,1
New Orleans,John B. Womack,"New Orleans, LA",LA,New Orleans,Domingo Fatjo,"New Orleans, LA",LA,18.0,F,Marie Louise,Mulatto,12/10/1856,1,0,1,0.00602698,Cash,0.07477,800.0,1
New Orleans,Alfred Blanc,"New Orleans, LA",LA,New Orleans,Felix Ducayet,"New Orleans, LA",LA,24.0,F,Elizabeth,Negro,12/10/1856,1,0,1,0.00602698,Cash,0.07477,1000.0,1
New Orleans,Antoine Hernandez,"New Orleans, LA",LA,New Orleans,Enrique Ainz,"New Orleans, LA",LA,20.0,F,Pauline,Negro,12/6/1856,1,0,1,0.00602698,Cash,0.07477,1250.0,1
New Orleans,H. A. & G. W. Lee Unknown,"New Orleans, LA",LA,New Orleans,John A. Haggerty,"New Orleans, LA",LA,35.0,F,Lucinda,Negro,12/11/1856,1,0,1,0.00602698,Cash,0.07477,800.0,1
New Orleans,John H. Follett,"New Orleans, LA",LA,New Orleans,Helen Harrison,"New Orleans, LA",LA,13.0,F,Esther,Negro,12/6/1856,1,0,1,0.00602698,Cash,0.07477,900.0,1
Jefferson,"Gustave, Francois Pierre Volant le Roy, la Barre","Jefferson, LA",LA,Richmond,Jeremiah Smith,"Richmond, VA",VA,20.0,M,Humphry,Negro,12/8/1856,2,0,2,0.00602698,Cash,0.07477,1450.0,2
New Orleans,Lionel C. Levy,"New Orleans, LA",LA,New Orleans,Bernard Kendig,"New Orleans, LA",LA,23.0,F,Lavinia,Negro,12/11/1856,1,0,1,0.00602698,Cash,0.07477,1050.0,1
New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Abbeville,George Ambrose Christopher,"Abbeville, SC",SC,20.0,F,Adeline,Griff,12/12/1856,2,0,2,0.00602698,Cash,0.07477,2000.0,1
New Orleans,Marie Agathe Abat,"New Orleans, LA",LA,New Orleans,Josephine Martin,"New Orleans, LA",LA,32.0,F,Marcelite,Negro,12/8/1856,1,0,1,0.006202525,Credit,0.07702264,900.0,1
New Orleans,Octave Hopkins,"New Orleans, LA",LA,New Orleans,Marie Eugenie Mathey,"New Orleans, LA",LA,21.0,F,Clemence/ Chouchoutto,Negro,12/1/1856,1,1,2,0.00602698,Cash,0.07477,1000.0,1
New Orleans,James Chapman,"New Orleans, LA",LA,New Orleans,William Adams,"New Orleans, LA",LA,45.0,F,Charlotte/ Milly,Negro,12/11/1856,1,0,1,0.00602698,Cash,0.07477,100.0,1
Carroll,Thomas Evans,"Carroll, LA",LA,Montgomery,John F. Johnson,"Montgomery, AL",AL,23.0,M,Allen,Negro,12/12/1856,3,1,4,0.00602698,Cash,0.07477,1350.0,3
New Orleans,Frederic Dellondio,"New Orleans, LA",LA,New Orleans,Francis Joseph Levis,"New Orleans, LA",LA,45.0,F,Adelaide,Griff,12/12/1856,3,0,3,0.00602698,Cash,0.07477,1500.0,1
New Orleans,John Jackson,"New Orleans, LA",LA,New Orleans,John Myers,"New Orleans, LA",LA,26.0,F,Elizabeth,Griff,12/10/1856,1,0,1,0.00602698,Cash,0.07477,1200.0,1
New Orleans,Joseph Sequi y Gahona,"New Orleans, LA",LA,New Orleans,Wiley J Martin,"New Orleans, LA",LA,14.0,M,Joseph,Mulatto,12/13/1856,1,0,1,0.00602698,Cash,0.07477,1050.0,1
Catahoula,Lewis Baker Ker,"Catahoula, LA",LA,Henry,Barton William Jenkins,"Henry, KY",KY,17.0,M,Willis,Negro,12/13/1856,2,1,3,0.00602698,Cash,0.07477,1300.0,2
New Orleans,Nancy Van Ostern,"New Orleans, LA",LA,New Orleans,Leonard Matthews,"New Orleans, LA",LA,40.0,M,Ben,Negro,12/15/1856,1,0,1,0.00602698,Cash,0.07477,500.0,1
New Orleans,Alfred Shaw,"New Orleans, LA",LA,Unknown,John Ruckner White,"Unknown, MO",MO,21.0,M,Amos Geary,Negro,12/15/1856,1,0,1,0.005746766,Credit,0.07118316,1300.0,1
New Orleans,Francis Moreno,"New Orleans, LA",LA,New Orleans,Gaile Desmare,"New Orleans, LA",LA,15.0,M,Honore,Negro,12/12/1856,1,0,1,0.00602698,Cash,0.07477,700.0,1
New Orleans,Dominique Bouligny,"New Orleans, LA",LA,New Orleans,Samuel Bell,"New Orleans, LA",LA,24.0,F,Leah,Negro,12/11/1856,1,0,1,0.00602698,Cash,0.07477,1275.0,1
